"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU12","SRR15146548","SRR3000884","SRR14766335","NDSU4","SRR14766329","SRR6502082","SRR14766451","SRR2994394","SRR10037243","SRR5928610","SRR5877168","SRR3000893","SRR1363292","SRR19431269"
"group_5429","","hypothetical protein",581,581,1,1,763,NA,NA,"",131,131,131,"KMJDPIGG_01622","EGKOAKEK_03286","EFNNPMIA_02840","EMDCPPMA_00463","MLOHFGPA_04096","LGNMAAMO_00312","NAFOOFAA_02799","JKFJINKE_03035","NNGIMOCL_00780","OAJCOHFM_03391","FCBEKDAD_02774","ABGDGJIO_03024","NNFNPJIH_02359","HECGGPDK_02875","KFNBBHOJ_03529"
"ybgI","","GTP cyclohydrolase 1 type 2 ",581,581,1,1,291,NA,NA,"",743,743,743,"KMJDPIGG_02035","EGKOAKEK_03904","EFNNPMIA_03905","EMDCPPMA_01863","MLOHFGPA_03800","LGNMAAMO_03967","NAFOOFAA_04133","JKFJINKE_03731","NNGIMOCL_04382","OAJCOHFM_03564","FCBEKDAD_00604","ABGDGJIO_03842","NNFNPJIH_04317","HECGGPDK_03161","KFNBBHOJ_04008"
"ulaE_1","","L-ribulose-5-phosphate 3-epimerase UlaE",581,581,1,1,6034,NA,NA,"",854,854,854,"KMJDPIGG_02340","EGKOAKEK_02079","EFNNPMIA_01334","EMDCPPMA_02291","MLOHFGPA_02568","LGNMAAMO_02709","NAFOOFAA_01960","JKFJINKE_00918","NNGIMOCL_02509","OAJCOHFM_02993","FCBEKDAD_00856","ABGDGJIO_01418","NNFNPJIH_01986","HECGGPDK_01584","KFNBBHOJ_02163"
"nadA","","Quinolinate synthase A",581,581,1,1,264,NA,NA,"",1043,1043,1043,"KMJDPIGG_02067","EGKOAKEK_03873","EFNNPMIA_03874","EMDCPPMA_01894","MLOHFGPA_04630","LGNMAAMO_04374","NAFOOFAA_04410","JKFJINKE_04325","NNGIMOCL_04413","OAJCOHFM_03595","FCBEKDAD_00635","ABGDGJIO_03811","NNFNPJIH_04286","HECGGPDK_03192","KFNBBHOJ_04039"
"rpsP","","30S ribosomal protein S16",581,581,1,1,3021,NA,NA,"",248,248,248,"KMJDPIGG_01496","EGKOAKEK_00759","EFNNPMIA_00015","EMDCPPMA_04320","MLOHFGPA_03010","LGNMAAMO_04189","NAFOOFAA_04282","JKFJINKE_04002","NNGIMOCL_00015","OAJCOHFM_01399","FCBEKDAD_04076","ABGDGJIO_00654","NNFNPJIH_04556","HECGGPDK_01387","KFNBBHOJ_01399"
"ypjD","","Inner membrane protein YpjD",581,581,1,1,3023,NA,NA,"",791,791,791,"KMJDPIGG_01494","EGKOAKEK_00761","EFNNPMIA_00017","EMDCPPMA_04318","MLOHFGPA_03008","LGNMAAMO_04191","NAFOOFAA_04280","JKFJINKE_04004","NNGIMOCL_00017","OAJCOHFM_01397","FCBEKDAD_04078","ABGDGJIO_00652","NNFNPJIH_04558","HECGGPDK_01385","KFNBBHOJ_01397"
"lldD","","L-lactate dehydrogenase",581,581,1,1,1869,NA,NA,"",1190,1190,1190,"KMJDPIGG_02772","EGKOAKEK_02459","EFNNPMIA_02252","EMDCPPMA_03594","MLOHFGPA_01589","LGNMAAMO_03980","NAFOOFAA_00297","JKFJINKE_03693","NNGIMOCL_01361","OAJCOHFM_02148","FCBEKDAD_03886","ABGDGJIO_01715","NNFNPJIH_00745","HECGGPDK_02144","KFNBBHOJ_02460"
"ulaR","","HTH-type transcriptional regulator UlaR",581,581,1,1,6027,NA,NA,"",755,755,755,"KMJDPIGG_02346","EGKOAKEK_02073","EFNNPMIA_01328","EMDCPPMA_02297","MLOHFGPA_02562","LGNMAAMO_02891","NAFOOFAA_01966","JKFJINKE_00924","NNGIMOCL_02515","OAJCOHFM_02999","FCBEKDAD_00850","ABGDGJIO_01424","NNFNPJIH_01992","HECGGPDK_01578","KFNBBHOJ_02169"
"lsrC","","Autoinducer 2 import system permease protein LsrC",581,581,1,1,2295,NA,NA,"",1043,1043,1043,"KMJDPIGG_04165","EGKOAKEK_04119","EFNNPMIA_04137","EMDCPPMA_02145","MLOHFGPA_02258","LGNMAAMO_02798","NAFOOFAA_02707","JKFJINKE_02985","NNGIMOCL_03235","OAJCOHFM_04014","FCBEKDAD_03160","ABGDGJIO_04218","NNFNPJIH_03265","HECGGPDK_03749","KFNBBHOJ_04133"
"yidZ_2","","HTH-type transcriptional regulator YidZ",581,581,1,1,1404,NA,NA,"",959,959,959,"KMJDPIGG_04353","EGKOAKEK_04314","EFNNPMIA_04325","EMDCPPMA_03477","MLOHFGPA_03573","LGNMAAMO_02239","NAFOOFAA_03244","JKFJINKE_01370","NNGIMOCL_04184","OAJCOHFM_04296","FCBEKDAD_02532","ABGDGJIO_04389","NNFNPJIH_04008","HECGGPDK_04045","KFNBBHOJ_04304"
"ptsN","","Nitrogen regulatory protein",581,581,1,1,2575,NA,NA,"",491,491,491,"KMJDPIGG_00873","EGKOAKEK_01382","EFNNPMIA_00638","EMDCPPMA_02031","MLOHFGPA_01308","LGNMAAMO_00758","NAFOOFAA_01615","JKFJINKE_00654","NNGIMOCL_00638","OAJCOHFM_00775","FCBEKDAD_01736","ABGDGJIO_00031","NNFNPJIH_01025","HECGGPDK_00765","KFNBBHOJ_00776"
"pabB","","Aminodeoxychorismate synthase component 1",581,581,1,1,4772,NA,NA,"",1364,1364,1364,"KMJDPIGG_00048","EGKOAKEK_00049","EFNNPMIA_01955","EMDCPPMA_02984","MLOHFGPA_02148","LGNMAAMO_03374","NAFOOFAA_00935","JKFJINKE_01641","NNGIMOCL_03488","OAJCOHFM_00049","FCBEKDAD_02725","ABGDGJIO_02370","NNFNPJIH_00588","HECGGPDK_00688","KFNBBHOJ_00048"
"group_5441","","hypothetical protein",581,581,1,1,1775,NA,NA,"",2060,2060,2060,"KMJDPIGG_02685","EGKOAKEK_02545","EFNNPMIA_02165","EMDCPPMA_00976","MLOHFGPA_02791","LGNMAAMO_00033","NAFOOFAA_00211","JKFJINKE_00164","NNGIMOCL_01447","OAJCOHFM_02062","FCBEKDAD_00116","ABGDGJIO_01801","NNFNPJIH_00831","HECGGPDK_02058","KFNBBHOJ_02548"
"dctA","","Aerobic C4-dicarboxylate transport protein",581,581,1,1,1779,NA,NA,"",1286,1286,1286,"KMJDPIGG_02689","EGKOAKEK_02541","EFNNPMIA_02169","EMDCPPMA_00980","MLOHFGPA_02787","LGNMAAMO_00029","NAFOOFAA_00215","JKFJINKE_00168","NNGIMOCL_01443","OAJCOHFM_02066","FCBEKDAD_00120","ABGDGJIO_01797","NNFNPJIH_00827","HECGGPDK_02062","KFNBBHOJ_02544"
"accB","","Biotin carboxyl carrier protein of acetyl-CoA carboxylase",581,581,1,1,1967,NA,NA,"",470,470,470,"KMJDPIGG_04475","EGKOAKEK_04428","EFNNPMIA_04458","EMDCPPMA_03951","MLOHFGPA_03938","LGNMAAMO_03586","NAFOOFAA_03775","JKFJINKE_03416","NNGIMOCL_04449","OAJCOHFM_04440","FCBEKDAD_03288","ABGDGJIO_04582","NNFNPJIH_04406","HECGGPDK_04434","KFNBBHOJ_04454"
"yhhA","","putative protein YhhA",581,581,1,1,1716,NA,NA,"",416,416,416,"KMJDPIGG_02627","EGKOAKEK_02603","EFNNPMIA_02107","EMDCPPMA_00918","MLOHFGPA_04137","LGNMAAMO_00091","NAFOOFAA_00153","JKFJINKE_00106","NNGIMOCL_01505","OAJCOHFM_02004","FCBEKDAD_00058","ABGDGJIO_01859","NNFNPJIH_00889","HECGGPDK_02000","KFNBBHOJ_02606"
"lnt","","Apolipoprotein N-acyltransferase",581,581,1,1,331,NA,NA,"",1589,1589,1589,"KMJDPIGG_01990","EGKOAKEK_03949","EFNNPMIA_03950","EMDCPPMA_01818","MLOHFGPA_02542","LGNMAAMO_02320","NAFOOFAA_02415","JKFJINKE_02645","NNGIMOCL_03404","OAJCOHFM_03519","FCBEKDAD_00559","ABGDGJIO_03887","NNFNPJIH_03385","HECGGPDK_03116","KFNBBHOJ_03963"
"torT","","Periplasmic protein TorT",581,581,1,1,1423,NA,NA,"",1040,1040,1040,"KMJDPIGG_04372","EGKOAKEK_04295","EFNNPMIA_04344","EMDCPPMA_03458","MLOHFGPA_04572","LGNMAAMO_02220","NAFOOFAA_03225","JKFJINKE_01389","NNGIMOCL_04165","OAJCOHFM_04315","FCBEKDAD_02551","ABGDGJIO_04370","NNFNPJIH_04027","HECGGPDK_04026","KFNBBHOJ_04285"
"group_5447","","hypothetical protein",581,581,1,1,4544,NA,NA,"",395,395,395,"KMJDPIGG_04066","EGKOAKEK_01580","EFNNPMIA_00986","EMDCPPMA_03113","MLOHFGPA_03442","LGNMAAMO_03681","NAFOOFAA_03121","JKFJINKE_04045","NNGIMOCL_01805","OAJCOHFM_01731","FCBEKDAD_04424","ABGDGJIO_00987","NNFNPJIH_01845","HECGGPDK_02381","KFNBBHOJ_01582"
"ttgI","","Toluene efflux pump outer membrane protein TtgI",581,581,1,1,5897,NA,NA,"",1436,1436,1436,"KMJDPIGG_03409","EGKOAKEK_03463","EFNNPMIA_03604","EMDCPPMA_01279","MLOHFGPA_00816","LGNMAAMO_00875","NAFOOFAA_01382","JKFJINKE_00567","NNGIMOCL_02948","OAJCOHFM_02863","FCBEKDAD_01402","ABGDGJIO_03736","NNFNPJIH_03141","HECGGPDK_03438","KFNBBHOJ_03352"
"gstB","","Glutathione S-transferase GstB",581,581,1,1,4299,NA,NA,"",626,626,626,"KMJDPIGG_03501","EGKOAKEK_01799","EFNNPMIA_00767","EMDCPPMA_02715","MLOHFGPA_00353","LGNMAAMO_01665","NAFOOFAA_02967","JKFJINKE_03829","NNGIMOCL_03663","OAJCOHFM_01512","FCBEKDAD_00934","ABGDGJIO_00767","NNFNPJIH_01626","HECGGPDK_03274","KFNBBHOJ_01802"
"ypeA","","Acetyltransferase YpeA",581,581,1,1,4017,NA,NA,"",425,425,425,"KMJDPIGG_03044","EGKOAKEK_02865","EFNNPMIA_02571","EMDCPPMA_01072","MLOHFGPA_03694","LGNMAAMO_00577","NAFOOFAA_00818","JKFJINKE_00798","NNGIMOCL_02117","OAJCOHFM_02420","FCBEKDAD_01085","ABGDGJIO_02619","NNFNPJIH_01471","HECGGPDK_02607","KFNBBHOJ_02961"
"group_5451","","hypothetical protein",581,581,1,1,3640,NA,NA,"",731,731,731,"KMJDPIGG_04502","EGKOAKEK_04401","EFNNPMIA_04493","EMDCPPMA_04055","MLOHFGPA_04050","LGNMAAMO_03894","NAFOOFAA_03853","JKFJINKE_03176","NNGIMOCL_03696","OAJCOHFM_04377","FCBEKDAD_03356","ABGDGJIO_04642","NNFNPJIH_04335","HECGGPDK_04502","KFNBBHOJ_04514"
"plsY","","putative glycerol-3-phosphate acyltransferase",581,581,1,1,2690,NA,NA,"",611,611,611,"KMJDPIGG_00984","EGKOAKEK_01271","EFNNPMIA_00527","EMDCPPMA_01920","MLOHFGPA_01419","LGNMAAMO_00647","NAFOOFAA_01726","JKFJINKE_02492","NNGIMOCL_00527","OAJCOHFM_00886","FCBEKDAD_00369","ABGDGJIO_00142","NNFNPJIH_01136","HECGGPDK_00876","KFNBBHOJ_00887"
"lolA","","Outer-membrane lipoprotein carrier protein",581,581,1,1,4364,NA,NA,"",611,611,611,"KMJDPIGG_03559","EGKOAKEK_01741","EFNNPMIA_00825","EMDCPPMA_02657","MLOHFGPA_00411","LGNMAAMO_01607","NAFOOFAA_02909","JKFJINKE_02320","NNGIMOCL_01644","OAJCOHFM_01570","FCBEKDAD_00992","ABGDGJIO_00825","NNFNPJIH_01684","HECGGPDK_03215","KFNBBHOJ_01744"
"pspB","","Phage shock protein B",581,581,1,1,4914,NA,NA,"",224,224,224,"KMJDPIGG_00184","EGKOAKEK_00185","EFNNPMIA_01819","EMDCPPMA_01617","MLOHFGPA_00991","LGNMAAMO_03780","NAFOOFAA_01072","JKFJINKE_01289","NNGIMOCL_02226","OAJCOHFM_00185","FCBEKDAD_04043","ABGDGJIO_02234","NNFNPJIH_00452","HECGGPDK_00552","KFNBBHOJ_00184"
"alaE","","L-alanine exporter AlaE",581,581,1,1,3132,NA,NA,"",449,449,449,"KMJDPIGG_01401","EGKOAKEK_00854","EFNNPMIA_00110","EMDCPPMA_00729","MLOHFGPA_03754","LGNMAAMO_01581","NAFOOFAA_01825","JKFJINKE_00345","NNGIMOCL_00110","OAJCOHFM_01304","FCBEKDAD_00643","ABGDGJIO_00559","NNFNPJIH_02602","HECGGPDK_01292","KFNBBHOJ_01304"
"pepE","","Peptidase E",581,581,1,1,2014,NA,NA,"",704,704,704,"KMJDPIGG_02512","EGKOAKEK_01907","EFNNPMIA_01163","EMDCPPMA_03373","MLOHFGPA_03034","LGNMAAMO_02999","NAFOOFAA_03414","JKFJINKE_04309","NNGIMOCL_02680","OAJCOHFM_03164","FCBEKDAD_04148","ABGDGJIO_01589","NNFNPJIH_02157","HECGGPDK_01411","KFNBBHOJ_02334"
"group_5457","","hypothetical protein",581,581,1,1,4401,NA,NA,"",548,548,548,"KMJDPIGG_03593","EGKOAKEK_01707","EFNNPMIA_00859","EMDCPPMA_02623","MLOHFGPA_00445","LGNMAAMO_01365","NAFOOFAA_02994","JKFJINKE_01188","NNGIMOCL_01678","OAJCOHFM_01604","FCBEKDAD_01026","ABGDGJIO_00859","NNFNPJIH_01718","HECGGPDK_02508","KFNBBHOJ_01710"
"yaaA","","Peroxide stress resistance protein YaaA",581,581,1,1,59,NA,NA,"",773,773,773,"KMJDPIGG_02129","EGKOAKEK_02291","EFNNPMIA_01545","EMDCPPMA_01514","MLOHFGPA_03161","LGNMAAMO_02653","NAFOOFAA_03193","JKFJINKE_03435","NNGIMOCL_02741","OAJCOHFM_03731","FCBEKDAD_01485","ABGDGJIO_01207","NNFNPJIH_02932","HECGGPDK_01796","KFNBBHOJ_01952"
"galK","","Galactokinase",581,581,1,1,4201,NA,NA,"",1148,1148,1148,"KMJDPIGG_04384","EGKOAKEK_01891","EFNNPMIA_00675","EMDCPPMA_03583","MLOHFGPA_00261","LGNMAAMO_02421","NAFOOFAA_04197","JKFJINKE_01525","NNGIMOCL_03571","OAJCOHFM_01420","FCBEKDAD_02159","ABGDGJIO_00675","NNFNPJIH_04130","HECGGPDK_03366","KFNBBHOJ_01894"
"metQ_2","","D-methionine-binding lipoprotein MetQ",581,581,1,1,2343,NA,NA,"",815,815,815,"KMJDPIGG_03707","EGKOAKEK_03672","EFNNPMIA_03672","EMDCPPMA_03663","MLOHFGPA_00478","LGNMAAMO_02837","NAFOOFAA_03427","JKFJINKE_02047","NNGIMOCL_04321","OAJCOHFM_03927","FCBEKDAD_02397","ABGDGJIO_04483","NNFNPJIH_02877","HECGGPDK_04264","KFNBBHOJ_03856"
"ptsO","","Phosphocarrier protein NPr",581,581,1,1,2573,NA,NA,"",272,272,272,"KMJDPIGG_00871","EGKOAKEK_01384","EFNNPMIA_00640","EMDCPPMA_02033","MLOHFGPA_01306","LGNMAAMO_00760","NAFOOFAA_01613","JKFJINKE_00652","NNGIMOCL_00640","OAJCOHFM_00773","FCBEKDAD_01738","ABGDGJIO_00029","NNFNPJIH_01023","HECGGPDK_00763","KFNBBHOJ_00774"
"xapA","","Purine nucleoside phosphorylase 2",581,581,1,1,3990,NA,NA,"",833,833,833,"KMJDPIGG_03071","EGKOAKEK_02892","EFNNPMIA_02544","EMDCPPMA_01099","MLOHFGPA_03667","LGNMAAMO_00550","NAFOOFAA_00791","JKFJINKE_02792","NNGIMOCL_02090","OAJCOHFM_02447","FCBEKDAD_01112","ABGDGJIO_02592","NNFNPJIH_01498","HECGGPDK_02580","KFNBBHOJ_02934"
"intA_1","","Prophage integrase IntA",581,581,1,1,804,NA,NA,"",269,269,269,"KMJDPIGG_01583","EGKOAKEK_03325","EFNNPMIA_02801","EMDCPPMA_00502","MLOHFGPA_04523","LGNMAAMO_00351","NAFOOFAA_02760","JKFJINKE_03524","NNGIMOCL_00741","OAJCOHFM_04094","FCBEKDAD_04623","ABGDGJIO_03063","NNFNPJIH_02398","HECGGPDK_02836","KFNBBHOJ_03490"
"sufC","","putative ATP-dependent transporter SufC",581,581,1,1,5271,NA,NA,"",746,746,746,"KMJDPIGG_00500","EGKOAKEK_00501","EFNNPMIA_03152","EMDCPPMA_00094","MLOHFGPA_03376","LGNMAAMO_01126","NAFOOFAA_00555","JKFJINKE_01861","NNGIMOCL_01091","OAJCOHFM_00501","FCBEKDAD_00279","ABGDGJIO_03230","NNFNPJIH_00136","HECGGPDK_00235","KFNBBHOJ_00500"
"group_5465","","hypothetical protein",581,581,1,1,4247,NA,NA,"",995,995,995,"KMJDPIGG_04428","EGKOAKEK_01847","EFNNPMIA_00719","EMDCPPMA_03539","MLOHFGPA_00305","LGNMAAMO_02377","NAFOOFAA_03821","JKFJINKE_01481","NNGIMOCL_03615","OAJCOHFM_01464","FCBEKDAD_02115","ABGDGJIO_00719","NNFNPJIH_04174","HECGGPDK_03322","KFNBBHOJ_01850"
"group_5466","","hypothetical protein",581,581,1,1,3062,NA,NA,"",431,431,431,"KMJDPIGG_01464","EGKOAKEK_00791","EFNNPMIA_00047","EMDCPPMA_00792","MLOHFGPA_02978","LGNMAAMO_01518","NAFOOFAA_01762","JKFJINKE_03476","NNGIMOCL_00047","OAJCOHFM_01367","FCBEKDAD_03493","ABGDGJIO_00622","NNFNPJIH_02665","HECGGPDK_01355","KFNBBHOJ_01367"
"csgG","","Curli production assembly/transport component CsgG",581,581,1,1,5523,NA,NA,"",833,833,833,"KMJDPIGG_00738","EGKOAKEK_00739","EFNNPMIA_03391","EMDCPPMA_04573","MLOHFGPA_01065","LGNMAAMO_01397","NAFOOFAA_04570","JKFJINKE_04505","NNGIMOCL_01329","OAJCOHFM_00739","FCBEKDAD_01263","ABGDGJIO_03468","NNFNPJIH_03620","HECGGPDK_04654","KFNBBHOJ_00737"
"fliY","","L-cystine-binding protein FliY",581,581,1,1,4642,NA,NA,"",800,800,800,"KMJDPIGG_03977","EGKOAKEK_01491","EFNNPMIA_01075","EMDCPPMA_02765","MLOHFGPA_02056","LGNMAAMO_01246","NAFOOFAA_02231","JKFJINKE_02897","NNGIMOCL_01894","OAJCOHFM_01820","FCBEKDAD_01585","ABGDGJIO_01077","NNFNPJIH_03573","HECGGPDK_02292","KFNBBHOJ_01492"
"qorB","","Quinone oxidoreductase 2",581,581,1,1,6051,NA,NA,"",848,848,848,"KMJDPIGG_02325","EGKOAKEK_02094","EFNNPMIA_01349","EMDCPPMA_02276","MLOHFGPA_02583","LGNMAAMO_02724","NAFOOFAA_01945","JKFJINKE_00903","NNGIMOCL_02494","OAJCOHFM_02978","FCBEKDAD_00871","ABGDGJIO_01403","NNFNPJIH_01971","HECGGPDK_01599","KFNBBHOJ_02148"
"map","","Methionine aminopeptidase",581,581,1,1,2374,NA,NA,"",794,794,794,"KMJDPIGG_03737","EGKOAKEK_03702","EFNNPMIA_03702","EMDCPPMA_03693","MLOHFGPA_00508","LGNMAAMO_02867","NAFOOFAA_03457","JKFJINKE_02017","NNGIMOCL_04351","OAJCOHFM_03897","FCBEKDAD_02367","ABGDGJIO_04453","NNFNPJIH_02847","HECGGPDK_04294","KFNBBHOJ_03826"
"rsxG","","Ion-translocating oxidoreductase complex subunit G",581,581,1,1,5181,NA,NA,"",620,620,620,"KMJDPIGG_00413","EGKOAKEK_00414","EFNNPMIA_03065","EMDCPPMA_00007","MLOHFGPA_02393","LGNMAAMO_01039","NAFOOFAA_00642","JKFJINKE_02695","NNGIMOCL_01004","OAJCOHFM_00414","FCBEKDAD_03639","ABGDGJIO_03143","NNFNPJIH_00223","HECGGPDK_00322","KFNBBHOJ_00413"
"clcA","","H(+)/Cl(-) exchange transporter ClcA",581,581,1,1,2388,NA,NA,"",1421,1421,1421,"KMJDPIGG_03751","EGKOAKEK_03716","EFNNPMIA_03716","EMDCPPMA_03707","MLOHFGPA_00522","LGNMAAMO_02881","NAFOOFAA_03471","JKFJINKE_02003","NNGIMOCL_04365","OAJCOHFM_03883","FCBEKDAD_02353","ABGDGJIO_04439","NNFNPJIH_02833","HECGGPDK_04308","KFNBBHOJ_03812"
"group_5473","","hypothetical protein",581,581,1,1,2978,NA,NA,"",1046,1046,1046,"KMJDPIGG_01266","EGKOAKEK_00989","EFNNPMIA_00245","EMDCPPMA_00594","MLOHFGPA_03317","LGNMAAMO_02494","NAFOOFAA_02830","JKFJINKE_00210","NNGIMOCL_00245","OAJCOHFM_01169","FCBEKDAD_00778","ABGDGJIO_00424","NNFNPJIH_02467","HECGGPDK_01158","KFNBBHOJ_01169"
"nudF","","ADP-ribose pyrophosphatase",581,581,1,1,2712,NA,NA,"",632,632,632,"KMJDPIGG_01006","EGKOAKEK_01249","EFNNPMIA_00505","EMDCPPMA_04302","MLOHFGPA_01441","LGNMAAMO_01789","NAFOOFAA_03987","JKFJINKE_01988","NNGIMOCL_00505","OAJCOHFM_00908","FCBEKDAD_00391","ABGDGJIO_00164","NNFNPJIH_01158","HECGGPDK_00898","KFNBBHOJ_00909"
"group_5475","","hypothetical protein",581,581,1,1,6042,NA,NA,"",635,635,635,"KMJDPIGG_02332","EGKOAKEK_02087","EFNNPMIA_01342","EMDCPPMA_02283","MLOHFGPA_02576","LGNMAAMO_02717","NAFOOFAA_01952","JKFJINKE_00910","NNGIMOCL_02501","OAJCOHFM_02985","FCBEKDAD_00864","ABGDGJIO_01410","NNFNPJIH_01978","HECGGPDK_01592","KFNBBHOJ_02155"
"group_5476","","hypothetical protein",581,581,1,1,4242,NA,NA,"",758,758,758,"KMJDPIGG_04423","EGKOAKEK_01852","EFNNPMIA_00714","EMDCPPMA_03544","MLOHFGPA_00300","LGNMAAMO_02382","NAFOOFAA_03826","JKFJINKE_01486","NNGIMOCL_03610","OAJCOHFM_01459","FCBEKDAD_02120","ABGDGJIO_00714","NNFNPJIH_04169","HECGGPDK_03327","KFNBBHOJ_01855"
"patA","","Putrescine aminotransferase",581,581,1,1,2680,NA,NA,"",1379,1379,1379,"KMJDPIGG_00973","EGKOAKEK_01282","EFNNPMIA_00538","EMDCPPMA_01931","MLOHFGPA_01408","LGNMAAMO_00658","NAFOOFAA_01715","JKFJINKE_02481","NNGIMOCL_00538","OAJCOHFM_00875","FCBEKDAD_00358","ABGDGJIO_00131","NNFNPJIH_01125","HECGGPDK_00865","KFNBBHOJ_00876"
"group_5478","","hypothetical protein",581,581,1,1,6117,NA,NA,"",500,500,500,"KMJDPIGG_02259","EGKOAKEK_02160","EFNNPMIA_01415","EMDCPPMA_02210","MLOHFGPA_02649","LGNMAAMO_04206","NAFOOFAA_04432","JKFJINKE_02277","NNGIMOCL_04608","OAJCOHFM_04576","FCBEKDAD_04232","ABGDGJIO_01337","NNFNPJIH_01905","HECGGPDK_01665","KFNBBHOJ_02082"
"kdsD","","Arabinose 5-phosphate isomerase KdsD",581,581,1,1,2582,NA,NA,"",986,986,986,"KMJDPIGG_00880","EGKOAKEK_01375","EFNNPMIA_00631","EMDCPPMA_02024","MLOHFGPA_01315","LGNMAAMO_00751","NAFOOFAA_01622","JKFJINKE_00661","NNGIMOCL_00631","OAJCOHFM_00782","FCBEKDAD_01729","ABGDGJIO_00038","NNFNPJIH_01032","HECGGPDK_00772","KFNBBHOJ_00783"
"sapF","","Peptide transport system ATP-binding protein SapF",581,581,1,1,4907,NA,NA,"",806,806,806,"KMJDPIGG_00177","EGKOAKEK_00178","EFNNPMIA_01826","EMDCPPMA_01610","MLOHFGPA_00998","LGNMAAMO_03787","NAFOOFAA_01065","JKFJINKE_01296","NNGIMOCL_02219","OAJCOHFM_00178","FCBEKDAD_04036","ABGDGJIO_02241","NNFNPJIH_00459","HECGGPDK_00559","KFNBBHOJ_00177"
"gnsA","","Protein GnsA",581,581,1,1,4787,NA,NA,"",173,173,173,"KMJDPIGG_00063","EGKOAKEK_00064","EFNNPMIA_01940","EMDCPPMA_02999","MLOHFGPA_02163","LGNMAAMO_03389","NAFOOFAA_00950","JKFJINKE_01626","NNGIMOCL_03503","OAJCOHFM_00064","FCBEKDAD_02710","ABGDGJIO_02355","NNFNPJIH_00573","HECGGPDK_00673","KFNBBHOJ_00063"
"fumC","","Fumarate hydratase class II",581,581,1,1,5166,NA,NA,"",1403,1403,1403,"KMJDPIGG_00400","EGKOAKEK_00401","EFNNPMIA_01603","EMDCPPMA_02851","MLOHFGPA_02380","LGNMAAMO_04425","NAFOOFAA_01136","JKFJINKE_02708","NNGIMOCL_02442","OAJCOHFM_00401","FCBEKDAD_01854","ABGDGJIO_02018","NNFNPJIH_00236","HECGGPDK_00335","KFNBBHOJ_00400"
"mutH","","DNA mismatch repair protein MutH",581,581,1,1,2902,NA,NA,"",695,695,695,"KMJDPIGG_01189","EGKOAKEK_01066","EFNNPMIA_00322","EMDCPPMA_03434","MLOHFGPA_03132","LGNMAAMO_01915","NAFOOFAA_02622","JKFJINKE_00833","NNGIMOCL_00322","OAJCOHFM_01091","FCBEKDAD_01912","ABGDGJIO_00347","NNFNPJIH_03779","HECGGPDK_01081","KFNBBHOJ_01092"
"yjbR","","putative protein YjbR",581,581,1,1,2057,NA,NA,"",356,356,356,"KMJDPIGG_02471","EGKOAKEK_01948","EFNNPMIA_01203","EMDCPPMA_03332","MLOHFGPA_03075","LGNMAAMO_02958","NAFOOFAA_03373","JKFJINKE_03386","NNGIMOCL_02640","OAJCOHFM_03124","FCBEKDAD_03406","ABGDGJIO_01549","NNFNPJIH_02116","HECGGPDK_01452","KFNBBHOJ_02293"
"lexA","","LexA repressor",581,581,1,1,2042,NA,NA,"",608,608,608,"KMJDPIGG_02485","EGKOAKEK_01934","EFNNPMIA_01190","EMDCPPMA_03346","MLOHFGPA_03061","LGNMAAMO_02972","NAFOOFAA_03387","JKFJINKE_03372","NNGIMOCL_02653","OAJCOHFM_03137","FCBEKDAD_03419","ABGDGJIO_01562","NNFNPJIH_02130","HECGGPDK_01438","KFNBBHOJ_02307"
"ydiB","","Quinate/shikimate dehydrogenase",581,581,1,1,5283,NA,NA,"",866,866,866,"KMJDPIGG_00511","EGKOAKEK_00512","EFNNPMIA_03163","EMDCPPMA_00105","MLOHFGPA_03365","LGNMAAMO_01137","NAFOOFAA_00544","JKFJINKE_01872","NNGIMOCL_01102","OAJCOHFM_00512","FCBEKDAD_00268","ABGDGJIO_03241","NNFNPJIH_00125","HECGGPDK_00224","KFNBBHOJ_00511"
"group_5487","","hypothetical protein",581,581,1,1,4043,NA,NA,"",1043,1043,1043,"KMJDPIGG_03018","EGKOAKEK_02839","EFNNPMIA_02597","EMDCPPMA_01046","MLOHFGPA_03720","LGNMAAMO_00603","NAFOOFAA_00844","JKFJINKE_00772","NNGIMOCL_02143","OAJCOHFM_02394","FCBEKDAD_01059","ABGDGJIO_02645","NNFNPJIH_01445","HECGGPDK_02633","KFNBBHOJ_02987"
"group_5488","","hypothetical protein",581,581,1,1,4311,NA,NA,"",290,290,290,"KMJDPIGG_03512","EGKOAKEK_01788","EFNNPMIA_00778","EMDCPPMA_02704","MLOHFGPA_00364","LGNMAAMO_01654","NAFOOFAA_02956","JKFJINKE_03818","NNGIMOCL_03674","OAJCOHFM_01523","FCBEKDAD_00945","ABGDGJIO_00778","NNFNPJIH_01637","HECGGPDK_03262","KFNBBHOJ_01791"
