"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14272156","SRR14272154","SRR28323368","NDSU24","SRR19513358","SRR10037239","SRR28323382","SRR7041622","SRR27779120","SRR16506855","NDSU8","SRR5666360","SRR25926991","SRR4292607","SRR5905016"
"group_4963","","hypothetical protein",581,581,1,1,3644,NA,NA,"",332,332,332,"HKKILDPC_04510","HAANCNKA_00421","FCMCIBEK_04493","DFEIMHLH_04579","NAFJMCME_04490","OOMIMPCI_04588","KOLBENFC_04494","KJAFDFOC_04140","BONMFOJB_04576","MMJAGEHG_04494","CDDPGOFG_04202","KHAGAGIB_00458","MAFDEBPG_02489","MKNEJKNF_01609","BIBHBEME_03651"
"truA","","tRNA pseudouridine synthase A",581,581,1,1,3926,NA,NA,"",812,812,812,"HKKILDPC_02531","HAANCNKA_02722","FCMCIBEK_02780","DFEIMHLH_03131","NAFJMCME_02209","OOMIMPCI_02873","KOLBENFC_02951","KJAFDFOC_02206","BONMFOJB_02822","MMJAGEHG_02616","CDDPGOFG_00246","KHAGAGIB_02086","MAFDEBPG_00918","MKNEJKNF_01950","BIBHBEME_02735"
"group_4965","","hypothetical protein",581,581,1,1,3130,NA,NA,"",179,179,179,"HKKILDPC_00561","HAANCNKA_01058","FCMCIBEK_01305","DFEIMHLH_01403","NAFJMCME_02686","OOMIMPCI_00853","KOLBENFC_01301","KJAFDFOC_03992","BONMFOJB_00851","MMJAGEHG_00561","CDDPGOFG_02880","KHAGAGIB_02844","MAFDEBPG_01775","MKNEJKNF_00240","BIBHBEME_03495"
"artI","","Putative ABC transporter arginine-binding protein 2",581,581,1,1,4329,NA,NA,"",731,731,731,"HKKILDPC_00794","HAANCNKA_00825","FCMCIBEK_01731","DFEIMHLH_03324","NAFJMCME_00875","OOMIMPCI_01774","KOLBENFC_01534","KJAFDFOC_00871","BONMFOJB_01771","MMJAGEHG_00794","CDDPGOFG_02763","KHAGAGIB_00055","MAFDEBPG_04365","MKNEJKNF_02249","BIBHBEME_02064"
"ascG","","HTH-type transcriptional regulator AscG",581,581,1,1,2895,NA,NA,"",1019,1019,1019,"HKKILDPC_00340","HAANCNKA_01279","FCMCIBEK_01084","DFEIMHLH_01182","NAFJMCME_02467","OOMIMPCI_01074","KOLBENFC_01080","KJAFDFOC_02502","BONMFOJB_01072","MMJAGEHG_00340","CDDPGOFG_02100","KHAGAGIB_00978","MAFDEBPG_02605","MKNEJKNF_00019","BIBHBEME_01491"
"bamC","","Outer membrane protein assembly factor BamC",581,581,1,1,4175,NA,NA,"",1034,1034,1034,"HKKILDPC_02659","HAANCNKA_02594","FCMCIBEK_02908","DFEIMHLH_03003","NAFJMCME_02337","OOMIMPCI_03001","KOLBENFC_02823","KJAFDFOC_01416","BONMFOJB_02950","MMJAGEHG_02488","CDDPGOFG_00118","KHAGAGIB_01957","MAFDEBPG_00790","MKNEJKNF_01158","BIBHBEME_00728"
"mglB_1","","D-galactose-binding periplasmic protein",581,581,1,1,5916,NA,NA,"",782,782,782,"HKKILDPC_03696","HAANCNKA_03434","FCMCIBEK_03611","DFEIMHLH_04797","NAFJMCME_03376","OOMIMPCI_03496","KOLBENFC_03647","KJAFDFOC_00982","BONMFOJB_03584","MMJAGEHG_03621","CDDPGOFG_01558","KHAGAGIB_03454","MAFDEBPG_03234","MKNEJKNF_03563","BIBHBEME_02299"
"dnaA","","Chromosomal replication initiator protein DnaA",581,581,1,1,1409,NA,NA,"",1400,1400,1400,"HKKILDPC_04382","HAANCNKA_04290","FCMCIBEK_04301","DFEIMHLH_04341","NAFJMCME_04304","OOMIMPCI_04423","KOLBENFC_04333","KJAFDFOC_03184","BONMFOJB_04270","MMJAGEHG_04432","CDDPGOFG_03629","KHAGAGIB_03998","MAFDEBPG_03436","MKNEJKNF_03343","BIBHBEME_02225"
"gatZ","","D-tagatose-1,6-bisphosphate aldolase subunit GatZ",581,581,1,1,2643,NA,NA,"",1271,1271,1271,"HKKILDPC_00097","HAANCNKA_01522","FCMCIBEK_00841","DFEIMHLH_00939","NAFJMCME_03026","OOMIMPCI_01317","KOLBENFC_00837","KJAFDFOC_01289","BONMFOJB_01315","MMJAGEHG_00097","CDDPGOFG_02814","KHAGAGIB_01222","MAFDEBPG_00448","MKNEJKNF_02414","BIBHBEME_01278"
"cspJ","","Cold shock-like protein CspJ",581,581,1,1,4597,NA,NA,"",212,212,212,"HKKILDPC_01034","HAANCNKA_00584","FCMCIBEK_01491","DFEIMHLH_03717","NAFJMCME_01115","OOMIMPCI_01533","KOLBENFC_01774","KJAFDFOC_02039","BONMFOJB_01531","MMJAGEHG_01034","CDDPGOFG_01948","KHAGAGIB_00295","MAFDEBPG_04278","MKNEJKNF_02454","BIBHBEME_03907"
"flgA","","Flagella basal body P-ring formation protein FlgA",581,581,1,1,5486,NA,NA,"",659,659,659,"HKKILDPC_03404","HAANCNKA_02883","FCMCIBEK_00705","DFEIMHLH_00140","NAFJMCME_00047","OOMIMPCI_00043","KOLBENFC_00040","KJAFDFOC_02329","BONMFOJB_00703","MMJAGEHG_03100","CDDPGOFG_01102","KHAGAGIB_02667","MAFDEBPG_00986","MKNEJKNF_00998","BIBHBEME_01405"
"ybiR","","Inner membrane protein YbiR",581,581,1,1,4265,NA,NA,"",1112,1112,1112,"HKKILDPC_00737","HAANCNKA_00882","FCMCIBEK_01788","DFEIMHLH_03381","NAFJMCME_00818","OOMIMPCI_01831","KOLBENFC_01477","KJAFDFOC_00928","BONMFOJB_01828","MMJAGEHG_00737","CDDPGOFG_02623","KHAGAGIB_04423","MAFDEBPG_03576","MKNEJKNF_03458","BIBHBEME_02410"
"group_4975","","hypothetical protein",581,581,1,1,4239,NA,NA,"",392,392,392,"HKKILDPC_00711","HAANCNKA_00908","FCMCIBEK_01814","DFEIMHLH_03407","NAFJMCME_00792","OOMIMPCI_01857","KOLBENFC_01451","KJAFDFOC_03579","BONMFOJB_01854","MMJAGEHG_00711","CDDPGOFG_02649","KHAGAGIB_04449","MAFDEBPG_03602","MKNEJKNF_03432","BIBHBEME_02436"
"group_4976","","hypothetical protein",581,581,1,1,294,NA,NA,"",206,206,206,"HKKILDPC_04088","HAANCNKA_03766","FCMCIBEK_04007","DFEIMHLH_01555","NAFJMCME_03815","OOMIMPCI_03995","KOLBENFC_03932","KJAFDFOC_03985","BONMFOJB_03976","MMJAGEHG_04016","CDDPGOFG_01159","KHAGAGIB_04221","MAFDEBPG_04055","MKNEJKNF_04246","BIBHBEME_04219"
"ung","","Uracil-DNA glycosylase",581,581,1,1,4061,NA,NA,"",689,689,689,"HKKILDPC_02769","HAANCNKA_02485","FCMCIBEK_03018","DFEIMHLH_02894","NAFJMCME_02447","OOMIMPCI_03110","KOLBENFC_02714","KJAFDFOC_02475","BONMFOJB_03060","MMJAGEHG_02379","CDDPGOFG_00009","KHAGAGIB_03773","MAFDEBPG_00681","MKNEJKNF_01049","BIBHBEME_03185"
"ydjA","","Putative NAD(P)H nitroreductase YdjA",581,581,1,1,5352,NA,NA,"",551,551,551,"HKKILDPC_03274","HAANCNKA_03013","FCMCIBEK_00575","DFEIMHLH_00270","NAFJMCME_00177","OOMIMPCI_00173","KOLBENFC_00169","KJAFDFOC_01936","BONMFOJB_00574","MMJAGEHG_03230","CDDPGOFG_00972","KHAGAGIB_02537","MAFDEBPG_01116","MKNEJKNF_00868","BIBHBEME_00572"
"group_4979","","hypothetical protein",581,581,1,1,3647,NA,NA,"",398,398,398,"HKKILDPC_04507","HAANCNKA_00424","FCMCIBEK_04496","DFEIMHLH_04582","NAFJMCME_04493","OOMIMPCI_04591","KOLBENFC_04497","KJAFDFOC_04143","BONMFOJB_04573","MMJAGEHG_04491","CDDPGOFG_04205","KHAGAGIB_00455","MAFDEBPG_02492","MKNEJKNF_01612","BIBHBEME_03654"
"yibL","","putative protein YibL",581,581,1,1,1864,NA,NA,"",362,362,362,"HKKILDPC_01891","HAANCNKA_02184","FCMCIBEK_02546","DFEIMHLH_02764","NAFJMCME_01975","OOMIMPCI_02467","KOLBENFC_02584","KJAFDFOC_00293","BONMFOJB_02464","MMJAGEHG_02125","CDDPGOFG_03081","KHAGAGIB_00611","MAFDEBPG_03299","MKNEJKNF_00397","BIBHBEME_00222"
"group_4981","","hypothetical protein",581,581,1,1,2177,NA,NA,"",431,431,431,"HKKILDPC_04163","HAANCNKA_03942","FCMCIBEK_04164","DFEIMHLH_04031","NAFJMCME_03972","OOMIMPCI_04177","KOLBENFC_04114","KJAFDFOC_02619","BONMFOJB_04051","MMJAGEHG_04173","CDDPGOFG_02220","KHAGAGIB_03202","MAFDEBPG_02792","MKNEJKNF_04115","BIBHBEME_00439"
"yjhB_2","","Putative metabolite transport protein YjhB",581,581,1,1,770,NA,NA,"",1253,1253,1253,"HKKILDPC_03001","HAANCNKA_03581","FCMCIBEK_03250","DFEIMHLH_01969","NAFJMCME_03562","OOMIMPCI_03225","KOLBENFC_03170","KJAFDFOC_02850","BONMFOJB_03297","MMJAGEHG_02954","CDDPGOFG_00670","KHAGAGIB_01743","MAFDEBPG_00106","MKNEJKNF_01395","BIBHBEME_02161"
"galT","","Galactose-1-phosphate uridylyltransferase",581,581,1,1,4202,NA,NA,"",1046,1046,1046,"HKKILDPC_00676","HAANCNKA_00943","FCMCIBEK_01849","DFEIMHLH_03442","NAFJMCME_00757","OOMIMPCI_01892","KOLBENFC_01416","KJAFDFOC_03544","BONMFOJB_01889","MMJAGEHG_00676","CDDPGOFG_02684","KHAGAGIB_04583","MAFDEBPG_03637","MKNEJKNF_03397","BIBHBEME_02471"
"group_4984","","hypothetical protein",581,581,1,1,5446,NA,NA,"",542,542,542,"HKKILDPC_03366","HAANCNKA_02921","FCMCIBEK_00667","DFEIMHLH_00178","NAFJMCME_00085","OOMIMPCI_00081","KOLBENFC_00078","KJAFDFOC_02367","BONMFOJB_00665","MMJAGEHG_03138","CDDPGOFG_01064","KHAGAGIB_02629","MAFDEBPG_01024","MKNEJKNF_00960","BIBHBEME_01443"
"fbp","","Fructose-1,6-bisphosphatase class 1",581,581,1,1,6065,NA,NA,"",998,998,998,"HKKILDPC_01364","HAANCNKA_01829","FCMCIBEK_02068","DFEIMHLH_02285","NAFJMCME_01473","OOMIMPCI_02134","KOLBENFC_02127","KJAFDFOC_03040","BONMFOJB_02108","MMJAGEHG_01363","CDDPGOFG_02332","KHAGAGIB_02409","MAFDEBPG_02175","MKNEJKNF_01825","BIBHBEME_04070"
"group_4986","","hypothetical protein",581,581,1,1,1737,NA,NA,"",371,371,371,"HKKILDPC_01771","HAANCNKA_02303","FCMCIBEK_02428","DFEIMHLH_02645","NAFJMCME_01856","OOMIMPCI_02586","KOLBENFC_02465","KJAFDFOC_00174","BONMFOJB_02583","MMJAGEHG_02244","CDDPGOFG_02595","KHAGAGIB_00730","MAFDEBPG_01281","MKNEJKNF_00516","BIBHBEME_00340"
"group_4987","","hypothetical protein",581,581,1,1,3030,NA,NA,"",290,290,290,"HKKILDPC_00645","HAANCNKA_00974","FCMCIBEK_04462","DFEIMHLH_01487","NAFJMCME_02771","OOMIMPCI_00769","KOLBENFC_01386","KJAFDFOC_04428","BONMFOJB_00767","MMJAGEHG_00645","CDDPGOFG_03210","KHAGAGIB_02928","MAFDEBPG_04478","MKNEJKNF_00324","BIBHBEME_03320"
"dnaC_2","","DNA replication protein DnaC",581,581,1,1,6198,NA,NA,"",737,737,737,"HKKILDPC_01488","HAANCNKA_01953","FCMCIBEK_02192","DFEIMHLH_02409","NAFJMCME_01344","OOMIMPCI_02009","KOLBENFC_02003","KJAFDFOC_01770","BONMFOJB_02233","MMJAGEHG_01487","CDDPGOFG_04097","KHAGAGIB_03754","MAFDEBPG_02862","MKNEJKNF_02870","BIBHBEME_01860"
"galF","","UTP--glucose-1-phosphate uridylyltransferase",581,581,1,1,5767,NA,NA,"",893,893,893,"HKKILDPC_03600","HAANCNKA_03338","FCMCIBEK_03515","DFEIMHLH_03914","NAFJMCME_03280","OOMIMPCI_03592","KOLBENFC_03551","KJAFDFOC_01078","BONMFOJB_03488","MMJAGEHG_03525","CDDPGOFG_01462","KHAGAGIB_04512","MAFDEBPG_03357","MKNEJKNF_02965","BIBHBEME_03042"
"gatC_2","","PTS system galactitol-specific EIIC component",581,581,1,1,2640,NA,NA,"",284,1373,1370,"HKKILDPC_00094","HAANCNKA_01525","FCMCIBEK_00838","DFEIMHLH_00936","NAFJMCME_03029","OOMIMPCI_01320","KOLBENFC_00834","KJAFDFOC_01292","BONMFOJB_01318","MMJAGEHG_00094","CDDPGOFG_02811","KHAGAGIB_01225","MAFDEBPG_00445","MKNEJKNF_02411","BIBHBEME_01281"
"group_4990","","hypothetical protein",581,581,1,1,5508,NA,NA,"",374,374,374,"HKKILDPC_03424","HAANCNKA_02863","FCMCIBEK_00725","DFEIMHLH_00120","NAFJMCME_00027","OOMIMPCI_00023","KOLBENFC_00020","KJAFDFOC_02309","BONMFOJB_00724","MMJAGEHG_03080","CDDPGOFG_04401","KHAGAGIB_02687","MAFDEBPG_00966","MKNEJKNF_01018","BIBHBEME_01385"
"group_4991","","hypothetical protein",581,581,1,1,5260,NA,NA,"",737,737,737,"HKKILDPC_03190","HAANCNKA_03097","FCMCIBEK_00491","DFEIMHLH_00354","NAFJMCME_00261","OOMIMPCI_00257","KOLBENFC_00253","KJAFDFOC_02021","BONMFOJB_00490","MMJAGEHG_03314","CDDPGOFG_00888","KHAGAGIB_02453","MAFDEBPG_01199","MKNEJKNF_00784","BIBHBEME_00656"
"astD","","N-succinylglutamate 5-semialdehyde dehydrogenase",581,581,1,1,5342,NA,NA,"",1478,1478,1478,"HKKILDPC_03265","HAANCNKA_03022","FCMCIBEK_00566","DFEIMHLH_00279","NAFJMCME_00186","OOMIMPCI_00182","KOLBENFC_00178","KJAFDFOC_01945","BONMFOJB_00565","MMJAGEHG_03239","CDDPGOFG_00963","KHAGAGIB_02528","MAFDEBPG_01125","MKNEJKNF_00859","BIBHBEME_00581"
"nfi","","Endonuclease V",581,581,1,1,1529,NA,NA,"",671,671,671,"HKKILDPC_04532","HAANCNKA_04513","FCMCIBEK_04586","DFEIMHLH_04626","NAFJMCME_04557","OOMIMPCI_04655","KOLBENFC_04553","KJAFDFOC_04535","BONMFOJB_04598","MMJAGEHG_04609","CDDPGOFG_04487","KHAGAGIB_04473","MAFDEBPG_04328","MKNEJKNF_04518","BIBHBEME_04505"
"group_4994","","hypothetical protein",581,581,1,1,4499,NA,NA,"",548,548,548,"HKKILDPC_00947","HAANCNKA_00671","FCMCIBEK_01578","DFEIMHLH_04245","NAFJMCME_01028","OOMIMPCI_01620","KOLBENFC_01687","KJAFDFOC_00718","BONMFOJB_01618","MMJAGEHG_00947","CDDPGOFG_03398","KHAGAGIB_00208","MAFDEBPG_02087","MKNEJKNF_02542","BIBHBEME_03270"
"group_4995","","hypothetical protein",581,581,1,1,6019,NA,NA,"",659,659,659,"HKKILDPC_01321","HAANCNKA_01786","FCMCIBEK_02024","DFEIMHLH_02242","NAFJMCME_01516","OOMIMPCI_02177","KOLBENFC_02170","KJAFDFOC_03083","BONMFOJB_02065","MMJAGEHG_01320","CDDPGOFG_02375","KHAGAGIB_02366","MAFDEBPG_02218","MKNEJKNF_01868","BIBHBEME_01597"
"group_4996","","hypothetical protein",581,581,1,1,2200,NA,NA,"",428,428,428,"HKKILDPC_04184","HAANCNKA_03963","FCMCIBEK_04143","DFEIMHLH_04052","NAFJMCME_03951","OOMIMPCI_04198","KOLBENFC_04135","KJAFDFOC_02598","BONMFOJB_04072","MMJAGEHG_04152","CDDPGOFG_02241","KHAGAGIB_03181","MAFDEBPG_02813","MKNEJKNF_02692","BIBHBEME_00460"
"araE","","Arabinose-proton symporter",581,581,1,1,2891,NA,NA,"",1418,1418,1418,"HKKILDPC_00336","HAANCNKA_01283","FCMCIBEK_01080","DFEIMHLH_01178","NAFJMCME_02463","OOMIMPCI_01078","KOLBENFC_01076","KJAFDFOC_02498","BONMFOJB_01076","MMJAGEHG_00336","CDDPGOFG_02104","KHAGAGIB_00982","MAFDEBPG_02601","MKNEJKNF_00015","BIBHBEME_01487"
"higA","","Antitoxin HigA",581,581,1,1,2244,NA,NA,"",446,446,446,"HKKILDPC_04239","HAANCNKA_04018","FCMCIBEK_04088","DFEIMHLH_04107","NAFJMCME_03896","OOMIMPCI_04253","KOLBENFC_04190","KJAFDFOC_03693","BONMFOJB_04127","MMJAGEHG_04097","CDDPGOFG_03998","KHAGAGIB_03126","MAFDEBPG_03773","MKNEJKNF_02747","BIBHBEME_00515"
"cydX","","Cytochrome bd-I ubiquinol oxidase subunit X",581,581,1,1,273,NA,NA,"",113,113,113,"HKKILDPC_04109","HAANCNKA_03745","FCMCIBEK_04028","DFEIMHLH_01534","NAFJMCME_03836","OOMIMPCI_03974","KOLBENFC_03911","KJAFDFOC_03964","BONMFOJB_03997","MMJAGEHG_04037","CDDPGOFG_01138","KHAGAGIB_04242","MAFDEBPG_04076","MKNEJKNF_04481","BIBHBEME_04425"
"yjjP","","Inner membrane protein YjjP",581,581,1,1,6201,NA,NA,"",944,944,944,"HKKILDPC_01491","HAANCNKA_01956","FCMCIBEK_02195","DFEIMHLH_02412","NAFJMCME_01341","OOMIMPCI_02006","KOLBENFC_02000","KJAFDFOC_01767","BONMFOJB_02236","MMJAGEHG_01490","CDDPGOFG_04100","KHAGAGIB_03751","MAFDEBPG_02865","MKNEJKNF_02867","BIBHBEME_01863"
"murJ","","putative lipid II flippase MurJ",581,581,1,1,5489,NA,NA,"",1574,1574,1574,"HKKILDPC_03407","HAANCNKA_02880","FCMCIBEK_00708","DFEIMHLH_00137","NAFJMCME_00044","OOMIMPCI_00040","KOLBENFC_00037","KJAFDFOC_02326","BONMFOJB_00706","MMJAGEHG_03097","CDDPGOFG_01105","KHAGAGIB_02670","MAFDEBPG_00983","MKNEJKNF_01001","BIBHBEME_01402"
"ynhG","","putative L,D-transpeptidase YnhG",581,581,1,1,5267,NA,NA,"",1001,1001,1001,"HKKILDPC_03196","HAANCNKA_03091","FCMCIBEK_00497","DFEIMHLH_00348","NAFJMCME_00255","OOMIMPCI_00251","KOLBENFC_00247","KJAFDFOC_02015","BONMFOJB_00496","MMJAGEHG_03308","CDDPGOFG_00894","KHAGAGIB_02459","MAFDEBPG_01193","MKNEJKNF_00790","BIBHBEME_00650"
"xapB","","Xanthosine permease",581,581,1,1,3989,NA,NA,"",1256,1256,1256,"HKKILDPC_02593","HAANCNKA_02660","FCMCIBEK_02842","DFEIMHLH_03069","NAFJMCME_02271","OOMIMPCI_02935","KOLBENFC_02889","KJAFDFOC_01482","BONMFOJB_02884","MMJAGEHG_02554","CDDPGOFG_00184","KHAGAGIB_02023","MAFDEBPG_00856","MKNEJKNF_01224","BIBHBEME_00794"
"tsgA","","Protein TsgA",581,581,1,1,1632,NA,NA,"",1181,1181,1181,"HKKILDPC_01671","HAANCNKA_02403","FCMCIBEK_02328","DFEIMHLH_02545","NAFJMCME_01756","OOMIMPCI_02686","KOLBENFC_02365","KJAFDFOC_00074","BONMFOJB_02683","MMJAGEHG_02344","CDDPGOFG_03583","KHAGAGIB_00830","MAFDEBPG_01381","MKNEJKNF_00616","BIBHBEME_01768"
"thyA","","Thymidylate synthase",581,581,1,1,2906,NA,NA,"",794,794,794,"HKKILDPC_00351","HAANCNKA_01268","FCMCIBEK_01095","DFEIMHLH_01193","NAFJMCME_02478","OOMIMPCI_01063","KOLBENFC_01091","KJAFDFOC_02513","BONMFOJB_01061","MMJAGEHG_00351","CDDPGOFG_02089","KHAGAGIB_00967","MAFDEBPG_02616","MKNEJKNF_00030","BIBHBEME_01502"
"truB","","tRNA pseudouridine synthase B",581,581,1,1,2615,NA,NA,"",944,944,944,"HKKILDPC_00070","HAANCNKA_01549","FCMCIBEK_00814","DFEIMHLH_00912","NAFJMCME_03053","OOMIMPCI_01344","KOLBENFC_00810","KJAFDFOC_01316","BONMFOJB_01342","MMJAGEHG_00070","CDDPGOFG_02787","KHAGAGIB_01249","MAFDEBPG_00421","MKNEJKNF_02387","BIBHBEME_01305"
"nagC","","N-acetylglucosamine repressor",581,581,1,1,322,NA,NA,"",1220,1220,1220,"HKKILDPC_04061","HAANCNKA_03793","FCMCIBEK_03980","DFEIMHLH_01582","NAFJMCME_03788","OOMIMPCI_04022","KOLBENFC_03959","KJAFDFOC_01639","BONMFOJB_03949","MMJAGEHG_03989","CDDPGOFG_01186","KHAGAGIB_03254","MAFDEBPG_01878","MKNEJKNF_03054","BIBHBEME_00847"
"fliA","","RNA polymerase sigma factor FliA",581,581,1,1,4640,NA,NA,"",719,719,719,"HKKILDPC_01073","HAANCNKA_00545","FCMCIBEK_01452","DFEIMHLH_03756","NAFJMCME_01154","OOMIMPCI_01494","KOLBENFC_01813","KJAFDFOC_02078","BONMFOJB_01492","MMJAGEHG_01073","CDDPGOFG_01987","KHAGAGIB_00334","MAFDEBPG_03970","MKNEJKNF_01732","BIBHBEME_01988"
"iscX","","Protein IscX",581,581,1,1,4118,NA,NA,"",200,200,200,"HKKILDPC_02713","HAANCNKA_02541","FCMCIBEK_02962","DFEIMHLH_02950","NAFJMCME_02391","OOMIMPCI_03054","KOLBENFC_02770","KJAFDFOC_02419","BONMFOJB_03004","MMJAGEHG_02435","CDDPGOFG_00065","KHAGAGIB_03829","MAFDEBPG_00737","MKNEJKNF_01105","BIBHBEME_04009"
"menI","","1,4-dihydroxy-2-naphthoyl-CoA hydrolase",581,581,1,1,5277,NA,NA,"",410,410,410,"HKKILDPC_03205","HAANCNKA_03082","FCMCIBEK_00506","DFEIMHLH_00339","NAFJMCME_00246","OOMIMPCI_00242","KOLBENFC_00238","KJAFDFOC_02006","BONMFOJB_00505","MMJAGEHG_03299","CDDPGOFG_00903","KHAGAGIB_02468","MAFDEBPG_01184","MKNEJKNF_00799","BIBHBEME_00641"
"group_5011","","hypothetical protein",581,581,1,1,2227,NA,NA,"",986,986,986,"HKKILDPC_04255","HAANCNKA_04034","FCMCIBEK_04072","DFEIMHLH_04123","NAFJMCME_03880","OOMIMPCI_04269","KOLBENFC_04206","KJAFDFOC_03677","BONMFOJB_04143","MMJAGEHG_04081","CDDPGOFG_04014","KHAGAGIB_03110","MAFDEBPG_03789","MKNEJKNF_02763","BIBHBEME_00531"
"ubiC","","Chorismate pyruvate-lyase",581,581,1,1,2038,NA,NA,"",497,497,497,"HKKILDPC_01186","HAANCNKA_01651","FCMCIBEK_01889","DFEIMHLH_02107","NAFJMCME_01650","OOMIMPCI_02313","KOLBENFC_02305","KJAFDFOC_04204","BONMFOJB_01929","MMJAGEHG_01186","CDDPGOFG_03454","KHAGAGIB_02231","MAFDEBPG_04261","MKNEJKNF_04047","BIBHBEME_03819"
"group_5013","","hypothetical protein",581,581,1,1,1736,NA,NA,"",269,269,269,"HKKILDPC_01770","HAANCNKA_02304","FCMCIBEK_02427","DFEIMHLH_02644","NAFJMCME_01855","OOMIMPCI_02587","KOLBENFC_02464","KJAFDFOC_00173","BONMFOJB_02584","MMJAGEHG_02245","CDDPGOFG_02596","KHAGAGIB_00731","MAFDEBPG_01282","MKNEJKNF_00517","BIBHBEME_00341"
"mntS","","Small protein MntS",581,581,1,1,4263,NA,NA,"",128,128,128,"HKKILDPC_00735","HAANCNKA_00884","FCMCIBEK_01790","DFEIMHLH_03383","NAFJMCME_00816","OOMIMPCI_01833","KOLBENFC_01475","KJAFDFOC_00930","BONMFOJB_01830","MMJAGEHG_00735","CDDPGOFG_02625","KHAGAGIB_04425","MAFDEBPG_03578","MKNEJKNF_03456","BIBHBEME_02412"
"pyrH","","Uridylate kinase",581,581,1,1,2371,NA,NA,"",725,725,725,"HKKILDPC_03906","HAANCNKA_04085","FCMCIBEK_03825","DFEIMHLH_03480","NAFJMCME_04074","OOMIMPCI_03787","KOLBENFC_03723","KJAFDFOC_03631","BONMFOJB_03794","MMJAGEHG_03697","CDDPGOFG_01810","KHAGAGIB_04119","MAFDEBPG_03719","MKNEJKNF_03634","BIBHBEME_03109"
"rfaC","","Lipopolysaccharide heptosyltransferase 1",581,581,1,1,1889,NA,NA,"",953,953,953,"HKKILDPC_01914","HAANCNKA_02161","FCMCIBEK_02569","DFEIMHLH_02787","NAFJMCME_01998","OOMIMPCI_02444","KOLBENFC_02607","KJAFDFOC_00316","BONMFOJB_02441","MMJAGEHG_02102","CDDPGOFG_03058","KHAGAGIB_00588","MAFDEBPG_03276","MKNEJKNF_00374","BIBHBEME_04178"
"lpxA","","Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase",581,581,1,1,2361,NA,NA,"",788,788,788,"HKKILDPC_03916","HAANCNKA_04075","FCMCIBEK_03835","DFEIMHLH_03470","NAFJMCME_04084","OOMIMPCI_03777","KOLBENFC_03713","KJAFDFOC_03621","BONMFOJB_03804","MMJAGEHG_03687","CDDPGOFG_01800","KHAGAGIB_04109","MAFDEBPG_03729","MKNEJKNF_03644","BIBHBEME_03119"
"group_5018","","hypothetical protein",581,581,1,1,6036,NA,NA,"",275,275,275,"HKKILDPC_01337","HAANCNKA_01802","FCMCIBEK_02040","DFEIMHLH_02258","NAFJMCME_01500","OOMIMPCI_02161","KOLBENFC_02154","KJAFDFOC_03067","BONMFOJB_02081","MMJAGEHG_01336","CDDPGOFG_02359","KHAGAGIB_02382","MAFDEBPG_02202","MKNEJKNF_01852","BIBHBEME_01581"
"group_5019","","hypothetical protein",581,581,1,1,5320,NA,NA,"",290,290,290,"HKKILDPC_03244","HAANCNKA_03043","FCMCIBEK_00545","DFEIMHLH_00300","NAFJMCME_00207","OOMIMPCI_00203","KOLBENFC_00199","KJAFDFOC_01966","BONMFOJB_00544","MMJAGEHG_03260","CDDPGOFG_00942","KHAGAGIB_02507","MAFDEBPG_01146","MKNEJKNF_00838","BIBHBEME_00602"
"deoA","","Thymidine phosphorylase",581,581,1,1,6220,NA,NA,"",1322,1322,1322,"HKKILDPC_01513","HAANCNKA_01978","FCMCIBEK_02217","DFEIMHLH_02434","NAFJMCME_01319","OOMIMPCI_01984","KOLBENFC_01978","KJAFDFOC_01745","BONMFOJB_02258","MMJAGEHG_01512","CDDPGOFG_03712","KHAGAGIB_03729","MAFDEBPG_02887","MKNEJKNF_02845","BIBHBEME_01885"
"group_5021","","hypothetical protein",581,581,1,1,2962,NA,NA,"",797,797,797,"HKKILDPC_00409","HAANCNKA_01210","FCMCIBEK_01153","DFEIMHLH_01251","NAFJMCME_02536","OOMIMPCI_01005","KOLBENFC_01149","KJAFDFOC_03091","BONMFOJB_01003","MMJAGEHG_00409","CDDPGOFG_02997","KHAGAGIB_00909","MAFDEBPG_03013","MKNEJKNF_00089","BIBHBEME_04550"
"norR_2","","Anaerobic nitric oxide reductase transcription regulator NorR",581,581,1,1,1685,NA,NA,"",1583,1583,1583,"HKKILDPC_01720","HAANCNKA_02354","FCMCIBEK_02377","DFEIMHLH_02594","NAFJMCME_01805","OOMIMPCI_02637","KOLBENFC_02414","KJAFDFOC_00123","BONMFOJB_02634","MMJAGEHG_02295","CDDPGOFG_03535","KHAGAGIB_00781","MAFDEBPG_01332","MKNEJKNF_00567","BIBHBEME_00391"
