"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR11068404","SRR7041896","SRR1411125","SRR14766396","SRR14272159","NDSU28","SRR9301046","SRR1556977","SRR5666360","SRR13001984","SRR14766435","SRR5928137","SRR14766343","SRR2994392","SRR18233394"
"torT","","Periplasmic protein TorT",581,581,1,1,1423,NA,NA,"",1040,1040,1040,"NHHFDHOA_03973","LNFOPOPD_04063","LNNOOKGB_04014","OHGNPAHP_04383","GLJEHEMI_04360","KBLPGKMM_03308","FIBKOHBH_03821","KLKGDDID_04256","KHAGAGIB_04012","DLEBNIDD_03457","IJNFKBKA_03538","FHJCNOBE_04165","CLBIFFHN_02116","FBFFAOJI_04196","BCOIPCNK_03869"
"group_5447","","hypothetical protein",581,581,1,1,4544,NA,NA,"",395,395,395,"NHHFDHOA_01019","LNFOPOPD_00582","LNNOOKGB_03182","OHGNPAHP_00318","GLJEHEMI_01757","KBLPGKMM_03592","FIBKOHBH_01367","KLKGDDID_02587","KHAGAGIB_00247","DLEBNIDD_03128","IJNFKBKA_01638","FHJCNOBE_00168","CLBIFFHN_03946","FBFFAOJI_02169","BCOIPCNK_02096"
"ttgI","","Toluene efflux pump outer membrane protein TtgI",581,581,1,1,5897,NA,NA,"",1436,1436,1436,"NHHFDHOA_03423","LNFOPOPD_03372","LNNOOKGB_01623","OHGNPAHP_03570","GLJEHEMI_03046","KBLPGKMM_01920","FIBKOHBH_02746","KLKGDDID_03344","KHAGAGIB_03435","DLEBNIDD_01570","IJNFKBKA_01428","FHJCNOBE_02907","CLBIFFHN_00825","FBFFAOJI_02481","BCOIPCNK_02970"
"gstB","","Glutathione S-transferase GstB",581,581,1,1,4299,NA,NA,"",626,626,626,"NHHFDHOA_02658","LNFOPOPD_00802","LNNOOKGB_01835","OHGNPAHP_00099","GLJEHEMI_01538","KBLPGKMM_03361","FIBKOHBH_01587","KLKGDDID_02368","KHAGAGIB_00028","DLEBNIDD_03925","IJNFKBKA_02857","FHJCNOBE_00387","CLBIFFHN_03908","FBFFAOJI_02388","BCOIPCNK_01877"
"ypeA","","Acetyltransferase YpeA",581,581,1,1,4017,NA,NA,"",425,425,425,"NHHFDHOA_01753","LNFOPOPD_01418","LNNOOKGB_02096","OHGNPAHP_02634","GLJEHEMI_02448","KBLPGKMM_00156","FIBKOHBH_01756","KLKGDDID_02795","KHAGAGIB_01995","DLEBNIDD_00849","IJNFKBKA_01283","FHJCNOBE_01020","CLBIFFHN_01237","FBFFAOJI_00929","BCOIPCNK_00863"
"group_5451","","hypothetical protein",581,581,1,1,3640,NA,NA,"",731,731,731,"NHHFDHOA_04397","LNFOPOPD_04526","LNNOOKGB_04341","OHGNPAHP_00534","GLJEHEMI_04556","KBLPGKMM_04372","FIBKOHBH_04447","KLKGDDID_04422","KHAGAGIB_00462","DLEBNIDD_02268","IJNFKBKA_04144","FHJCNOBE_04578","CLBIFFHN_02635","FBFFAOJI_04466","BCOIPCNK_04260"
"plsY","","putative glycerol-3-phosphate acyltransferase",581,581,1,1,2690,NA,NA,"",611,611,611,"NHHFDHOA_02960","LNFOPOPD_02375","LNNOOKGB_00529","OHGNPAHP_01093","GLJEHEMI_01299","KBLPGKMM_00827","FIBKOHBH_03748","KLKGDDID_01270","KHAGAGIB_01177","DLEBNIDD_01813","IJNFKBKA_03453","FHJCNOBE_00677","CLBIFFHN_04070","FBFFAOJI_01943","BCOIPCNK_00527"
"lolA","","Outer-membrane lipoprotein carrier protein",581,581,1,1,4364,NA,NA,"",611,611,611,"NHHFDHOA_02716","LNFOPOPD_00744","LNNOOKGB_01777","OHGNPAHP_00157","GLJEHEMI_01596","KBLPGKMM_04561","FIBKOHBH_01529","KLKGDDID_02426","KHAGAGIB_00086","DLEBNIDD_02522","IJNFKBKA_02799","FHJCNOBE_00329","CLBIFFHN_02852","FBFFAOJI_02330","BCOIPCNK_01935"
"pspB","","Phage shock protein B",581,581,1,1,4914,NA,NA,"",224,224,224,"NHHFDHOA_00667","LNFOPOPD_01797","LNNOOKGB_03291","OHGNPAHP_00729","GLJEHEMI_00184","KBLPGKMM_00534","FIBKOHBH_00461","KLKGDDID_00559","KHAGAGIB_01415","DLEBNIDD_00098","IJNFKBKA_00551","FHJCNOBE_02485","CLBIFFHN_01158","FBFFAOJI_00223","BCOIPCNK_01355"
"alaE","","L-alanine exporter AlaE",581,581,1,1,3132,NA,NA,"",449,449,449,"NHHFDHOA_02090","LNFOPOPD_02561","LNNOOKGB_00110","OHGNPAHP_01511","GLJEHEMI_00882","KBLPGKMM_03930","FIBKOHBH_03270","KLKGDDID_00853","KHAGAGIB_02842","DLEBNIDD_02947","IJNFKBKA_03785","FHJCNOBE_02279","CLBIFFHN_00326","FBFFAOJI_01241","BCOIPCNK_00110"
"pepE","","Peptidase E",581,581,1,1,2014,NA,NA,"",704,704,704,"NHHFDHOA_00435","LNFOPOPD_04274","LNNOOKGB_04125","OHGNPAHP_02056","GLJEHEMI_03519","KBLPGKMM_03740","FIBKOHBH_03765","KLKGDDID_01422","KHAGAGIB_02208","DLEBNIDD_04452","IJNFKBKA_03978","FHJCNOBE_03308","CLBIFFHN_04224","FBFFAOJI_02725","BCOIPCNK_04045"
"group_5457","","hypothetical protein",581,581,1,1,4401,NA,NA,"",548,548,548,"NHHFDHOA_02750","LNFOPOPD_00710","LNNOOKGB_01743","OHGNPAHP_00191","GLJEHEMI_01630","KBLPGKMM_04096","FIBKOHBH_01495","KLKGDDID_02460","KHAGAGIB_00120","DLEBNIDD_02488","IJNFKBKA_02765","FHJCNOBE_00295","CLBIFFHN_03718","FBFFAOJI_02296","BCOIPCNK_01969"
"yaaA","","Peroxide stress resistance protein YaaA",581,581,1,1,59,NA,NA,"",773,773,773,"NHHFDHOA_00052","LNFOPOPD_01165","LNNOOKGB_02361","OHGNPAHP_01672","GLJEHEMI_03674","KBLPGKMM_03116","FIBKOHBH_04174","KLKGDDID_01805","KHAGAGIB_03696","DLEBNIDD_02396","IJNFKBKA_02317","FHJCNOBE_01555","CLBIFFHN_03880","FBFFAOJI_03204","BCOIPCNK_02945"
"galK","","Galactokinase",581,581,1,1,4201,NA,NA,"",1148,1148,1148,"NHHFDHOA_04197","LNFOPOPD_04133","LNNOOKGB_01927","OHGNPAHP_00007","GLJEHEMI_01446","KBLPGKMM_03485","FIBKOHBH_04057","KLKGDDID_02276","KHAGAGIB_04584","DLEBNIDD_04313","IJNFKBKA_03369","FHJCNOBE_04380","CLBIFFHN_02372","FBFFAOJI_04321","BCOIPCNK_03971"
"metQ_2","","D-methionine-binding lipoprotein MetQ",581,581,1,1,2343,NA,NA,"",815,815,815,"NHHFDHOA_04265","LNFOPOPD_04336","LNNOOKGB_02579","OHGNPAHP_04193","GLJEHEMI_04066","KBLPGKMM_02216","FIBKOHBH_04238","KLKGDDID_03771","KHAGAGIB_04092","DLEBNIDD_03690","IJNFKBKA_03913","FHJCNOBE_04439","CLBIFFHN_02787","FBFFAOJI_02961","BCOIPCNK_04143"
"ptsO","","Phosphocarrier protein NPr",581,581,1,1,2573,NA,NA,"",272,272,272,"NHHFDHOA_03073","LNFOPOPD_02262","LNNOOKGB_00642","OHGNPAHP_00980","GLJEHEMI_01412","KBLPGKMM_00714","FIBKOHBH_03010","KLKGDDID_01384","KHAGAGIB_01291","DLEBNIDD_01926","IJNFKBKA_02658","FHJCNOBE_00790","CLBIFFHN_01525","FBFFAOJI_01830","BCOIPCNK_00640"
"xapA","","Purine nucleoside phosphorylase 2",581,581,1,1,3990,NA,NA,"",833,833,833,"NHHFDHOA_01780","LNFOPOPD_01391","LNNOOKGB_02069","OHGNPAHP_02661","GLJEHEMI_02475","KBLPGKMM_00183","FIBKOHBH_01729","KLKGDDID_02768","KHAGAGIB_02022","DLEBNIDD_00822","IJNFKBKA_01310","FHJCNOBE_00993","CLBIFFHN_01210","FBFFAOJI_00956","BCOIPCNK_00836"
"intA_1","","Prophage integrase IntA",581,581,1,1,804,NA,NA,"",269,269,269,"NHHFDHOA_03966","LNFOPOPD_02854","LNNOOKGB_04007","OHGNPAHP_02908","GLJEHEMI_02907","KBLPGKMM_01030","FIBKOHBH_00915","KLKGDDID_03206","KHAGAGIB_01710","DLEBNIDD_01141","IJNFKBKA_02419","FHJCNOBE_01248","CLBIFFHN_01814","FBFFAOJI_01545","BCOIPCNK_01206"
"sufC","","putative ATP-dependent transporter SufC",581,581,1,1,5271,NA,NA,"",746,746,746,"NHHFDHOA_01176","LNFOPOPD_02140","LNNOOKGB_01297","OHGNPAHP_03258","GLJEHEMI_00500","KBLPGKMM_01292","FIBKOHBH_01082","KLKGDDID_00248","KHAGAGIB_02463","DLEBNIDD_00413","IJNFKBKA_01120","FHJCNOBE_02748","CLBIFFHN_00565","FBFFAOJI_03945","BCOIPCNK_02282"
"group_5465","","hypothetical protein",581,581,1,1,4247,NA,NA,"",995,995,995,"NHHFDHOA_04241","LNFOPOPD_04089","LNNOOKGB_01883","OHGNPAHP_00051","GLJEHEMI_01490","KBLPGKMM_03529","FIBKOHBH_04101","KLKGDDID_02320","KHAGAGIB_04441","DLEBNIDD_04063","IJNFKBKA_03325","FHJCNOBE_04336","CLBIFFHN_02328","FBFFAOJI_04277","BCOIPCNK_04015"
"group_5466","","hypothetical protein",581,581,1,1,3062,NA,NA,"",431,431,431,"NHHFDHOA_02153","LNFOPOPD_03970","LNNOOKGB_00047","OHGNPAHP_01574","GLJEHEMI_00819","KBLPGKMM_03796","FIBKOHBH_03333","KLKGDDID_00789","KHAGAGIB_02905","DLEBNIDD_02884","IJNFKBKA_03848","FHJCNOBE_02342","CLBIFFHN_03427","FBFFAOJI_01178","BCOIPCNK_00047"
"csgG","","Curli production assembly/transport component CsgG",581,581,1,1,5523,NA,NA,"",833,833,833,"NHHFDHOA_04648","LNFOPOPD_01902","LNNOOKGB_03652","OHGNPAHP_03496","GLJEHEMI_00738","KBLPGKMM_01529","FIBKOHBH_04692","KLKGDDID_00010","KHAGAGIB_04697","DLEBNIDD_00651","IJNFKBKA_02232","FHJCNOBE_04703","CLBIFFHN_04493","FBFFAOJI_03554","BCOIPCNK_03183"
"fliY","","L-cystine-binding protein FliY",581,581,1,1,4642,NA,NA,"",800,800,800,"NHHFDHOA_00930","LNFOPOPD_00492","LNNOOKGB_03699","OHGNPAHP_00408","GLJEHEMI_01846","KBLPGKMM_04184","FIBKOHBH_03418","KLKGDDID_04520","KHAGAGIB_00336","DLEBNIDD_02142","IJNFKBKA_03063","FHJCNOBE_00079","CLBIFFHN_03996","FBFFAOJI_04058","BCOIPCNK_03136"
"qorB","","Quinone oxidoreductase 2",581,581,1,1,6051,NA,NA,"",848,848,848,"NHHFDHOA_00248","LNFOPOPD_00967","LNNOOKGB_02165","OHGNPAHP_01869","GLJEHEMI_03332","KBLPGKMM_02123","FIBKOHBH_02013","KLKGDDID_01608","KHAGAGIB_02395","DLEBNIDD_01967","IJNFKBKA_00750","FHJCNOBE_01749","CLBIFFHN_01733","FBFFAOJI_02912","BCOIPCNK_02598"
"map","","Methionine aminopeptidase",581,581,1,1,2374,NA,NA,"",794,794,794,"NHHFDHOA_04295","LNFOPOPD_04306","LNNOOKGB_02549","OHGNPAHP_04163","GLJEHEMI_04036","KBLPGKMM_02246","FIBKOHBH_04268","KLKGDDID_03741","KHAGAGIB_04122","DLEBNIDD_03720","IJNFKBKA_03883","FHJCNOBE_04409","CLBIFFHN_02817","FBFFAOJI_02991","BCOIPCNK_04113"
"rsxG","","Ion-translocating oxidoreductase complex subunit G",581,581,1,1,5181,NA,NA,"",620,620,620,"NHHFDHOA_01089","LNFOPOPD_02227","LNNOOKGB_01210","OHGNPAHP_03171","GLJEHEMI_00413","KBLPGKMM_04112","FIBKOHBH_00995","KLKGDDID_00335","KHAGAGIB_04209","DLEBNIDD_00326","IJNFKBKA_01033","FHJCNOBE_02835","CLBIFFHN_00652","FBFFAOJI_03858","BCOIPCNK_02369"
"clcA","","H(+)/Cl(-) exchange transporter ClcA",581,581,1,1,2388,NA,NA,"",1421,1421,1421,"NHHFDHOA_04309","LNFOPOPD_04292","LNNOOKGB_02535","OHGNPAHP_04149","GLJEHEMI_04022","KBLPGKMM_02260","FIBKOHBH_04282","KLKGDDID_03727","KHAGAGIB_04136","DLEBNIDD_03734","IJNFKBKA_03869","FHJCNOBE_04395","CLBIFFHN_02831","FBFFAOJI_03005","BCOIPCNK_04099"
"group_5473","","hypothetical protein",581,581,1,1,2978,NA,NA,"",1046,1046,1046,"NHHFDHOA_01955","LNFOPOPD_02696","LNNOOKGB_00247","OHGNPAHP_01375","GLJEHEMI_01017","KBLPGKMM_02519","FIBKOHBH_03234","KLKGDDID_00988","KHAGAGIB_02707","DLEBNIDD_02719","IJNFKBKA_02511","FHJCNOBE_02144","CLBIFFHN_00462","FBFFAOJI_01376","BCOIPCNK_00245"
"nudF","","ADP-ribose pyrophosphatase",581,581,1,1,2712,NA,NA,"",632,632,632,"NHHFDHOA_03378","LNFOPOPD_02397","LNNOOKGB_00507","OHGNPAHP_01115","GLJEHEMI_01277","KBLPGKMM_00849","FIBKOHBH_03726","KLKGDDID_01248","KHAGAGIB_01155","DLEBNIDD_02693","IJNFKBKA_03431","FHJCNOBE_00655","CLBIFFHN_03964","FBFFAOJI_01965","BCOIPCNK_00505"
"group_5475","","hypothetical protein",581,581,1,1,6042,NA,NA,"",635,635,635,"NHHFDHOA_00255","LNFOPOPD_00960","LNNOOKGB_04292","OHGNPAHP_01876","GLJEHEMI_03339","KBLPGKMM_02116","FIBKOHBH_02020","KLKGDDID_01601","KHAGAGIB_02388","DLEBNIDD_01974","IJNFKBKA_00743","FHJCNOBE_01756","CLBIFFHN_01726","FBFFAOJI_02905","BCOIPCNK_02591"
"group_5476","","hypothetical protein",581,581,1,1,4242,NA,NA,"",758,758,758,"NHHFDHOA_04236","LNFOPOPD_04094","LNNOOKGB_01888","OHGNPAHP_00046","GLJEHEMI_01485","KBLPGKMM_03524","FIBKOHBH_04096","KLKGDDID_02315","KHAGAGIB_04446","DLEBNIDD_04068","IJNFKBKA_03330","FHJCNOBE_04341","CLBIFFHN_02333","FBFFAOJI_04282","BCOIPCNK_04010"
"patA","","Putrescine aminotransferase",581,581,1,1,2680,NA,NA,"",1379,1379,1379,"NHHFDHOA_02971","LNFOPOPD_02364","LNNOOKGB_00540","OHGNPAHP_01082","GLJEHEMI_01310","KBLPGKMM_00816","FIBKOHBH_03112","KLKGDDID_01281","KHAGAGIB_01188","DLEBNIDD_01824","IJNFKBKA_02760","FHJCNOBE_00688","CLBIFFHN_03711","FBFFAOJI_01932","BCOIPCNK_00538"
"group_5478","","hypothetical protein",581,581,1,1,6117,NA,NA,"",500,500,500,"NHHFDHOA_00182","LNFOPOPD_01035","LNNOOKGB_02231","OHGNPAHP_01803","GLJEHEMI_03544","KBLPGKMM_02189","FIBKOHBH_01947","KLKGDDID_01674","KHAGAGIB_04553","DLEBNIDD_04430","IJNFKBKA_00816","FHJCNOBE_01683","CLBIFFHN_04175","FBFFAOJI_03334","BCOIPCNK_02664"
"kdsD","","Arabinose 5-phosphate isomerase KdsD",581,581,1,1,2582,NA,NA,"",986,986,986,"NHHFDHOA_03064","LNFOPOPD_02271","LNNOOKGB_00633","OHGNPAHP_00989","GLJEHEMI_01403","KBLPGKMM_00723","FIBKOHBH_03019","KLKGDDID_01375","KHAGAGIB_01282","DLEBNIDD_01917","IJNFKBKA_02667","FHJCNOBE_00781","CLBIFFHN_01534","FBFFAOJI_01839","BCOIPCNK_00631"
"sapF","","Peptide transport system ATP-binding protein SapF",581,581,1,1,4907,NA,NA,"",806,806,806,"NHHFDHOA_00674","LNFOPOPD_01804","LNNOOKGB_03284","OHGNPAHP_00722","GLJEHEMI_00177","KBLPGKMM_00527","FIBKOHBH_00454","KLKGDDID_00566","KHAGAGIB_01408","DLEBNIDD_00091","IJNFKBKA_00544","FHJCNOBE_02478","CLBIFFHN_01151","FBFFAOJI_00230","BCOIPCNK_01348"
"gnsA","","Protein GnsA",581,581,1,1,4787,NA,NA,"",173,173,173,"NHHFDHOA_00788","LNFOPOPD_03862","LNNOOKGB_03497","OHGNPAHP_00608","GLJEHEMI_00063","KBLPGKMM_00413","FIBKOHBH_03933","KLKGDDID_00680","KHAGAGIB_04043","DLEBNIDD_03641","IJNFKBKA_00430","FHJCNOBE_04052","CLBIFFHN_02539","FBFFAOJI_00345","BCOIPCNK_03330"
"fumC","","Fumarate hydratase class II",581,581,1,1,5166,NA,NA,"",1403,1403,1403,"NHHFDHOA_00451","LNFOPOPD_01581","LNNOOKGB_01197","OHGNPAHP_00945","GLJEHEMI_00400","KBLPGKMM_03629","FIBKOHBH_00677","KLKGDDID_00348","KHAGAGIB_01631","DLEBNIDD_00313","IJNFKBKA_03108","FHJCNOBE_04688","CLBIFFHN_01490","FBFFAOJI_00007","BCOIPCNK_01571"
"mutH","","DNA mismatch repair protein MutH",581,581,1,1,2902,NA,NA,"",695,695,695,"NHHFDHOA_04061","LNFOPOPD_02774","LNNOOKGB_00324","OHGNPAHP_01298","GLJEHEMI_01094","KBLPGKMM_02595","FIBKOHBH_02299","KLKGDDID_01065","KHAGAGIB_00971","DLEBNIDD_03304","IJNFKBKA_03520","FHJCNOBE_00472","CLBIFFHN_01342","FBFFAOJI_01453","BCOIPCNK_00322"
"yjbR","","putative protein YjbR",581,581,1,1,2057,NA,NA,"",356,356,356,"NHHFDHOA_00394","LNFOPOPD_04233","LNNOOKGB_04084","OHGNPAHP_02015","GLJEHEMI_03478","KBLPGKMM_03699","FIBKOHBH_03806","KLKGDDID_01463","KHAGAGIB_02249","DLEBNIDD_04091","IJNFKBKA_04019","FHJCNOBE_03349","CLBIFFHN_03335","FBFFAOJI_02766","BCOIPCNK_04086"
"lexA","","LexA repressor",581,581,1,1,2042,NA,NA,"",608,608,608,"NHHFDHOA_00408","LNFOPOPD_04247","LNNOOKGB_04098","OHGNPAHP_02029","GLJEHEMI_03492","KBLPGKMM_03713","FIBKOHBH_03792","KLKGDDID_01449","KHAGAGIB_02235","DLEBNIDD_04105","IJNFKBKA_04005","FHJCNOBE_03335","CLBIFFHN_03349","FBFFAOJI_02752","BCOIPCNK_04072"
"ydiB","","Quinate/shikimate dehydrogenase",581,581,1,1,5283,NA,NA,"",866,866,866,"NHHFDHOA_01187","LNFOPOPD_02129","LNNOOKGB_01308","OHGNPAHP_03269","GLJEHEMI_00511","KBLPGKMM_01303","FIBKOHBH_01093","KLKGDDID_00237","KHAGAGIB_02474","DLEBNIDD_00424","IJNFKBKA_01131","FHJCNOBE_02737","CLBIFFHN_00554","FBFFAOJI_03956","BCOIPCNK_02271"
"group_5487","","hypothetical protein",581,581,1,1,4043,NA,NA,"",1043,1043,1043,"NHHFDHOA_01727","LNFOPOPD_01444","LNNOOKGB_02122","OHGNPAHP_02608","GLJEHEMI_02422","KBLPGKMM_00130","FIBKOHBH_01782","KLKGDDID_02821","KHAGAGIB_01969","DLEBNIDD_00875","IJNFKBKA_01257","FHJCNOBE_01046","CLBIFFHN_01263","FBFFAOJI_00903","BCOIPCNK_00889"
"group_5488","","hypothetical protein",581,581,1,1,4311,NA,NA,"",290,290,290,"NHHFDHOA_02669","LNFOPOPD_00791","LNNOOKGB_01824","OHGNPAHP_00110","GLJEHEMI_01549","KBLPGKMM_03350","FIBKOHBH_01576","KLKGDDID_02379","KHAGAGIB_00039","DLEBNIDD_03914","IJNFKBKA_02846","FHJCNOBE_00376","CLBIFFHN_03919","FBFFAOJI_02377","BCOIPCNK_01888"
"uspF","","Universal stress protein F",581,581,1,1,4956,NA,NA,"",434,434,434,"NHHFDHOA_00630","LNFOPOPD_01760","LNNOOKGB_03328","OHGNPAHP_00766","GLJEHEMI_00221","KBLPGKMM_00571","FIBKOHBH_00498","KLKGDDID_00522","KHAGAGIB_01452","DLEBNIDD_00135","IJNFKBKA_00588","FHJCNOBE_02522","CLBIFFHN_03782","FBFFAOJI_00186","BCOIPCNK_01392"
"group_5490","","hypothetical protein",581,581,1,1,1738,NA,NA,"",626,626,626,"NHHFDHOA_01538","LNFOPOPD_00175","LNNOOKGB_00909","OHGNPAHP_02304","GLJEHEMI_02052","KBLPGKMM_01661","FIBKOHBH_00239","KLKGDDID_02095","KHAGAGIB_00729","DLEBNIDD_01032","IJNFKBKA_00128","FHJCNOBE_02007","CLBIFFHN_00128","FBFFAOJI_00646","BCOIPCNK_01722"
"group_5491","","hypothetical protein",581,581,1,1,3933,NA,NA,"",137,137,137,"NHHFDHOA_01836","LNFOPOPD_01336","LNNOOKGB_02013","OHGNPAHP_02716","GLJEHEMI_02531","KBLPGKMM_00236","FIBKOHBH_01673","KLKGDDID_02712","KHAGAGIB_02079","DLEBNIDD_00766","IJNFKBKA_03284","FHJCNOBE_00937","CLBIFFHN_03599","FBFFAOJI_01012","BCOIPCNK_00780"
"comR","","HTH-type transcriptional repressor ComR",581,581,1,1,5443,NA,NA,"",635,635,635,"NHHFDHOA_01339","LNFOPOPD_01977","LNNOOKGB_03577","OHGNPAHP_03421","GLJEHEMI_00663","KBLPGKMM_01454","FIBKOHBH_01245","KLKGDDID_00085","KHAGAGIB_02626","DLEBNIDD_00576","IJNFKBKA_02157","FHJCNOBE_03876","CLBIFFHN_02712","FBFFAOJI_03479","BCOIPCNK_03258"
"group_5493","","Deacetylase",581,581,1,1,6076,NA,NA,"",1133,1133,1133,"NHHFDHOA_00224","LNFOPOPD_00991","LNNOOKGB_02189","OHGNPAHP_01845","GLJEHEMI_03308","KBLPGKMM_02147","FIBKOHBH_01989","KLKGDDID_01632","KHAGAGIB_02419","DLEBNIDD_04248","IJNFKBKA_00774","FHJCNOBE_01725","CLBIFFHN_01757","FBFFAOJI_02936","BCOIPCNK_02622"
"cspE","","Cold shock-like protein CspE",581,581,1,1,369,NA,NA,"",209,209,209,"NHHFDHOA_02522","LNFOPOPD_03235","LNNOOKGB_02902","OHGNPAHP_04023","GLJEHEMI_03797","KBLPGKMM_02719","FIBKOHBH_02170","KLKGDDID_03840","KHAGAGIB_03307","DLEBNIDD_01439","IJNFKBKA_01895","FHJCNOBE_03483","CLBIFFHN_00733","FBFFAOJI_03780","BCOIPCNK_02746"
"fadI","","3-ketoacyl-CoA thiolase FadI",581,581,1,1,3950,NA,NA,"",1310,1310,1310,"NHHFDHOA_01821","LNFOPOPD_01351","LNNOOKGB_02028","OHGNPAHP_02701","GLJEHEMI_02516","KBLPGKMM_00221","FIBKOHBH_01688","KLKGDDID_02727","KHAGAGIB_02064","DLEBNIDD_00781","IJNFKBKA_01351","FHJCNOBE_00952","CLBIFFHN_03584","FBFFAOJI_00997","BCOIPCNK_00795"
"tdcB","","L-threonine dehydratase catabolic TdcB",581,581,1,1,2652,NA,NA,"",989,989,989,"NHHFDHOA_02998","LNFOPOPD_02337","LNNOOKGB_00567","OHGNPAHP_01055","GLJEHEMI_01337","KBLPGKMM_00789","FIBKOHBH_03085","KLKGDDID_01308","KHAGAGIB_01215","DLEBNIDD_01851","IJNFKBKA_02733","FHJCNOBE_00715","CLBIFFHN_03684","FBFFAOJI_01905","BCOIPCNK_00565"
"pstC","","Phosphate transport system permease protein PstC",581,581,1,1,1396,NA,NA,"",959,959,959,"NHHFDHOA_04000","LNFOPOPD_04036","LNNOOKGB_04041","OHGNPAHP_04410","GLJEHEMI_04333","KBLPGKMM_03281","FIBKOHBH_03848","KLKGDDID_04229","KHAGAGIB_03985","DLEBNIDD_03430","IJNFKBKA_03565","FHJCNOBE_04192","CLBIFFHN_02143","FBFFAOJI_04223","BCOIPCNK_03842"
"rhaA","","L-rhamnose isomerase",581,581,1,1,2265,NA,NA,"",1259,1259,1259,"NHHFDHOA_03189","LNFOPOPD_04344","LNNOOKGB_03026","OHGNPAHP_03893","GLJEHEMI_04157","KBLPGKMM_02833","FIBKOHBH_02620","KLKGDDID_04020","KHAGAGIB_03145","DLEBNIDD_03798","IJNFKBKA_01733","FHJCNOBE_03211","CLBIFFHN_04450","FBFFAOJI_03650","BCOIPCNK_04151"
"tmk","","Thymidylate kinase",581,581,1,1,5457,NA,NA,"",641,641,641,"NHHFDHOA_01352","LNFOPOPD_01964","LNNOOKGB_03590","OHGNPAHP_03434","GLJEHEMI_00676","KBLPGKMM_01467","FIBKOHBH_01258","KLKGDDID_00072","KHAGAGIB_02639","DLEBNIDD_00589","IJNFKBKA_02170","FHJCNOBE_03863","CLBIFFHN_02725","FBFFAOJI_03492","BCOIPCNK_03245"
"fliD","","Flagellar hook-associated protein 2",581,581,1,1,4635,NA,NA,"",1406,1406,1406,"NHHFDHOA_00935","LNFOPOPD_00497","LNNOOKGB_03694","OHGNPAHP_00403","GLJEHEMI_01841","KBLPGKMM_04189","FIBKOHBH_03413","KLKGDDID_04515","KHAGAGIB_00331","DLEBNIDD_02137","IJNFKBKA_03068","FHJCNOBE_00084","CLBIFFHN_03991","FBFFAOJI_04063","BCOIPCNK_03141"
"gpmA","","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",581,581,1,1,4199,NA,NA,"",752,752,752,"NHHFDHOA_04195","LNFOPOPD_04135","LNNOOKGB_01929","OHGNPAHP_00005","GLJEHEMI_01444","KBLPGKMM_03483","FIBKOHBH_04055","KLKGDDID_02274","KHAGAGIB_04586","DLEBNIDD_04315","IJNFKBKA_03371","FHJCNOBE_04382","CLBIFFHN_02374","FBFFAOJI_04323","BCOIPCNK_03969"
"exbB","","Biopolymer transport protein ExbB",581,581,1,1,2742,NA,NA,"",734,734,734,"NHHFDHOA_03351","LNFOPOPD_02424","LNNOOKGB_00480","OHGNPAHP_01142","GLJEHEMI_01250","KBLPGKMM_00876","FIBKOHBH_03699","KLKGDDID_01221","KHAGAGIB_01128","DLEBNIDD_02666","IJNFKBKA_03404","FHJCNOBE_00628","CLBIFFHN_03535","FBFFAOJI_01992","BCOIPCNK_00478"
"sbp","","Sulfate-binding protein",581,581,1,1,2283,NA,NA,"",989,989,989,"NHHFDHOA_03172","LNFOPOPD_03738","LNNOOKGB_03043","OHGNPAHP_03876","GLJEHEMI_04140","KBLPGKMM_02850","FIBKOHBH_02637","KLKGDDID_04037","KHAGAGIB_03162","DLEBNIDD_03234","IJNFKBKA_01750","FHJCNOBE_03228","CLBIFFHN_03120","FBFFAOJI_03633","BCOIPCNK_03499"
"group_5504","","hypothetical protein",581,581,1,1,5406,NA,NA,"",173,173,173,"NHHFDHOA_01304","LNFOPOPD_02012","LNNOOKGB_01425","OHGNPAHP_03386","GLJEHEMI_00628","KBLPGKMM_01419","FIBKOHBH_01210","KLKGDDID_00120","KHAGAGIB_02591","DLEBNIDD_00541","IJNFKBKA_02122","FHJCNOBE_02620","CLBIFFHN_02677","FBFFAOJI_03444","BCOIPCNK_02155"
"group_5505","","Limonene hydroxylase",581,581,1,1,345,NA,NA,"",1094,1094,1094,"NHHFDHOA_02546","LNFOPOPD_03211","LNNOOKGB_02878","OHGNPAHP_03999","GLJEHEMI_03821","KBLPGKMM_02695","FIBKOHBH_02146","KLKGDDID_03864","KHAGAGIB_03283","DLEBNIDD_01415","IJNFKBKA_01871","FHJCNOBE_03507","CLBIFFHN_00709","FBFFAOJI_03756","BCOIPCNK_02770"
