"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1461785","SRR3097426","SRR5877170","SRR14766359","SRR8728065","SRR11068404","NDSU1","SRR14766419","SRR12075372","SRR14766452","SRR11101167","SRR1333873","SRR14766421","SRR14766430","SRR12418434"
"yihS","","Sulfoquinovose isomerase",581,581,1,1,2235,NA,NA,"",1241,1241,1241,"JAFODMFN_03642","PBDKJOHP_03486","GJPDLPPO_02722","PLKMKOCD_03304","OMPAEEHE_04352","NHHFDHOA_03217","GEPIEMCB_04116","JCGPGLCM_03523","OHGDDBEJ_03383","APEDILLO_03706","ELELPFCC_03490","DCMJPIDO_03926","HEDGDFAA_02928","GHDKDIHM_04205","FECNONKH_02407"
"fixX_2","","Ferredoxin-like protein FixX",581,581,1,1,2519,NA,NA,"",287,287,287,"JAFODMFN_03593","PBDKJOHP_01819","GJPDLPPO_02585","PLKMKOCD_03400","OMPAEEHE_03365","NHHFDHOA_02923","GEPIEMCB_04509","JCGPGLCM_02233","OHGDDBEJ_03027","APEDILLO_02553","ELELPFCC_02757","DCMJPIDO_03429","HEDGDFAA_03895","GHDKDIHM_02890","FECNONKH_03813"
"yebV","","putative protein YebV",581,581,1,1,4744,NA,NA,"",239,239,239,"JAFODMFN_01621","PBDKJOHP_00213","GJPDLPPO_00833","PLKMKOCD_02431","OMPAEEHE_03983","NHHFDHOA_00828","GEPIEMCB_00022","JCGPGLCM_03084","OHGDDBEJ_01500","APEDILLO_04243","ELELPFCC_00827","DCMJPIDO_01185","HEDGDFAA_03966","GHDKDIHM_00390","FECNONKH_01515"
"COQ3","","Ubiquinone biosynthesis O-methyltransferase, mitochondrial",581,581,1,1,6145,NA,NA,"",1625,1625,1625,"JAFODMFN_01441","PBDKJOHP_03121","GJPDLPPO_01081","PLKMKOCD_03770","OMPAEEHE_02700","NHHFDHOA_00158","GEPIEMCB_02134","JCGPGLCM_04128","OHGDDBEJ_00831","APEDILLO_03374","ELELPFCC_00158","DCMJPIDO_01981","HEDGDFAA_03371","GHDKDIHM_00686","FECNONKH_03873"
"ail_4","","Attachment invasion locus protein",581,581,1,1,3643,NA,NA,"",497,497,497,"JAFODMFN_04482","PBDKJOHP_04436","GJPDLPPO_04453","PLKMKOCD_03720","OMPAEEHE_04490","NHHFDHOA_04394","GEPIEMCB_04615","JCGPGLCM_00416","OHGDDBEJ_04335","APEDILLO_04402","ELELPFCC_04456","DCMJPIDO_04531","HEDGDFAA_03058","GHDKDIHM_04463","FECNONKH_04255"
"rstB","","Sensor protein RstB",581,581,1,1,5164,NA,NA,"",1301,1301,1301,"JAFODMFN_01991","PBDKJOHP_00589","GJPDLPPO_00458","PLKMKOCD_04372","OMPAEEHE_04635","NHHFDHOA_00453","GEPIEMCB_00398","JCGPGLCM_01925","OHGDDBEJ_01125","APEDILLO_03670","ELELPFCC_00453","DCMJPIDO_00808","HEDGDFAA_04271","GHDKDIHM_03401","FECNONKH_04421"
"osmY_1","","Osmotically-inducible protein Y",581,581,1,1,2632,NA,NA,"",575,575,575,"JAFODMFN_00088","PBDKJOHP_01711","GJPDLPPO_03066","PLKMKOCD_00453","OMPAEEHE_02839","NHHFDHOA_03015","GEPIEMCB_01325","JCGPGLCM_00318","OHGDDBEJ_00586","APEDILLO_00087","ELELPFCC_03102","DCMJPIDO_00087","HEDGDFAA_01259","GHDKDIHM_02491","FECNONKH_02151"
"tdh","","L-threonine 3-dehydrogenase",581,581,1,1,1884,NA,NA,"",1025,1025,1025,"JAFODMFN_02102","PBDKJOHP_01308","GJPDLPPO_03170","PLKMKOCD_00206","OMPAEEHE_02993","NHHFDHOA_01675","GEPIEMCB_02522","JCGPGLCM_04209","OHGDDBEJ_01787","APEDILLO_01230","ELELPFCC_00880","DCMJPIDO_02242","HEDGDFAA_03568","GHDKDIHM_00946","FECNONKH_03587"
"mdh_1","","NAD-dependent methanol dehydrogenase",581,581,1,1,4029,NA,NA,"",1187,1187,1187,"JAFODMFN_02510","PBDKJOHP_02621","GJPDLPPO_01557","PLKMKOCD_00560","OMPAEEHE_01786","NHHFDHOA_01741","GEPIEMCB_03002","JCGPGLCM_02146","OHGDDBEJ_02932","APEDILLO_01637","ELELPFCC_02532","DCMJPIDO_02650","HEDGDFAA_00879","GHDKDIHM_02634","FECNONKH_02843"
"topA_1","","DNA topoisomerase 1",581,581,1,1,4884,NA,NA,"",2597,2597,2597,"JAFODMFN_01756","PBDKJOHP_00348","GJPDLPPO_00699","PLKMKOCD_01188","OMPAEEHE_02397","NHHFDHOA_00694","GEPIEMCB_00157","JCGPGLCM_02866","OHGDDBEJ_01366","APEDILLO_02893","ELELPFCC_00693","DCMJPIDO_01050","HEDGDFAA_02340","GHDKDIHM_02289","FECNONKH_01381"
"cobQ","","Cobyric acid synthase",581,581,1,1,5678,NA,NA,"",1520,1520,1520,"JAFODMFN_02815","PBDKJOHP_03454","GJPDLPPO_01975","PLKMKOCD_02026","OMPAEEHE_03628","NHHFDHOA_03580","GEPIEMCB_03397","JCGPGLCM_03337","OHGDDBEJ_03713","APEDILLO_02157","ELELPFCC_02127","DCMJPIDO_02942","HEDGDFAA_01721","GHDKDIHM_03205","FECNONKH_03416"
"group_5669","","hypothetical protein",581,581,1,1,3636,NA,NA,"",716,716,716,"JAFODMFN_04489","PBDKJOHP_04429","GJPDLPPO_04446","PLKMKOCD_03713","OMPAEEHE_04483","NHHFDHOA_04401","GEPIEMCB_04622","JCGPGLCM_00409","OHGDDBEJ_04328","APEDILLO_04409","ELELPFCC_04463","DCMJPIDO_04524","HEDGDFAA_03009","GHDKDIHM_04456","FECNONKH_04248"
"lpxB","","Lipid-A-disaccharide synthase",581,581,1,1,2360,NA,NA,"",1148,1148,1148,"JAFODMFN_04363","PBDKJOHP_01974","GJPDLPPO_04187","PLKMKOCD_02712","OMPAEEHE_04288","NHHFDHOA_04281","GEPIEMCB_03870","JCGPGLCM_03476","OHGDDBEJ_03181","APEDILLO_02399","ELELPFCC_02603","DCMJPIDO_03583","HEDGDFAA_02516","GHDKDIHM_04067","FECNONKH_03985"
"fabA","","3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase",581,581,1,1,4485,NA,NA,"",518,518,518,"JAFODMFN_00890","PBDKJOHP_04356","GJPDLPPO_03621","PLKMKOCD_03491","OMPAEEHE_00681","NHHFDHOA_01072","GEPIEMCB_03630","JCGPGLCM_00681","OHGDDBEJ_01993","APEDILLO_00907","ELELPFCC_01900","DCMJPIDO_01472","HEDGDFAA_01982","GHDKDIHM_00146","FECNONKH_00195"
"nagD","","Ribonucleotide monophosphatase NagD",581,581,1,1,323,NA,NA,"",752,752,752,"JAFODMFN_03404","PBDKJOHP_03719","GJPDLPPO_02873","PLKMKOCD_01502","OMPAEEHE_03510","NHHFDHOA_02574","GEPIEMCB_01905","JCGPGLCM_02476","OHGDDBEJ_03521","APEDILLO_03054","ELELPFCC_03540","DCMJPIDO_03976","HEDGDFAA_01422","GHDKDIHM_03035","FECNONKH_02646"
"yjiA","","P-loop guanosine triphosphatase YjiA",581,581,1,1,6181,NA,NA,"",956,956,956,"JAFODMFN_01477","PBDKJOHP_03156","GJPDLPPO_01116","PLKMKOCD_02500","OMPAEEHE_02665","NHHFDHOA_00123","GEPIEMCB_02099","JCGPGLCM_03307","OHGDDBEJ_00795","APEDILLO_03409","ELELPFCC_00123","DCMJPIDO_02017","HEDGDFAA_01241","GHDKDIHM_00721","FECNONKH_03131"
"group_5674","","hypothetical protein",581,581,1,1,6214,NA,NA,"",161,161,161,"JAFODMFN_01509","PBDKJOHP_03186","GJPDLPPO_01148","PLKMKOCD_02468","OMPAEEHE_02633","NHHFDHOA_00091","GEPIEMCB_02067","JCGPGLCM_03275","OHGDDBEJ_00763","APEDILLO_03441","ELELPFCC_00091","DCMJPIDO_02049","HEDGDFAA_01209","GHDKDIHM_00753","FECNONKH_03163"
"higB","","mRNA interferase HigB",581,581,1,1,2245,NA,NA,"",311,311,311,"JAFODMFN_03652","PBDKJOHP_03496","GJPDLPPO_02712","PLKMKOCD_03294","OMPAEEHE_04362","NHHFDHOA_03207","GEPIEMCB_04106","JCGPGLCM_03533","OHGDDBEJ_03393","APEDILLO_03716","ELELPFCC_03480","DCMJPIDO_03916","HEDGDFAA_02918","GHDKDIHM_04215","FECNONKH_02417"
"flgN","","Flagella synthesis protein FlgN",581,581,1,1,5488,NA,NA,"",422,422,422,"JAFODMFN_03961","PBDKJOHP_02292","GJPDLPPO_02301","PLKMKOCD_02150","OMPAEEHE_01531","NHHFDHOA_01382","GEPIEMCB_00706","JCGPGLCM_02644","OHGDDBEJ_02203","APEDILLO_03862","ELELPFCC_03937","DCMJPIDO_03643","HEDGDFAA_01102","GHDKDIHM_01559","FECNONKH_01021"
"pdxH","","Pyridoxine/pyridoxamine 5'-phosphate oxidase",581,581,1,1,5189,NA,NA,"",656,656,656,"JAFODMFN_03875","PBDKJOHP_02008","GJPDLPPO_03287","PLKMKOCD_02128","OMPAEEHE_01247","NHHFDHOA_01097","GEPIEMCB_00421","JCGPGLCM_01367","OHGDDBEJ_02488","APEDILLO_02777","ELELPFCC_02793","DCMJPIDO_00785","HEDGDFAA_03415","GHDKDIHM_01844","FECNONKH_04090"
"yehX","","Glycine betaine uptake system ATP-binding protein YehX",581,581,1,1,5888,NA,NA,"",947,947,947,"JAFODMFN_02964","PBDKJOHP_03305","GJPDLPPO_01826","PLKMKOCD_00293","OMPAEEHE_03170","NHHFDHOA_03432","GEPIEMCB_03546","JCGPGLCM_02008","OHGDDBEJ_03275","APEDILLO_02306","ELELPFCC_02276","DCMJPIDO_03090","HEDGDFAA_02369","GHDKDIHM_03132","FECNONKH_02007"
"cysA","","Sulfate/thiosulfate import ATP-binding protein CysA",581,581,1,1,4009,NA,NA,"",1097,1097,1097,"JAFODMFN_02530","PBDKJOHP_02641","GJPDLPPO_01577","PLKMKOCD_00580","OMPAEEHE_01766","NHHFDHOA_01761","GEPIEMCB_02982","JCGPGLCM_02166","OHGDDBEJ_02952","APEDILLO_01657","ELELPFCC_02512","DCMJPIDO_02670","HEDGDFAA_00899","GHDKDIHM_02654","FECNONKH_02863"
"dsbA","","Thiol:disulfide interchange protein DsbA",581,581,1,1,2211,NA,NA,"",623,623,623,"JAFODMFN_03619","PBDKJOHP_03463","GJPDLPPO_02745","PLKMKOCD_03327","OMPAEEHE_04329","NHHFDHOA_03240","GEPIEMCB_04139","JCGPGLCM_03500","OHGDDBEJ_03360","APEDILLO_03683","ELELPFCC_03513","DCMJPIDO_03949","HEDGDFAA_02951","GHDKDIHM_04182","FECNONKH_02384"
"adhE_3","","Aldehyde-alcohol dehydrogenase",581,581,1,1,5715,NA,NA,"",1394,1394,1394,"JAFODMFN_02848","PBDKJOHP_03421","GJPDLPPO_01942","PLKMKOCD_01993","OMPAEEHE_03661","NHHFDHOA_03547","GEPIEMCB_03430","JCGPGLCM_03370","OHGDDBEJ_03680","APEDILLO_02190","ELELPFCC_02160","DCMJPIDO_02974","HEDGDFAA_01754","GHDKDIHM_03238","FECNONKH_03449"
"group_5682","","hypothetical protein",581,581,1,1,5339,NA,NA,"",215,215,215,"JAFODMFN_04081","PBDKJOHP_02148","GJPDLPPO_02445","PLKMKOCD_00692","OMPAEEHE_01387","NHHFDHOA_01238","GEPIEMCB_00562","JCGPGLCM_01226","OHGDDBEJ_02347","APEDILLO_02636","ELELPFCC_02934","DCMJPIDO_03787","HEDGDFAA_00710","GHDKDIHM_01703","FECNONKH_00877"
"zraR","","Transcriptional regulatory protein ZraR",581,581,1,1,1523,NA,NA,"",1325,1325,1325,"JAFODMFN_04564","PBDKJOHP_01599","GJPDLPPO_04625","PLKMKOCD_04282","OMPAEEHE_04532","NHHFDHOA_04564","GEPIEMCB_04719","JCGPGLCM_04246","OHGDDBEJ_04527","APEDILLO_04417","ELELPFCC_04588","DCMJPIDO_04573","HEDGDFAA_04095","GHDKDIHM_04505","FECNONKH_04565"
"dkgA","","2,5-diketo-D-gluconic acid reductase A",581,581,1,1,2736,NA,NA,"",827,827,827,"JAFODMFN_00186","PBDKJOHP_01613","GJPDLPPO_04085","PLKMKOCD_03676","OMPAEEHE_00003","NHHFDHOA_03357","GEPIEMCB_01227","JCGPGLCM_00220","OHGDDBEJ_00487","APEDILLO_00185","ELELPFCC_01499","DCMJPIDO_00185","HEDGDFAA_01032","GHDKDIHM_02393","FECNONKH_03938"
"prpR_2","","Propionate catabolism operon regulatory protein",581,581,1,1,757,NA,NA,"",557,557,557,"JAFODMFN_03155","PBDKJOHP_02543","GJPDLPPO_01424","PLKMKOCD_01953","OMPAEEHE_01020","NHHFDHOA_02411","GEPIEMCB_01529","JCGPGLCM_01457","OHGDDBEJ_02578","APEDILLO_03293","ELELPFCC_01377","DCMJPIDO_03281","HEDGDFAA_00491","GHDKDIHM_02070","FECNONKH_02674"
"pdxY_1","","Pyridoxal kinase PdxY",581,581,1,1,5187,NA,NA,"",293,293,293,"JAFODMFN_03877","PBDKJOHP_02006","GJPDLPPO_03285","PLKMKOCD_02130","OMPAEEHE_01245","NHHFDHOA_01095","GEPIEMCB_00419","JCGPGLCM_01369","OHGDDBEJ_02490","APEDILLO_02779","ELELPFCC_02791","DCMJPIDO_00787","HEDGDFAA_03413","GHDKDIHM_01846","FECNONKH_04088"
"hns_1","","DNA-binding protein H-NS",581,581,1,1,4845,NA,NA,"",413,413,413,"JAFODMFN_01720","PBDKJOHP_00312","GJPDLPPO_00735","PLKMKOCD_04145","OMPAEEHE_02361","NHHFDHOA_00730","GEPIEMCB_00121","JCGPGLCM_03589","OHGDDBEJ_01402","APEDILLO_02929","ELELPFCC_00729","DCMJPIDO_01086","HEDGDFAA_04016","GHDKDIHM_02325","FECNONKH_01417"
"ychF","","Ribosome-binding ATPase YchF",581,581,1,1,4815,NA,NA,"",1091,1091,1091,"JAFODMFN_01688","PBDKJOHP_00280","GJPDLPPO_00767","PLKMKOCD_04097","OMPAEEHE_02329","NHHFDHOA_00762","GEPIEMCB_00089","JCGPGLCM_03557","OHGDDBEJ_01434","APEDILLO_02961","ELELPFCC_00761","DCMJPIDO_01118","HEDGDFAA_03930","GHDKDIHM_02357","FECNONKH_01449"
"group_5689","","hypothetical protein",581,581,1,1,1491,NA,NA,"",347,347,347,"JAFODMFN_02053","PBDKJOHP_01259","GJPDLPPO_03219","PLKMKOCD_03542","OMPAEEHE_03042","NHHFDHOA_03753","GEPIEMCB_02473","JCGPGLCM_04043","OHGDDBEJ_01836","APEDILLO_01181","ELELPFCC_04184","DCMJPIDO_02193","HEDGDFAA_01581","GHDKDIHM_00897","FECNONKH_03636"
"lon_1","","Lon protease",581,581,1,1,4486,NA,NA,"",965,1760,1758,"JAFODMFN_00889","PBDKJOHP_04357","GJPDLPPO_03620","PLKMKOCD_03490","OMPAEEHE_00682","NHHFDHOA_01071","GEPIEMCB_03631","JCGPGLCM_00680","OHGDDBEJ_01992","APEDILLO_00908","ELELPFCC_01899","DCMJPIDO_01473","HEDGDFAA_01981","GHDKDIHM_00147","FECNONKH_00196"
"mtlR","","Mannitol operon repressor",581,581,1,1,1862,NA,NA,"",590,590,590,"JAFODMFN_02123","PBDKJOHP_01329","GJPDLPPO_04209","PLKMKOCD_00185","OMPAEEHE_02972","NHHFDHOA_01654","GEPIEMCB_02543","JCGPGLCM_03712","OHGDDBEJ_01766","APEDILLO_01251","ELELPFCC_00901","DCMJPIDO_02263","HEDGDFAA_00466","GHDKDIHM_00967","FECNONKH_00302"
"cspD","","Cold shock-like protein CspD",581,581,1,1,4347,NA,NA,"",221,221,221,"JAFODMFN_01013","PBDKJOHP_03743","GJPDLPPO_02948","PLKMKOCD_03119","OMPAEEHE_00557","NHHFDHOA_02701","GEPIEMCB_03252","JCGPGLCM_01691","OHGDDBEJ_02117","APEDILLO_00784","ELELPFCC_02023","DCMJPIDO_01349","HEDGDFAA_02755","GHDKDIHM_00023","FECNONKH_00071"
"group_5692","","hypothetical protein",581,581,1,1,3127,NA,NA,"",158,158,158,"JAFODMFN_00565","PBDKJOHP_00638","GJPDLPPO_00345","PLKMKOCD_01346","OMPAEEHE_00382","NHHFDHOA_02095","GEPIEMCB_00848","JCGPGLCM_00796","OHGDDBEJ_00107","APEDILLO_00564","ELELPFCC_03270","DCMJPIDO_00564","HEDGDFAA_00105","GHDKDIHM_01288","FECNONKH_01208"
"soxR","","Redox-sensitive transcriptional activator SoxR",581,581,1,1,2072,NA,NA,"",458,458,458,"JAFODMFN_01219","PBDKJOHP_03057","GJPDLPPO_00859","PLKMKOCD_02863","OMPAEEHE_02020","NHHFDHOA_00380","GEPIEMCB_02356","JCGPGLCM_02971","OHGDDBEJ_01052","APEDILLO_01915","ELELPFCC_00380","DCMJPIDO_01758","HEDGDFAA_02584","GHDKDIHM_00465","FECNONKH_00728"
"topB_1","","DNA topoisomerase 3",581,581,1,1,5349,NA,NA,"",1949,1949,1949,"JAFODMFN_04071","PBDKJOHP_02158","GJPDLPPO_02435","PLKMKOCD_00702","OMPAEEHE_01397","NHHFDHOA_01248","GEPIEMCB_00572","JCGPGLCM_01216","OHGDDBEJ_02337","APEDILLO_02626","ELELPFCC_02944","DCMJPIDO_03777","HEDGDFAA_00700","GHDKDIHM_01693","FECNONKH_00887"
"rtcA_2","","RNA 3'-terminal phosphate cyclase",581,581,1,1,1681,NA,NA,"",434,434,434,"JAFODMFN_02295","PBDKJOHP_01500","GJPDLPPO_02142","PLKMKOCD_00014","OMPAEEHE_02203","NHHFDHOA_01482","GEPIEMCB_02715","JCGPGLCM_01081","OHGDDBEJ_01594","APEDILLO_01422","ELELPFCC_01072","DCMJPIDO_02435","HEDGDFAA_00294","GHDKDIHM_01138","FECNONKH_00473"
"iscS","","Cysteine desulfurase IscS",581,581,1,1,4112,NA,NA,"",1214,1214,1214,"JAFODMFN_02425","PBDKJOHP_01073","GJPDLPPO_03690","PLKMKOCD_01077","OMPAEEHE_03574","NHHFDHOA_03656","GEPIEMCB_03088","JCGPGLCM_04186","OHGDDBEJ_02847","APEDILLO_01552","ELELPFCC_03717","DCMJPIDO_02565","HEDGDFAA_03088","GHDKDIHM_03665","FECNONKH_02975"
"tusE","","Sulfurtransferase TusE",581,581,1,1,4502,NA,NA,"",329,329,329,"JAFODMFN_00873","PBDKJOHP_04373","GJPDLPPO_03604","PLKMKOCD_03474","OMPAEEHE_00698","NHHFDHOA_01055","GEPIEMCB_03647","JCGPGLCM_00664","OHGDDBEJ_01976","APEDILLO_00924","ELELPFCC_01883","DCMJPIDO_01489","HEDGDFAA_01965","GHDKDIHM_00163","FECNONKH_00212"
"rnhA","","Ribonuclease HI",581,581,1,1,138,NA,NA,"",467,467,467,"JAFODMFN_03047","PBDKJOHP_03073","GJPDLPPO_04367","PLKMKOCD_04361","OMPAEEHE_00911","NHHFDHOA_03903","GEPIEMCB_01420","JCGPGLCM_03984","OHGDDBEJ_04409","APEDILLO_04274","ELELPFCC_01486","DCMJPIDO_03173","HEDGDFAA_04227","GHDKDIHM_04260","FECNONKH_02782"
"sdaA_2","","L-serine dehydratase 1",581,581,1,1,5922,NA,NA,"",1367,1367,1367,"JAFODMFN_02998","PBDKJOHP_04303","GJPDLPPO_01792","PLKMKOCD_00327","OMPAEEHE_03136","NHHFDHOA_03398","GEPIEMCB_03580","JCGPGLCM_01974","OHGDDBEJ_03241","APEDILLO_02340","ELELPFCC_02310","DCMJPIDO_03124","HEDGDFAA_02403","GHDKDIHM_03098","FECNONKH_02041"
"slyA","","Transcriptional regulator SlyA",581,581,1,1,5193,NA,NA,"",434,434,434,"JAFODMFN_03871","PBDKJOHP_02012","GJPDLPPO_03291","PLKMKOCD_02124","OMPAEEHE_01251","NHHFDHOA_01101","GEPIEMCB_00425","JCGPGLCM_01363","OHGDDBEJ_02484","APEDILLO_02773","ELELPFCC_02797","DCMJPIDO_00781","HEDGDFAA_03419","GHDKDIHM_01840","FECNONKH_04094"
"arfB","","Peptidyl-tRNA hydrolase ArfB",581,581,1,1,2348,NA,NA,"",422,422,422,"JAFODMFN_04352","PBDKJOHP_01985","GJPDLPPO_04198","PLKMKOCD_02723","OMPAEEHE_04277","NHHFDHOA_04270","GEPIEMCB_03859","JCGPGLCM_03487","OHGDDBEJ_03192","APEDILLO_02388","ELELPFCC_02592","DCMJPIDO_03594","HEDGDFAA_02527","GHDKDIHM_04056","FECNONKH_03974"
"djlA","","Co-chaperone protein DjlA",581,581,1,1,2507,NA,NA,"",812,812,812,"JAFODMFN_03581","PBDKJOHP_01831","GJPDLPPO_02573","PLKMKOCD_03412","OMPAEEHE_03353","NHHFDHOA_02911","GEPIEMCB_04521","JCGPGLCM_02245","OHGDDBEJ_03039","APEDILLO_02541","ELELPFCC_02745","DCMJPIDO_03441","HEDGDFAA_03907","GHDKDIHM_02878","FECNONKH_03801"
"kdpA","","Potassium-transporting ATPase potassium-binding subunit",581,581,1,1,295,NA,NA,"",1679,1679,1679,"JAFODMFN_03431","PBDKJOHP_04165","GJPDLPPO_04300","PLKMKOCD_03168","OMPAEEHE_04430","NHHFDHOA_02601","GEPIEMCB_01932","JCGPGLCM_04268","OHGDDBEJ_04267","APEDILLO_03027","ELELPFCC_04368","DCMJPIDO_04471","HEDGDFAA_03629","GHDKDIHM_04311","FECNONKH_04191"
"yfeX","","Dye-decolorizing peroxidase YfeX",581,581,1,1,4014,NA,NA,"",899,899,899,"JAFODMFN_02525","PBDKJOHP_02636","GJPDLPPO_01572","PLKMKOCD_00575","OMPAEEHE_01771","NHHFDHOA_01756","GEPIEMCB_02987","JCGPGLCM_02161","OHGDDBEJ_02947","APEDILLO_01652","ELELPFCC_02517","DCMJPIDO_02665","HEDGDFAA_00894","GHDKDIHM_02649","FECNONKH_02858"
"yihX","","Alpha-D-glucose 1-phosphate phosphatase YihX",581,581,1,1,2240,NA,NA,"",599,599,599,"JAFODMFN_03647","PBDKJOHP_03491","GJPDLPPO_02717","PLKMKOCD_03299","OMPAEEHE_04357","NHHFDHOA_03212","GEPIEMCB_04111","JCGPGLCM_03528","OHGDDBEJ_03388","APEDILLO_03711","ELELPFCC_03485","DCMJPIDO_03921","HEDGDFAA_02923","GHDKDIHM_04210","FECNONKH_02412"
"sufS","","Cysteine desulfurase",581,581,1,1,5269,NA,NA,"",1220,1220,1220,"JAFODMFN_03798","PBDKJOHP_02085","GJPDLPPO_03364","PLKMKOCD_02051","OMPAEEHE_01324","NHHFDHOA_01174","GEPIEMCB_00498","JCGPGLCM_01290","OHGDDBEJ_02411","APEDILLO_02700","ELELPFCC_02870","DCMJPIDO_00708","HEDGDFAA_00773","GHDKDIHM_01767","FECNONKH_00813"
"group_5707","","hypothetical protein",581,581,1,1,340,NA,NA,"",695,695,695,"JAFODMFN_03381","PBDKJOHP_03696","GJPDLPPO_02850","PLKMKOCD_01479","OMPAEEHE_03487","NHHFDHOA_02551","GEPIEMCB_01882","JCGPGLCM_02499","OHGDDBEJ_03544","APEDILLO_03077","ELELPFCC_03563","DCMJPIDO_03999","HEDGDFAA_01399","GHDKDIHM_03012","FECNONKH_02623"
"group_5708","","hypothetical protein",581,581,1,1,2553,NA,NA,"",794,794,794,"JAFODMFN_00009","PBDKJOHP_01788","GJPDLPPO_03143","PLKMKOCD_00375","OMPAEEHE_02917","NHHFDHOA_03093","GEPIEMCB_01403","JCGPGLCM_00395","OHGDDBEJ_00664","APEDILLO_00009","ELELPFCC_03180","DCMJPIDO_00009","HEDGDFAA_01337","GHDKDIHM_02569","FECNONKH_02229"
"group_5709","","hypothetical protein",581,581,1,1,1483,NA,NA,"",479,479,479,"JAFODMFN_02045","PBDKJOHP_01251","GJPDLPPO_03227","PLKMKOCD_03333","OMPAEEHE_03050","NHHFDHOA_03761","GEPIEMCB_02465","JCGPGLCM_03868","OHGDDBEJ_01844","APEDILLO_01173","ELELPFCC_04176","DCMJPIDO_02185","HEDGDFAA_01573","GHDKDIHM_00889","FECNONKH_04241"
"yghA","","putative oxidoreductase YghA",581,581,1,1,2744,NA,NA,"",884,884,884,"JAFODMFN_00194","PBDKJOHP_01605","GJPDLPPO_04093","PLKMKOCD_03668","OMPAEEHE_00011","NHHFDHOA_03349","GEPIEMCB_01219","JCGPGLCM_00212","OHGDDBEJ_00479","APEDILLO_00193","ELELPFCC_01507","DCMJPIDO_00193","HEDGDFAA_01024","GHDKDIHM_02385","FECNONKH_03930"
"group_5711","","hypothetical protein",581,581,1,1,3073,NA,NA,"",1031,1031,1031,"JAFODMFN_00612","PBDKJOHP_04529","GJPDLPPO_00392","PLKMKOCD_01393","OMPAEEHE_00429","NHHFDHOA_02142","GEPIEMCB_00801","JCGPGLCM_00749","OHGDDBEJ_00059","APEDILLO_00611","ELELPFCC_03317","DCMJPIDO_00611","HEDGDFAA_00058","GHDKDIHM_01241","FECNONKH_01255"
"holA","","DNA polymerase III subunit delta",581,581,1,1,352,NA,NA,"",1031,1031,1031,"JAFODMFN_03369","PBDKJOHP_03684","GJPDLPPO_02838","PLKMKOCD_01467","OMPAEEHE_03475","NHHFDHOA_02539","GEPIEMCB_01870","JCGPGLCM_02511","OHGDDBEJ_03556","APEDILLO_03089","ELELPFCC_03575","DCMJPIDO_04011","HEDGDFAA_01387","GHDKDIHM_03000","FECNONKH_02611"
"chaA","","Sodium-potassium/proton antiporter ChaA",581,581,1,1,4828,NA,NA,"",1100,1100,1100,"JAFODMFN_01701","PBDKJOHP_00293","GJPDLPPO_00754","PLKMKOCD_04084","OMPAEEHE_02342","NHHFDHOA_00749","GEPIEMCB_00102","JCGPGLCM_03570","OHGDDBEJ_01421","APEDILLO_02948","ELELPFCC_00748","DCMJPIDO_01105","HEDGDFAA_03943","GHDKDIHM_02344","FECNONKH_01436"
"rimO","","Ribosomal protein S12 methylthiotransferase RimO",581,581,1,1,4286,NA,NA,"",1325,1325,1325,"JAFODMFN_01069","PBDKJOHP_03799","GJPDLPPO_03004","PLKMKOCD_04025","OMPAEEHE_00501","NHHFDHOA_04581","GEPIEMCB_03308","JCGPGLCM_01747","OHGDDBEJ_02173","APEDILLO_00728","ELELPFCC_02079","DCMJPIDO_01292","HEDGDFAA_03884","GHDKDIHM_04330","FECNONKH_00015"
"lipB","","Octanoyltransferase",581,581,1,1,363,NA,NA,"",641,641,641,"JAFODMFN_03358","PBDKJOHP_03673","GJPDLPPO_02827","PLKMKOCD_01456","OMPAEEHE_03464","NHHFDHOA_02528","GEPIEMCB_01859","JCGPGLCM_02522","OHGDDBEJ_03567","APEDILLO_03100","ELELPFCC_03586","DCMJPIDO_04022","HEDGDFAA_01376","GHDKDIHM_02989","FECNONKH_02600"
"lpxD","","UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase",581,581,1,1,2363,NA,NA,"",1025,1025,1025,"JAFODMFN_04366","PBDKJOHP_01971","GJPDLPPO_04184","PLKMKOCD_02709","OMPAEEHE_04291","NHHFDHOA_04284","GEPIEMCB_03873","JCGPGLCM_03473","OHGDDBEJ_03178","APEDILLO_02402","ELELPFCC_02606","DCMJPIDO_03580","HEDGDFAA_02513","GHDKDIHM_04070","FECNONKH_03988"
"fabD","","Malonyl CoA-acyl carrier protein transacylase",581,581,1,1,5463,NA,NA,"",929,929,929,"JAFODMFN_03937","PBDKJOHP_02268","GJPDLPPO_02325","PLKMKOCD_02174","OMPAEEHE_01507","NHHFDHOA_01358","GEPIEMCB_00682","JCGPGLCM_02620","OHGDDBEJ_02227","APEDILLO_03886","ELELPFCC_03913","DCMJPIDO_03667","HEDGDFAA_01078","GHDKDIHM_01583","FECNONKH_00997"
