"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU10","SRR6310053","SRR3037435","SRR3097528","SRR15146546","SRR980326","SRR15146530","SRR8137073","SRR14766361","SRR14766414","SRR17585407","SRR5905513","NDSU12","SRR14766337","SRR27708427"
"msrQ","","Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ",581,581,1,1,1966,NA,NA,"",599,599,599,"PGKCJFEA_03685","DNOEEKHJ_04282","CKPEMOEN_04517","ALLEBCBP_04383","NAPOKNNJ_04428","ICDMIJBP_04524","MNLBAKIA_04486","JJPGFOPI_03992","MGNDMLEC_04449","CBFLKJKM_04540","MAIOMPIG_04493","JLGLOGEO_04305","KMJDPIGG_04474","FHGKKJNF_03090","LBMEENEJ_03898"
"pyrI","","Aspartate carbamoyltransferase regulatory chain",581,581,1,1,6090,NA,NA,"",461,461,461,"PGKCJFEA_02247","DNOEEKHJ_01697","CKPEMOEN_01405","ALLEBCBP_01953","NAPOKNNJ_02580","ICDMIJBP_03395","MNLBAKIA_01389","JJPGFOPI_01662","MGNDMLEC_01072","CBFLKJKM_02040","MAIOMPIG_01363","JLGLOGEO_04285","KMJDPIGG_02287","FHGKKJNF_01545","LBMEENEJ_01981"
"group_5802","","hypothetical protein",581,581,1,1,1945,NA,NA,"",665,665,665,"PGKCJFEA_03664","DNOEEKHJ_04261","CKPEMOEN_04496","ALLEBCBP_04404","NAPOKNNJ_04449","ICDMIJBP_04545","MNLBAKIA_04507","JJPGFOPI_03971","MGNDMLEC_04470","CBFLKJKM_04561","MAIOMPIG_04472","JLGLOGEO_04635","KMJDPIGG_04453","FHGKKJNF_04526","LBMEENEJ_03919"
"pgl","","6-phosphogluconolactonase",581,581,1,1,4213,NA,NA,"",995,995,995,"PGKCJFEA_01560","DNOEEKHJ_02224","CKPEMOEN_04315","ALLEBCBP_04090","NAPOKNNJ_01815","ICDMIJBP_02153","MNLBAKIA_00687","JJPGFOPI_03497","MGNDMLEC_00018","CBFLKJKM_04309","MAIOMPIG_01136","JLGLOGEO_03627","KMJDPIGG_04395","FHGKKJNF_01884","LBMEENEJ_03091"
"group_5804","","hypothetical protein",581,581,1,1,1464,NA,NA,"",452,452,452,"PGKCJFEA_01314","DNOEEKHJ_01056","CKPEMOEN_01954","ALLEBCBP_00648","NAPOKNNJ_01859","ICDMIJBP_00695","MNLBAKIA_02030","JJPGFOPI_02967","MGNDMLEC_01308","CBFLKJKM_00434","MAIOMPIG_02031","JLGLOGEO_03528","KMJDPIGG_02862","FHGKKJNF_02648","LBMEENEJ_03721"
"yhbY","","RNA-binding protein YhbY",581,581,1,1,2601,NA,NA,"",332,332,332,"PGKCJFEA_00884","DNOEEKHJ_00055","CKPEMOEN_00877","ALLEBCBP_02781","NAPOKNNJ_01292","ICDMIJBP_00613","MNLBAKIA_00614","JJPGFOPI_00624","MGNDMLEC_02401","CBFLKJKM_02767","MAIOMPIG_00056","JLGLOGEO_03033","KMJDPIGG_00898","FHGKKJNF_00868","LBMEENEJ_00349"
"yidC","","Membrane protein insertase YidC",581,581,1,1,1407,NA,NA,"",1646,1646,1646,"PGKCJFEA_02652","DNOEEKHJ_04181","CKPEMOEN_04126","ALLEBCBP_03992","NAPOKNNJ_04182","ICDMIJBP_04429","MNLBAKIA_04309","JJPGFOPI_03218","MGNDMLEC_03968","CBFLKJKM_04158","MAIOMPIG_04334","JLGLOGEO_03401","KMJDPIGG_04356","FHGKKJNF_01356","LBMEENEJ_02914"
"draG","","ADP-ribosyl-[dinitrogen reductase] glycohydrolase",581,581,1,1,5863,NA,NA,"",1004,1004,1004,"PGKCJFEA_01019","DNOEEKHJ_03207","CKPEMOEN_03488","ALLEBCBP_02363","NAPOKNNJ_02910","ICDMIJBP_03066","MNLBAKIA_03489","JJPGFOPI_00891","MGNDMLEC_03097","CBFLKJKM_03216","MAIOMPIG_03492","JLGLOGEO_01660","KMJDPIGG_03379","FHGKKJNF_01172","LBMEENEJ_03217"
"rhaR_7","","HTH-type transcriptional activator RhaR",581,581,1,1,2268,NA,NA,"",848,848,848,"PGKCJFEA_02008","DNOEEKHJ_03325","CKPEMOEN_03641","ALLEBCBP_03596","NAPOKNNJ_03893","ICDMIJBP_04054","MNLBAKIA_04142","JJPGFOPI_01306","MGNDMLEC_04193","CBFLKJKM_03676","MAIOMPIG_03946","JLGLOGEO_03830","KMJDPIGG_04140","FHGKKJNF_01959","LBMEENEJ_02383"
"creD_2","","Inner membrane protein CreD",581,581,1,1,73,NA,NA,"",227,227,227,"PGKCJFEA_03197","DNOEEKHJ_01553","CKPEMOEN_01549","ALLEBCBP_03344","NAPOKNNJ_04008","ICDMIJBP_03930","MNLBAKIA_01532","JJPGFOPI_02561","MGNDMLEC_01216","CBFLKJKM_01896","MAIOMPIG_01219","JLGLOGEO_01331","KMJDPIGG_02143","FHGKKJNF_01073","LBMEENEJ_01793"
"group_5810","","hypothetical protein",581,581,1,1,4509,NA,NA,"",110,110,110,"PGKCJFEA_01773","DNOEEKHJ_02495","CKPEMOEN_00625","ALLEBCBP_00040","NAPOKNNJ_01544","ICDMIJBP_01882","MNLBAKIA_00958","JJPGFOPI_01183","MGNDMLEC_00289","CBFLKJKM_03041","MAIOMPIG_00865","JLGLOGEO_02850","KMJDPIGG_03691","FHGKKJNF_01435","LBMEENEJ_00499"
"argA","","Amino-acid acetyltransferase",581,581,1,1,2915,NA,NA,"",1331,1331,1331,"PGKCJFEA_02485","DNOEEKHJ_00360","CKPEMOEN_01181","ALLEBCBP_01199","NAPOKNNJ_00988","ICDMIJBP_00309","MNLBAKIA_00310","JJPGFOPI_02307","MGNDMLEC_02314","CBFLKJKM_01169","MAIOMPIG_00360","JLGLOGEO_00837","KMJDPIGG_01202","FHGKKJNF_01310","LBMEENEJ_00045"
"group_5812","","hypothetical protein",581,581,1,1,2260,NA,NA,"",659,659,659,"PGKCJFEA_02016","DNOEEKHJ_03317","CKPEMOEN_03633","ALLEBCBP_03588","NAPOKNNJ_03885","ICDMIJBP_04046","MNLBAKIA_04150","JJPGFOPI_01298","MGNDMLEC_04185","CBFLKJKM_03668","MAIOMPIG_03938","JLGLOGEO_03838","KMJDPIGG_04132","FHGKKJNF_01967","LBMEENEJ_02375"
"rspB_2","","Starvation-sensing protein RspB",581,581,1,1,5124,NA,NA,"",464,464,464,"PGKCJFEA_03327","DNOEEKHJ_01444","CKPEMOEN_00364","ALLEBCBP_00605","NAPOKNNJ_00381","ICDMIJBP_01125","MNLBAKIA_01641","JJPGFOPI_02645","MGNDMLEC_00849","CBFLKJKM_00364","MAIOMPIG_01642","JLGLOGEO_03458","KMJDPIGG_00363","FHGKKJNF_01214","LBMEENEJ_03002"
"group_5814","","hypothetical protein",581,581,1,1,4925,NA,NA,"",929,929,929,"PGKCJFEA_00664","DNOEEKHJ_01277","CKPEMOEN_00196","ALLEBCBP_00437","NAPOKNNJ_00549","ICDMIJBP_01293","MNLBAKIA_01809","JJPGFOPI_02191","MGNDMLEC_00681","CBFLKJKM_00196","MAIOMPIG_01811","JLGLOGEO_00449","KMJDPIGG_00195","FHGKKJNF_03693","LBMEENEJ_00943"
"frlD","","Fructosamine kinase FrlD",581,581,1,1,1765,NA,NA,"",845,845,845,"PGKCJFEA_02929","DNOEEKHJ_00869","CKPEMOEN_01768","ALLEBCBP_00834","NAPOKNNJ_02045","ICDMIJBP_00881","MNLBAKIA_02216","JJPGFOPI_00117","MGNDMLEC_01494","CBFLKJKM_00620","MAIOMPIG_02218","JLGLOGEO_00142","KMJDPIGG_02675","FHGKKJNF_00043","LBMEENEJ_00739"
"sauU_3","","putative sulfoacetate transporter SauU",581,581,1,1,1415,NA,NA,"",1262,1262,1262,"PGKCJFEA_02644","DNOEEKHJ_04189","CKPEMOEN_04118","ALLEBCBP_03984","NAPOKNNJ_04174","ICDMIJBP_04437","MNLBAKIA_04301","JJPGFOPI_03210","MGNDMLEC_03976","CBFLKJKM_04150","MAIOMPIG_04326","JLGLOGEO_03409","KMJDPIGG_04364","FHGKKJNF_01348","LBMEENEJ_02906"
"fliM","","Flagellar motor switch protein FliM",581,581,1,1,4619,NA,NA,"",1004,1004,1004,"PGKCJFEA_01606","DNOEEKHJ_03676","CKPEMOEN_00722","ALLEBCBP_00137","NAPOKNNJ_01447","ICDMIJBP_04199","MNLBAKIA_01055","JJPGFOPI_02470","MGNDMLEC_00386","CBFLKJKM_04119","MAIOMPIG_00768","JLGLOGEO_01920","KMJDPIGG_03998","FHGKKJNF_00410","LBMEENEJ_00597"
"rnc","","Ribonuclease 3",581,581,1,1,4074,NA,NA,"",737,737,737,"PGKCJFEA_00525","DNOEEKHJ_03934","CKPEMOEN_02319","ALLEBCBP_03516","NAPOKNNJ_03448","ICDMIJBP_01824","MNLBAKIA_02707","JJPGFOPI_02834","MGNDMLEC_01984","CBFLKJKM_00794","MAIOMPIG_02706","JLGLOGEO_00777","KMJDPIGG_02910","FHGKKJNF_02510","LBMEENEJ_03501"
"atpF","","ATP synthase subunit b",581,581,1,1,1381,NA,NA,"",470,470,470,"PGKCJFEA_02677","DNOEEKHJ_04156","CKPEMOEN_04151","ALLEBCBP_04017","NAPOKNNJ_04207","ICDMIJBP_04404","MNLBAKIA_04334","JJPGFOPI_03243","MGNDMLEC_03943","CBFLKJKM_04183","MAIOMPIG_04359","JLGLOGEO_03376","KMJDPIGG_04331","FHGKKJNF_01381","LBMEENEJ_02939"
"group_5820","","hypothetical protein",581,581,1,1,2017,NA,NA,"",272,272,272,"PGKCJFEA_04398","DNOEEKHJ_04215","CKPEMOEN_04375","ALLEBCBP_04119","NAPOKNNJ_02802","ICDMIJBP_03173","MNLBAKIA_01167","JJPGFOPI_03557","MGNDMLEC_04084","CBFLKJKM_03861","MAIOMPIG_01585","JLGLOGEO_03760","KMJDPIGG_02509","FHGKKJNF_03997","LBMEENEJ_03336"
"group_5821","","hypothetical protein",581,581,1,1,1616,NA,NA,"",200,200,200,"PGKCJFEA_04214","DNOEEKHJ_00726","CKPEMOEN_01625","ALLEBCBP_00977","NAPOKNNJ_02188","ICDMIJBP_01024","MNLBAKIA_02359","JJPGFOPI_00260","MGNDMLEC_01637","CBFLKJKM_00762","MAIOMPIG_02360","JLGLOGEO_00285","KMJDPIGG_02532","FHGKKJNF_00186","LBMEENEJ_00882"
"ycjG","","L-Ala-D/L-Glu epimerase",581,581,1,1,4922,NA,NA,"",965,965,965,"PGKCJFEA_00667","DNOEEKHJ_01274","CKPEMOEN_00193","ALLEBCBP_00434","NAPOKNNJ_00552","ICDMIJBP_01296","MNLBAKIA_01812","JJPGFOPI_02194","MGNDMLEC_00678","CBFLKJKM_00193","MAIOMPIG_01814","JLGLOGEO_00446","KMJDPIGG_00192","FHGKKJNF_03696","LBMEENEJ_00940"
"gloC","","Hydroxyacylglutathione hydrolase GloC",581,581,1,1,4402,NA,NA,"",647,647,647,"PGKCJFEA_03367","DNOEEKHJ_02398","CKPEMOEN_00528","ALLEBCBP_03041","NAPOKNNJ_01641","ICDMIJBP_01979","MNLBAKIA_00861","JJPGFOPI_04083","MGNDMLEC_00192","CBFLKJKM_02944","MAIOMPIG_00962","JLGLOGEO_01499","KMJDPIGG_03594","FHGKKJNF_03366","LBMEENEJ_02220"
"clpB","","Chaperone protein ClpB",581,581,1,1,3007,NA,NA,"",2573,2573,2573,"PGKCJFEA_02910","DNOEEKHJ_00668","CKPEMOEN_02972","ALLEBCBP_04166","NAPOKNNJ_04291","ICDMIJBP_00001","MNLBAKIA_00001","JJPGFOPI_04318","MGNDMLEC_02006","CBFLKJKM_01477","MAIOMPIG_00668","JLGLOGEO_02677","KMJDPIGG_01510","FHGKKJNF_03868","LBMEENEJ_04390"
"yedR","","Inner membrane protein YedR",581,581,1,1,4600,NA,NA,"",311,311,311,"PGKCJFEA_01589","DNOEEKHJ_03659","CKPEMOEN_00705","ALLEBCBP_00120","NAPOKNNJ_01464","ICDMIJBP_04182","MNLBAKIA_01038","JJPGFOPI_02487","MGNDMLEC_00369","CBFLKJKM_04136","MAIOMPIG_00785","JLGLOGEO_01903","KMJDPIGG_04015","FHGKKJNF_00393","LBMEENEJ_00580"
"group_5826","","hypothetical protein",581,581,1,1,1950,NA,NA,"",266,266,266,"PGKCJFEA_03669","DNOEEKHJ_04266","CKPEMOEN_04501","ALLEBCBP_04399","NAPOKNNJ_04444","ICDMIJBP_04540","MNLBAKIA_04502","JJPGFOPI_03976","MGNDMLEC_04465","CBFLKJKM_04556","MAIOMPIG_04477","JLGLOGEO_04321","KMJDPIGG_04458","FHGKKJNF_03074","LBMEENEJ_03914"
"ybjN","","putative protein YbjN",581,581,1,1,4314,NA,NA,"",476,476,476,"PGKCJFEA_00377","DNOEEKHJ_02319","CKPEMOEN_00449","ALLEBCBP_02962","NAPOKNNJ_01720","ICDMIJBP_02058","MNLBAKIA_00782","JJPGFOPI_03803","MGNDMLEC_00113","CBFLKJKM_02864","MAIOMPIG_01041","JLGLOGEO_01578","KMJDPIGG_03515","FHGKKJNF_03581","LBMEENEJ_02299"
"rtcA_1","","RNA 3'-terminal phosphate cyclase",581,581,1,1,1682,NA,NA,"",572,572,572,"PGKCJFEA_02531","DNOEEKHJ_00788","CKPEMOEN_01687","ALLEBCBP_00915","NAPOKNNJ_02126","ICDMIJBP_00962","MNLBAKIA_02297","JJPGFOPI_00198","MGNDMLEC_01575","CBFLKJKM_00700","MAIOMPIG_02298","JLGLOGEO_00223","KMJDPIGG_02594","FHGKKJNF_00124","LBMEENEJ_00820"
"iolU","","scyllo-inositol 2-dehydrogenase (NADP(+)) IolU",581,581,1,1,2675,NA,NA,"",998,998,998,"PGKCJFEA_00814","DNOEEKHJ_00126","CKPEMOEN_00947","ALLEBCBP_02851","NAPOKNNJ_01222","ICDMIJBP_00543","MNLBAKIA_00544","JJPGFOPI_00694","MGNDMLEC_02471","CBFLKJKM_02697","MAIOMPIG_00126","JLGLOGEO_03920","KMJDPIGG_00968","FHGKKJNF_04016","LBMEENEJ_00279"
"mutS2","","Endonuclease MutS2",581,581,1,1,3947,NA,NA,"",551,551,551,"PGKCJFEA_03793","DNOEEKHJ_02980","CKPEMOEN_02112","ALLEBCBP_02627","NAPOKNNJ_03798","ICDMIJBP_01619","MNLBAKIA_02501","JJPGFOPI_03442","MGNDMLEC_01779","CBFLKJKM_00999","MAIOMPIG_02502","JLGLOGEO_02347","KMJDPIGG_03115","FHGKKJNF_00336","LBMEENEJ_04535"
"folE","","GTP cyclohydrolase 1",581,581,1,1,5919,NA,NA,"",668,668,668,"PGKCJFEA_01071","DNOEEKHJ_03155","CKPEMOEN_03540","ALLEBCBP_02311","NAPOKNNJ_02858","ICDMIJBP_03118","MNLBAKIA_03437","JJPGFOPI_00839","MGNDMLEC_03045","CBFLKJKM_03164","MAIOMPIG_03440","JLGLOGEO_01712","KMJDPIGG_03431","FHGKKJNF_01119","LBMEENEJ_04241"
"group_5832","","hypothetical protein",581,581,1,1,2291,NA,NA,"",350,350,350,"PGKCJFEA_01987","DNOEEKHJ_03346","CKPEMOEN_03662","ALLEBCBP_03617","NAPOKNNJ_03914","ICDMIJBP_04075","MNLBAKIA_04121","JJPGFOPI_01327","MGNDMLEC_04214","CBFLKJKM_03697","MAIOMPIG_03967","JLGLOGEO_03206","KMJDPIGG_04161","FHGKKJNF_02801","LBMEENEJ_02404"
"galM","","Aldose 1-epimerase",581,581,1,1,4200,NA,NA,"",1040,1040,1040,"PGKCJFEA_01572","DNOEEKHJ_02212","CKPEMOEN_04327","ALLEBCBP_04102","NAPOKNNJ_01827","ICDMIJBP_02165","MNLBAKIA_00675","JJPGFOPI_03509","MGNDMLEC_00006","CBFLKJKM_04297","MAIOMPIG_01148","JLGLOGEO_03639","KMJDPIGG_04383","FHGKKJNF_01896","LBMEENEJ_03103"
"eutS","","Ethanolamine utilization protein EutS",581,581,1,1,4038,NA,NA,"",335,335,335,"PGKCJFEA_01499","DNOEEKHJ_02888","CKPEMOEN_02204","ALLEBCBP_02719","NAPOKNNJ_03334","ICDMIJBP_01711","MNLBAKIA_02593","JJPGFOPI_01612","MGNDMLEC_01871","CBFLKJKM_00907","MAIOMPIG_02593","JLGLOGEO_00663","KMJDPIGG_03023","FHGKKJNF_00244","LBMEENEJ_02134"
"dld","","Quinone-dependent D-lactate dehydrogenase",581,581,1,1,5892,NA,NA,"",1730,1730,1730,"PGKCJFEA_01044","DNOEEKHJ_03182","CKPEMOEN_03513","ALLEBCBP_02338","NAPOKNNJ_02885","ICDMIJBP_03091","MNLBAKIA_03464","JJPGFOPI_00866","MGNDMLEC_03072","CBFLKJKM_03191","MAIOMPIG_03467","JLGLOGEO_01685","KMJDPIGG_03404","FHGKKJNF_01146","LBMEENEJ_03242"
"tolR","","Tol-Pal system protein TolR",581,581,1,1,269,NA,NA,"",428,428,428,"PGKCJFEA_03480","DNOEEKHJ_04649","CKPEMOEN_04407","ALLEBCBP_04278","NAPOKNNJ_03647","ICDMIJBP_03642","MNLBAKIA_03881","JJPGFOPI_04412","MGNDMLEC_04272","CBFLKJKM_04435","MAIOMPIG_03717","JLGLOGEO_04067","KMJDPIGG_02058","FHGKKJNF_04110","LBMEENEJ_03813"
"mdaB","","NADPH:quinone oxidoreductase MdaB",581,581,1,1,2718,NA,NA,"",581,581,581,"PGKCJFEA_00770","DNOEEKHJ_00170","CKPEMOEN_00991","ALLEBCBP_02895","NAPOKNNJ_01178","ICDMIJBP_00499","MNLBAKIA_00500","JJPGFOPI_00738","MGNDMLEC_02515","CBFLKJKM_02653","MAIOMPIG_00170","JLGLOGEO_04433","KMJDPIGG_01012","FHGKKJNF_03831","LBMEENEJ_00235"
"sgbH","","3-keto-L-gulonate-6-phosphate decarboxylase SgbH",581,581,1,1,1850,NA,NA,"",662,662,662,"PGKCJFEA_01423","DNOEEKHJ_00947","CKPEMOEN_01845","ALLEBCBP_00757","NAPOKNNJ_01968","ICDMIJBP_00804","MNLBAKIA_02139","JJPGFOPI_00040","MGNDMLEC_01417","CBFLKJKM_00543","MAIOMPIG_02140","JLGLOGEO_00064","KMJDPIGG_02753","FHGKKJNF_02353","LBMEENEJ_03760"
"pdxY_2","","Pyridoxal kinase PdxY",581,581,1,1,5186,NA,NA,"",521,521,521,"PGKCJFEA_03147","DNOEEKHJ_02829","CKPEMOEN_02669","ALLEBCBP_01766","NAPOKNNJ_00326","ICDMIJBP_02830","MNLBAKIA_03069","JJPGFOPI_03685","MGNDMLEC_02990","CBFLKJKM_02490","MAIOMPIG_03385","JLGLOGEO_01048","KMJDPIGG_00418","FHGKKJNF_02177","LBMEENEJ_01263"
"yccJ","","putative protein YccJ",581,581,1,1,4540,NA,NA,"",227,227,227,"PGKCJFEA_01748","DNOEEKHJ_04606","CKPEMOEN_00650","ALLEBCBP_00065","NAPOKNNJ_01519","ICDMIJBP_01857","MNLBAKIA_00983","JJPGFOPI_01208","MGNDMLEC_00314","CBFLKJKM_03066","MAIOMPIG_00840","JLGLOGEO_02825","KMJDPIGG_04070","FHGKKJNF_01460","LBMEENEJ_00524"
"dgkA","","Diacylglycerol kinase",581,581,1,1,2041,NA,NA,"",368,368,368,"PGKCJFEA_03554","DNOEEKHJ_04238","CKPEMOEN_04352","ALLEBCBP_04142","NAPOKNNJ_02779","ICDMIJBP_03196","MNLBAKIA_01190","JJPGFOPI_03534","MGNDMLEC_04107","CBFLKJKM_03838","MAIOMPIG_01562","JLGLOGEO_03737","KMJDPIGG_02486","FHGKKJNF_02982","LBMEENEJ_03313"
"group_5842","","hypothetical protein",581,581,1,1,4939,NA,NA,"",686,686,686,"PGKCJFEA_00651","DNOEEKHJ_01290","CKPEMOEN_00209","ALLEBCBP_00450","NAPOKNNJ_00536","ICDMIJBP_01280","MNLBAKIA_01796","JJPGFOPI_02178","MGNDMLEC_00694","CBFLKJKM_00209","MAIOMPIG_01798","JLGLOGEO_00462","KMJDPIGG_00208","FHGKKJNF_03237","LBMEENEJ_00956"
"group_5843","","hypothetical protein",581,581,1,1,5768,NA,NA,"",1403,1403,1403,"PGKCJFEA_00973","DNOEEKHJ_03253","CKPEMOEN_03442","ALLEBCBP_02409","NAPOKNNJ_02956","ICDMIJBP_03020","MNLBAKIA_03535","JJPGFOPI_00937","MGNDMLEC_03143","CBFLKJKM_03263","MAIOMPIG_03538","JLGLOGEO_01614","KMJDPIGG_03333","FHGKKJNF_02276","LBMEENEJ_04057"
"ydgC","","Inner membrane protein YdgC",581,581,1,1,5160,NA,NA,"",326,326,326,"PGKCJFEA_03123","DNOEEKHJ_01475","CKPEMOEN_00395","ALLEBCBP_04420","NAPOKNNJ_00350","ICDMIJBP_01094","MNLBAKIA_01610","JJPGFOPI_02614","MGNDMLEC_00880","CBFLKJKM_00395","MAIOMPIG_01610","JLGLOGEO_03489","KMJDPIGG_00394","FHGKKJNF_01183","LBMEENEJ_02971"
"wrbA","","NAD(P)H dehydrogenase (quinone)",581,581,1,1,4541,NA,NA,"",596,596,596,"PGKCJFEA_01747","DNOEEKHJ_04605","CKPEMOEN_00651","ALLEBCBP_00066","NAPOKNNJ_01518","ICDMIJBP_01856","MNLBAKIA_00984","JJPGFOPI_01209","MGNDMLEC_00315","CBFLKJKM_03067","MAIOMPIG_00839","JLGLOGEO_02824","KMJDPIGG_04069","FHGKKJNF_01461","LBMEENEJ_00525"
"cbiK","","Sirohydrochlorin cobaltochelatase",581,581,1,1,5684,NA,NA,"",794,794,794,"PGKCJFEA_03963","DNOEEKHJ_03987","CKPEMOEN_03934","ALLEBCBP_02485","NAPOKNNJ_03032","ICDMIJBP_02944","MNLBAKIA_03611","JJPGFOPI_03085","MGNDMLEC_03219","CBFLKJKM_03339","MAIOMPIG_03614","JLGLOGEO_03686","KMJDPIGG_03257","FHGKKJNF_03186","LBMEENEJ_02686"
"pncA","","Nicotinamidase",581,581,1,1,5355,NA,NA,"",656,656,656,"PGKCJFEA_01122","DNOEEKHJ_02670","CKPEMOEN_02510","ALLEBCBP_01608","NAPOKNNJ_00167","ICDMIJBP_02670","MNLBAKIA_03228","JJPGFOPI_01801","MGNDMLEC_02831","CBFLKJKM_02331","MAIOMPIG_03226","JLGLOGEO_01207","KMJDPIGG_00577","FHGKKJNF_03416","LBMEENEJ_01421"
"ansB_2","","L-asparaginase",581,581,1,1,1763,NA,NA,"",1043,1043,1043,"PGKCJFEA_02927","DNOEEKHJ_00867","CKPEMOEN_01766","ALLEBCBP_00836","NAPOKNNJ_02047","ICDMIJBP_00883","MNLBAKIA_02218","JJPGFOPI_00119","MGNDMLEC_01496","CBFLKJKM_00622","MAIOMPIG_02220","JLGLOGEO_00144","KMJDPIGG_02673","FHGKKJNF_00045","LBMEENEJ_00741"
"yhcB","","Inner membrane protein YhcB",581,581,1,1,2549,NA,NA,"",398,398,398,"PGKCJFEA_00935","DNOEEKHJ_00005","CKPEMOEN_00826","ALLEBCBP_02731","NAPOKNNJ_01343","ICDMIJBP_00664","MNLBAKIA_00665","JJPGFOPI_00573","MGNDMLEC_02350","CBFLKJKM_02818","MAIOMPIG_00005","JLGLOGEO_03084","KMJDPIGG_00847","FHGKKJNF_00918","LBMEENEJ_00400"
"ftnA_1","","Bacterial non-heme ferritin",581,581,1,1,4656,NA,NA,"",338,497,496,"PGKCJFEA_01644","DNOEEKHJ_03714","CKPEMOEN_00760","ALLEBCBP_00175","NAPOKNNJ_01409","ICDMIJBP_04236","MNLBAKIA_01093","JJPGFOPI_02432","MGNDMLEC_00424","CBFLKJKM_04081","MAIOMPIG_00730","JLGLOGEO_01958","KMJDPIGG_03960","FHGKKJNF_00448","LBMEENEJ_00635"
"fucA","","L-fuculose phosphate aldolase",581,581,1,1,2932,NA,NA,"",647,647,647,"PGKCJFEA_02466","DNOEEKHJ_00379","CKPEMOEN_01200","ALLEBCBP_01219","NAPOKNNJ_00969","ICDMIJBP_00290","MNLBAKIA_00290","JJPGFOPI_02288","MGNDMLEC_02295","CBFLKJKM_01188","MAIOMPIG_00379","JLGLOGEO_00856","KMJDPIGG_01221","FHGKKJNF_01291","LBMEENEJ_00026"
"flgF","","Flagellar basal-body rod protein FlgF",581,581,1,1,5481,NA,NA,"",755,755,755,"PGKCJFEA_01244","DNOEEKHJ_02548","CKPEMOEN_02388","ALLEBCBP_01486","NAPOKNNJ_00045","ICDMIJBP_02548","MNLBAKIA_03350","JJPGFOPI_02766","MGNDMLEC_02709","CBFLKJKM_02209","MAIOMPIG_03104","JLGLOGEO_03124","KMJDPIGG_00699","FHGKKJNF_01803","LBMEENEJ_02588"
"pduV_1","","Propanediol utilization protein PduV",581,581,1,1,4037,NA,NA,"",479,479,479,"PGKCJFEA_01498","DNOEEKHJ_02889","CKPEMOEN_02203","ALLEBCBP_02718","NAPOKNNJ_03333","ICDMIJBP_01710","MNLBAKIA_02592","JJPGFOPI_01611","MGNDMLEC_01870","CBFLKJKM_00908","MAIOMPIG_02592","JLGLOGEO_00662","KMJDPIGG_03024","FHGKKJNF_00245","LBMEENEJ_02135"
"hslJ","","Heat shock protein HslJ",581,581,1,1,4959,NA,NA,"",410,410,410,"PGKCJFEA_00635","DNOEEKHJ_01306","CKPEMOEN_00225","ALLEBCBP_00466","NAPOKNNJ_00520","ICDMIJBP_01264","MNLBAKIA_01780","JJPGFOPI_02162","MGNDMLEC_00710","CBFLKJKM_00225","MAIOMPIG_01782","JLGLOGEO_00478","KMJDPIGG_00224","FHGKKJNF_03221","LBMEENEJ_00972"
"flgC","","Flagellar basal-body rod protein FlgC",581,581,1,1,5484,NA,NA,"",404,404,404,"PGKCJFEA_01247","DNOEEKHJ_02545","CKPEMOEN_02385","ALLEBCBP_01483","NAPOKNNJ_00042","ICDMIJBP_02545","MNLBAKIA_03353","JJPGFOPI_02769","MGNDMLEC_02706","CBFLKJKM_02206","MAIOMPIG_03101","JLGLOGEO_03121","KMJDPIGG_00702","FHGKKJNF_01806","LBMEENEJ_02591"
"yicI","","Alpha-xylosidase",581,581,1,1,1928,NA,NA,"",2318,2318,2318,"PGKCJFEA_01349","DNOEEKHJ_01021","CKPEMOEN_01919","ALLEBCBP_00683","NAPOKNNJ_01894","ICDMIJBP_00730","MNLBAKIA_02065","JJPGFOPI_02932","MGNDMLEC_01343","CBFLKJKM_00469","MAIOMPIG_02066","JLGLOGEO_03563","KMJDPIGG_02827","FHGKKJNF_03564","LBMEENEJ_03999"
"ulaF","","L-ribulose-5-phosphate 4-epimerase UlaF",581,581,1,1,6035,NA,NA,"",686,686,686,"PGKCJFEA_02299","DNOEEKHJ_01749","CKPEMOEN_01353","ALLEBCBP_01901","NAPOKNNJ_02632","ICDMIJBP_03343","MNLBAKIA_01337","JJPGFOPI_01714","MGNDMLEC_01020","CBFLKJKM_02092","MAIOMPIG_01415","JLGLOGEO_01876","KMJDPIGG_02339","FHGKKJNF_01597","LBMEENEJ_01928"
"gltK","","Glutamate/aspartate import permease protein GltK",581,581,1,1,334,NA,NA,"",674,674,674,"PGKCJFEA_03092","DNOEEKHJ_03516","CKPEMOEN_03765","ALLEBCBP_03703","NAPOKNNJ_03577","ICDMIJBP_03712","MNLBAKIA_03951","JJPGFOPI_01492","MGNDMLEC_03727","CBFLKJKM_03913","MAIOMPIG_03787","JLGLOGEO_02175","KMJDPIGG_01987","FHGKKJNF_02588","LBMEENEJ_01628"
