"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR28262169","SRR14766389","SRR10257879","SRR1299304","NDSU1","SRR28323368","SRR3000888","SRR9016907","SRR14766457","SRR14766402","SRR14766350","SRR19512134","NDSU22","SRR3037436","SRR27779118"
"yehD","","putative fimbrial-like protein YehD",581,581,1,1,5875,NA,NA,"",425,533,532,"ANCOLAMI_03609","JNEDFIJH_04400","OBCHFKCE_01951","NEANDPFB_03560","GEPIEMCB_03534","FCMCIBEK_03571","HAJGLMEJ_02086","BONMBINM_01503","GIBMOCCN_02394","IEMKGCAE_02772","KNJLKBEO_04243","NHCEEELK_03660","DLEGJOHP_03542","PEJBPJLM_03285","KJDDDPDM_02651"
"yehR","","putative lipoprotein YehR",581,581,1,1,5880,NA,NA,"",410,458,457,"ANCOLAMI_03613","JNEDFIJH_02711","OBCHFKCE_01947","NEANDPFB_03556","GEPIEMCB_03538","FCMCIBEK_03575","HAJGLMEJ_02082","BONMBINM_01507","GIBMOCCN_02398","IEMKGCAE_02776","KNJLKBEO_04239","NHCEEELK_03664","DLEGJOHP_03538","PEJBPJLM_03289","KJDDDPDM_02655"
"btsS","","Sensor histidine kinase BtsS",581,581,1,1,5884,NA,NA,"",1613,1685,1684,"ANCOLAMI_03617","JNEDFIJH_02715","OBCHFKCE_01943","NEANDPFB_03552","GEPIEMCB_03542","FCMCIBEK_03579","HAJGLMEJ_02078","BONMBINM_01511","GIBMOCCN_02402","IEMKGCAE_02780","KNJLKBEO_04235","NHCEEELK_03668","DLEGJOHP_03534","PEJBPJLM_03293","KJDDDPDM_02659"
"mlrA_3","","HTH-type transcriptional regulator MlrA",581,581,1,1,5885,NA,NA,"",332,731,729,"ANCOLAMI_03618","JNEDFIJH_02716","OBCHFKCE_01942","NEANDPFB_03551","GEPIEMCB_03543","FCMCIBEK_03580","HAJGLMEJ_02077","BONMBINM_01512","GIBMOCCN_02403","IEMKGCAE_02781","KNJLKBEO_04234","NHCEEELK_03669","DLEGJOHP_03533","PEJBPJLM_03294","KJDDDPDM_02660"
"preA","","NAD-dependent dihydropyrimidine dehydrogenase subunit PreA",581,581,1,1,5911,NA,NA,"",152,1235,1233,"ANCOLAMI_03644","JNEDFIJH_02742","OBCHFKCE_01916","NEANDPFB_03525","GEPIEMCB_03569","FCMCIBEK_03606","HAJGLMEJ_02051","BONMBINM_01538","GIBMOCCN_02429","IEMKGCAE_02807","KNJLKBEO_03749","NHCEEELK_03695","DLEGJOHP_03507","PEJBPJLM_03320","KJDDDPDM_02686"
"ycbX","","putative protein YcbX",581,581,1,1,4479,NA,NA,"",1067,1109,1108,"ANCOLAMI_01638","JNEDFIJH_01986","OBCHFKCE_03833","NEANDPFB_01007","GEPIEMCB_03624","FCMCIBEK_01598","HAJGLMEJ_01485","BONMBINM_03466","GIBMOCCN_00166","IEMKGCAE_03490","KNJLKBEO_00954","NHCEEELK_00927","DLEGJOHP_04381","PEJBPJLM_00897","KJDDDPDM_04477"
"rlmL","","Ribosomal RNA large subunit methyltransferase K/L",581,581,1,1,4480,NA,NA,"",1832,2108,2107,"ANCOLAMI_01637","JNEDFIJH_01987","OBCHFKCE_03832","NEANDPFB_01006","GEPIEMCB_03625","FCMCIBEK_01597","HAJGLMEJ_01486","BONMBINM_03467","GIBMOCCN_00165","IEMKGCAE_03491","KNJLKBEO_00955","NHCEEELK_00928","DLEGJOHP_04380","PEJBPJLM_00896","KJDDDPDM_04476"
"uup","","ABC transporter ATP-binding protein uup",581,581,1,1,4481,NA,NA,"",1868,1907,1906,"ANCOLAMI_01636","JNEDFIJH_01988","OBCHFKCE_03831","NEANDPFB_01005","GEPIEMCB_03626","FCMCIBEK_01596","HAJGLMEJ_01487","BONMBINM_03468","GIBMOCCN_00164","IEMKGCAE_03492","KNJLKBEO_00956","NHCEEELK_00929","DLEGJOHP_04379","PEJBPJLM_00895","KJDDDPDM_04475"
"yccS","","Inner membrane protein YccS",581,581,1,1,4491,NA,NA,"",1202,2153,2151,"ANCOLAMI_01626","JNEDFIJH_01998","OBCHFKCE_03821","NEANDPFB_00995","GEPIEMCB_03636","FCMCIBEK_01586","HAJGLMEJ_01497","BONMBINM_03478","GIBMOCCN_00154","IEMKGCAE_03502","KNJLKBEO_00966","NHCEEELK_00939","DLEGJOHP_04369","PEJBPJLM_00885","KJDDDPDM_04465"
"helD","","DNA helicase IV",581,581,1,1,4493,NA,NA,"",1334,2054,2052,"ANCOLAMI_01624","JNEDFIJH_02000","OBCHFKCE_03819","NEANDPFB_00993","GEPIEMCB_03638","FCMCIBEK_01584","HAJGLMEJ_01499","BONMBINM_03480","GIBMOCCN_00152","IEMKGCAE_03504","KNJLKBEO_00968","NHCEEELK_00941","DLEGJOHP_04367","PEJBPJLM_00883","KJDDDPDM_04463"
"group_1589","","hypothetical protein",581,581,1,1,4504,NA,NA,"",503,680,678,"ANCOLAMI_01612","JNEDFIJH_02012","OBCHFKCE_03807","NEANDPFB_00981","GEPIEMCB_03650","FCMCIBEK_01572","HAJGLMEJ_01511","BONMBINM_03492","GIBMOCCN_00140","IEMKGCAE_03516","KNJLKBEO_00980","NHCEEELK_00953","DLEGJOHP_04355","PEJBPJLM_00871","KJDDDPDM_04451"
"sopB","","Inositol phosphate phosphatase SopB",581,581,1,1,4508,NA,NA,"",1307,1685,1684,"ANCOLAMI_01608","JNEDFIJH_02015","OBCHFKCE_03804","NEANDPFB_00978","GEPIEMCB_03653","FCMCIBEK_01569","HAJGLMEJ_01514","BONMBINM_03495","GIBMOCCN_00137","IEMKGCAE_03519","KNJLKBEO_00983","NHCEEELK_00956","DLEGJOHP_04352","PEJBPJLM_00868","KJDDDPDM_04448"
"group_1591","","hypothetical protein",581,581,1,1,4510,NA,NA,"",1469,1562,1561,"ANCOLAMI_01606","JNEDFIJH_02017","OBCHFKCE_03802","NEANDPFB_00976","GEPIEMCB_03655","FCMCIBEK_01567","HAJGLMEJ_01516","BONMBINM_03497","GIBMOCCN_00135","IEMKGCAE_03521","KNJLKBEO_00985","NHCEEELK_00958","DLEGJOHP_04350","PEJBPJLM_00866","KJDDDPDM_04446"
"hprS","","Sensor histidine kinase HprS",581,581,1,1,4511,NA,NA,"",1211,1364,1363,"ANCOLAMI_01605","JNEDFIJH_02018","OBCHFKCE_03801","NEANDPFB_00975","GEPIEMCB_03656","FCMCIBEK_01566","HAJGLMEJ_01517","BONMBINM_03498","GIBMOCCN_00134","IEMKGCAE_03522","KNJLKBEO_00986","NHCEEELK_00959","DLEGJOHP_04349","PEJBPJLM_00865","KJDDDPDM_04445"
"hpcE","","Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase",581,581,1,1,4517,NA,NA,"",1184,1289,1288,"ANCOLAMI_01599","JNEDFIJH_02024","OBCHFKCE_03795","NEANDPFB_00969","GEPIEMCB_03662","FCMCIBEK_01560","HAJGLMEJ_01523","BONMBINM_03504","GIBMOCCN_00128","IEMKGCAE_03528","KNJLKBEO_00992","NHCEEELK_00965","DLEGJOHP_03873","PEJBPJLM_00859","KJDDDPDM_03311"
"hpcD","","5-carboxymethyl-2-hydroxymuconate Delta-isomerase",581,581,1,1,4520,NA,NA,"",134,380,378,"ANCOLAMI_01596","JNEDFIJH_02027","OBCHFKCE_03792","NEANDPFB_00966","GEPIEMCB_03665","FCMCIBEK_01557","HAJGLMEJ_01526","BONMBINM_03507","GIBMOCCN_00125","IEMKGCAE_03531","KNJLKBEO_00995","NHCEEELK_00968","DLEGJOHP_03870","PEJBPJLM_00856","KJDDDPDM_03308"
"resA","","Thiol-disulfide oxidoreductase ResA",581,581,1,1,4538,NA,NA,"",233,506,505,"ANCOLAMI_01584","JNEDFIJH_02039","OBCHFKCE_01697","NEANDPFB_00954","GEPIEMCB_03677","FCMCIBEK_01545","HAJGLMEJ_01538","BONMBINM_03519","GIBMOCCN_00113","IEMKGCAE_03543","KNJLKBEO_01007","NHCEEELK_00980","DLEGJOHP_03858","PEJBPJLM_00844","KJDDDPDM_03296"
"agp","","Glucose-1-phosphatase",581,581,1,1,4539,NA,NA,"",323,1241,1239,"ANCOLAMI_01583","JNEDFIJH_02040","OBCHFKCE_01696","NEANDPFB_00953","GEPIEMCB_03678","FCMCIBEK_01544","HAJGLMEJ_01539","BONMBINM_03520","GIBMOCCN_00112","IEMKGCAE_03544","KNJLKBEO_01008","NHCEEELK_00981","DLEGJOHP_03857","PEJBPJLM_00843","KJDDDPDM_03295"
"ompN_2","","Outer membrane porin N",581,581,1,1,4598,NA,NA,"",140,398,397,"ANCOLAMI_01529","JNEDFIJH_02532","OBCHFKCE_01642","NEANDPFB_00899","GEPIEMCB_03732","FCMCIBEK_01490","HAJGLMEJ_04577","BONMBINM_03574","GIBMOCCN_00058","IEMKGCAE_03598","KNJLKBEO_01063","NHCEEELK_01035","DLEGJOHP_03803","PEJBPJLM_00788","KJDDDPDM_03241"
"yedI","","Inner membrane protein YedI",581,581,1,1,4606,NA,NA,"",803,911,910,"ANCOLAMI_01522","JNEDFIJH_02525","OBCHFKCE_01635","NEANDPFB_00892","GEPIEMCB_03739","FCMCIBEK_01483","HAJGLMEJ_02959","BONMBINM_02895","GIBMOCCN_00051","IEMKGCAE_03836","KNJLKBEO_03429","NHCEEELK_01042","DLEGJOHP_03796","PEJBPJLM_00781","KJDDDPDM_03234"
"sdiA","","Regulatory protein SdiA",581,581,1,1,4646,NA,NA,"",635,722,721,"ANCOLAMI_01485","JNEDFIJH_02489","OBCHFKCE_01598","NEANDPFB_00855","GEPIEMCB_03776","FCMCIBEK_01446","HAJGLMEJ_02995","BONMBINM_02932","GIBMOCCN_00014","IEMKGCAE_03799","KNJLKBEO_03392","NHCEEELK_01079","DLEGJOHP_03759","PEJBPJLM_00744","KJDDDPDM_03197"
"group_1605","","hypothetical protein",581,581,1,1,4653,NA,NA,"",584,665,584,"ANCOLAMI_01475","JNEDFIJH_02479","OBCHFKCE_01588","NEANDPFB_00845","GEPIEMCB_03786","FCMCIBEK_01436","HAJGLMEJ_03005","BONMBINM_02942","GIBMOCCN_00004","IEMKGCAE_03789","KNJLKBEO_03382","NHCEEELK_01089","DLEGJOHP_03749","PEJBPJLM_00734","KJDDDPDM_03187"
"nlpE","","Lipoprotein NlpE",581,581,1,1,2347,NA,NA,"",587,701,700,"ANCOLAMI_03885","JNEDFIJH_02662","OBCHFKCE_03686","NEANDPFB_03973","GEPIEMCB_03858","FCMCIBEK_03848","HAJGLMEJ_03425","BONMBINM_04254","GIBMOCCN_01348","IEMKGCAE_04265","KNJLKBEO_02133","NHCEEELK_03753","DLEGJOHP_03304","PEJBPJLM_03626","KJDDDPDM_02919"
"rnhB","","Ribonuclease HII",581,581,1,1,2359,NA,NA,"",515,596,595,"ANCOLAMI_03874","JNEDFIJH_02673","OBCHFKCE_03697","NEANDPFB_03962","GEPIEMCB_03869","FCMCIBEK_03837","HAJGLMEJ_03414","BONMBINM_04243","GIBMOCCN_01359","IEMKGCAE_04254","KNJLKBEO_02144","NHCEEELK_03764","DLEGJOHP_03293","PEJBPJLM_03637","KJDDDPDM_02908"
"group_1616","","hypothetical protein",581,581,1,1,2380,NA,NA,"",3032,3212,3032,"ANCOLAMI_03853","JNEDFIJH_02694","OBCHFKCE_03718","NEANDPFB_03941","GEPIEMCB_03890","FCMCIBEK_03816","HAJGLMEJ_03393","BONMBINM_04222","GIBMOCCN_01380","IEMKGCAE_04233","KNJLKBEO_02165","NHCEEELK_03785","DLEGJOHP_03272","PEJBPJLM_03658","KJDDDPDM_02887"
"dgt","","Deoxyguanosinetriphosphate triphosphohydrolase",581,581,1,1,2383,NA,NA,"",1292,1517,1516,"ANCOLAMI_03850","JNEDFIJH_02697","OBCHFKCE_03721","NEANDPFB_03938","GEPIEMCB_03893","FCMCIBEK_03813","HAJGLMEJ_03390","BONMBINM_04219","GIBMOCCN_01383","IEMKGCAE_04230","KNJLKBEO_02168","NHCEEELK_03788","DLEGJOHP_03269","PEJBPJLM_03661","KJDDDPDM_02884"
"glpK","","Glycerol kinase",581,581,1,1,2197,NA,NA,"",1445,1508,1507,"ANCOLAMI_04137","JNEDFIJH_01604","OBCHFKCE_02796","NEANDPFB_04225","GEPIEMCB_04049","FCMCIBEK_04146","HAJGLMEJ_02246","BONMBINM_04171","GIBMOCCN_04177","IEMKGCAE_03960","KNJLKBEO_02360","NHCEEELK_04225","DLEGJOHP_03971","PEJBPJLM_04059","KJDDDPDM_03671"
"tpiA","","Triosephosphate isomerase",581,581,1,1,2202,NA,NA,"",212,767,766,"ANCOLAMI_04142","JNEDFIJH_01599","OBCHFKCE_02801","NEANDPFB_04230","GEPIEMCB_04054","FCMCIBEK_04141","HAJGLMEJ_02241","BONMBINM_04176","GIBMOCCN_04172","IEMKGCAE_03955","KNJLKBEO_02355","NHCEEELK_04220","DLEGJOHP_03966","PEJBPJLM_04064","KJDDDPDM_03676"
"lsrK","","Autoinducer-2 kinase",581,581,1,1,2292,NA,NA,"",1550,1592,1591,"ANCOLAMI_04151","JNEDFIJH_01590","OBCHFKCE_02810","NEANDPFB_04239","GEPIEMCB_04063","FCMCIBEK_04132","HAJGLMEJ_02232","BONMBINM_04185","GIBMOCCN_04163","IEMKGCAE_03946","KNJLKBEO_02346","NHCEEELK_04211","DLEGJOHP_03957","PEJBPJLM_04073","KJDDDPDM_03685"
"cdh","","CDP-diacylglycerol pyrophosphatase",581,581,1,1,2284,NA,NA,"",755,890,788,"ANCOLAMI_04158","JNEDFIJH_01583","OBCHFKCE_02817","NEANDPFB_04246","GEPIEMCB_04070","FCMCIBEK_04125","HAJGLMEJ_02225","BONMBINM_04192","GIBMOCCN_04156","IEMKGCAE_03939","KNJLKBEO_02339","NHCEEELK_04204","DLEGJOHP_03950","PEJBPJLM_04080","KJDDDPDM_03692"
"group_1635","","hypothetical protein",581,581,1,1,2272,NA,NA,"",374,515,514,"ANCOLAMI_04169","JNEDFIJH_01572","OBCHFKCE_02828","NEANDPFB_04257","GEPIEMCB_04081","FCMCIBEK_04114","HAJGLMEJ_02214","BONMBINM_04203","GIBMOCCN_04145","IEMKGCAE_03928","KNJLKBEO_02328","NHCEEELK_04193","DLEGJOHP_03939","PEJBPJLM_04091","KJDDDPDM_03703"
"kdgM_2","","Oligogalacturonate-specific porin KdgM",581,581,1,1,2270,NA,NA,"",389,671,666,"ANCOLAMI_04171","JNEDFIJH_01570","OBCHFKCE_02830","NEANDPFB_04259","GEPIEMCB_04083","FCMCIBEK_04112","HAJGLMEJ_02212","BONMBINM_04205","GIBMOCCN_04143","IEMKGCAE_03926","KNJLKBEO_02326","NHCEEELK_04191","DLEGJOHP_03937","PEJBPJLM_04093","KJDDDPDM_03705"
"rhaD","","Rhamnulose-1-phosphate aldolase",581,581,1,1,2264,NA,NA,"",662,827,826,"ANCOLAMI_04177","JNEDFIJH_04480","OBCHFKCE_02836","NEANDPFB_04265","GEPIEMCB_04089","FCMCIBEK_04106","HAJGLMEJ_02206","BONMBINM_04609","GIBMOCCN_03856","IEMKGCAE_04278","KNJLKBEO_02320","NHCEEELK_04185","DLEGJOHP_03931","PEJBPJLM_04099","KJDDDPDM_03711"
"fdoG_2","","Formate dehydrogenase-O major subunit",581,581,1,1,2252,NA,NA,"",2318,2414,2413,"ANCOLAMI_04187","JNEDFIJH_03063","OBCHFKCE_03931","NEANDPFB_04278","GEPIEMCB_04099","FCMCIBEK_04096","HAJGLMEJ_02196","BONMBINM_04306","GIBMOCCN_03846","IEMKGCAE_04288","KNJLKBEO_02310","NHCEEELK_04175","DLEGJOHP_03921","PEJBPJLM_04109","KJDDDPDM_03721"
"dtd","","D-aminoacyl-tRNA deacylase",581,581,1,1,2242,NA,NA,"",389,437,436,"ANCOLAMI_04197","JNEDFIJH_03053","OBCHFKCE_03921","NEANDPFB_04288","GEPIEMCB_04109","FCMCIBEK_04086","HAJGLMEJ_02186","BONMBINM_04296","GIBMOCCN_03836","IEMKGCAE_04298","KNJLKBEO_02300","NHCEEELK_04165","DLEGJOHP_03911","PEJBPJLM_04119","KJDDDPDM_03731"
"yihT","","Sulfofructosephosphate aldolase",581,581,1,1,2236,NA,NA,"",626,878,877,"ANCOLAMI_04203","JNEDFIJH_03047","OBCHFKCE_03915","NEANDPFB_04294","GEPIEMCB_04115","FCMCIBEK_04080","HAJGLMEJ_02180","BONMBINM_04290","GIBMOCCN_03830","IEMKGCAE_04304","KNJLKBEO_02294","NHCEEELK_04159","DLEGJOHP_03905","PEJBPJLM_04125","KJDDDPDM_03737"
"yihP_1","","Putative 2,3-dihydroxypropane-1-sulfonate exporter",581,581,1,1,2232,NA,NA,"",308,1382,1380,"ANCOLAMI_04207","JNEDFIJH_03043","OBCHFKCE_03911","NEANDPFB_04298","GEPIEMCB_04119","FCMCIBEK_04076","HAJGLMEJ_02176","BONMBINM_04286","GIBMOCCN_03826","IEMKGCAE_04308","KNJLKBEO_02290","NHCEEELK_04155","DLEGJOHP_03901","PEJBPJLM_04129","KJDDDPDM_03741"
"glnL","","Sensory histidine kinase/phosphatase NtrB",581,581,1,1,2220,NA,NA,"",854,1049,1048,"ANCOLAMI_04218","JNEDFIJH_03032","OBCHFKCE_03900","NEANDPFB_04309","GEPIEMCB_04130","FCMCIBEK_04065","HAJGLMEJ_02165","BONMBINM_04275","GIBMOCCN_03815","IEMKGCAE_04319","KNJLKBEO_02279","NHCEEELK_04144","DLEGJOHP_03890","PEJBPJLM_04140","KJDDDPDM_03752"
"yihG","","putative acyltransferase YihG",581,581,1,1,2212,NA,NA,"",281,908,906,"ANCOLAMI_04226","JNEDFIJH_03024","OBCHFKCE_03892","NEANDPFB_04317","GEPIEMCB_04138","FCMCIBEK_04057","HAJGLMEJ_02157","BONMBINM_04267","GIBMOCCN_03807","IEMKGCAE_04327","KNJLKBEO_02271","NHCEEELK_04136","DLEGJOHP_03882","PEJBPJLM_04148","KJDDDPDM_03760"
"kup","","Low affinity potassium transport system protein kup",581,581,1,1,1370,NA,NA,"",1652,1868,1867,"ANCOLAMI_04327","JNEDFIJH_02111","OBCHFKCE_03386","NEANDPFB_04418","GEPIEMCB_04339","FCMCIBEK_04339","HAJGLMEJ_03525","BONMBINM_04017","GIBMOCCN_03508","IEMKGCAE_04153","KNJLKBEO_03656","NHCEEELK_04369","DLEGJOHP_04115","PEJBPJLM_04298","KJDDDPDM_03995"
"atpA","","ATP synthase subunit alpha",581,581,1,1,1383,NA,NA,"",920,1541,1539,"ANCOLAMI_04340","JNEDFIJH_02098","OBCHFKCE_03399","NEANDPFB_04431","GEPIEMCB_04352","FCMCIBEK_04326","HAJGLMEJ_03538","BONMBINM_04030","GIBMOCCN_03495","IEMKGCAE_04140","KNJLKBEO_03643","NHCEEELK_04382","DLEGJOHP_04128","PEJBPJLM_04285","KJDDDPDM_04008"
"chrR","","Quinone reductase",581,581,1,1,1402,NA,NA,"",566,584,573,"ANCOLAMI_04358","JNEDFIJH_02080","OBCHFKCE_03417","NEANDPFB_04449","GEPIEMCB_04370","FCMCIBEK_04308","HAJGLMEJ_03556","BONMBINM_04048","GIBMOCCN_03477","IEMKGCAE_04122","KNJLKBEO_03625","NHCEEELK_04400","DLEGJOHP_04146","PEJBPJLM_04267","KJDDDPDM_04026"
"gyrB","","DNA gyrase subunit B",581,581,1,1,1412,NA,NA,"",2342,2414,2413,"ANCOLAMI_04368","JNEDFIJH_02070","OBCHFKCE_03427","NEANDPFB_04459","GEPIEMCB_04380","FCMCIBEK_04298","HAJGLMEJ_03566","BONMBINM_04058","GIBMOCCN_03467","IEMKGCAE_04112","KNJLKBEO_03615","NHCEEELK_04410","DLEGJOHP_04156","PEJBPJLM_04257","KJDDDPDM_04036"
"group_1691","","hypothetical protein",581,581,1,1,2529,NA,NA,"",395,407,395,"ANCOLAMI_03706","JNEDFIJH_02556","OBCHFKCE_04131","NEANDPFB_03797","GEPIEMCB_04499","FCMCIBEK_03669","HAJGLMEJ_03260","BONMBINM_02762","GIBMOCCN_01524","IEMKGCAE_04205","KNJLKBEO_03864","NHCEEELK_03929","DLEGJOHP_03128","PEJBPJLM_03803","KJDDDPDM_02743"
"ygcS","","Inner membrane metabolite transport protein YgcS",581,581,1,1,2518,NA,NA,"",1088,1340,1336,"ANCOLAMI_03717","JNEDFIJH_02567","OBCHFKCE_04142","NEANDPFB_03808","GEPIEMCB_04510","FCMCIBEK_03681","HAJGLMEJ_03249","BONMBINM_02773","GIBMOCCN_01513","IEMKGCAE_04194","KNJLKBEO_03875","NHCEEELK_03918","DLEGJOHP_03139","PEJBPJLM_03792","KJDDDPDM_02754"
"kefC_2","","Glutathione-regulated potassium-efflux system protein KefC",581,581,1,1,2515,NA,NA,"",1583,1862,1860,"ANCOLAMI_03720","JNEDFIJH_02570","OBCHFKCE_04145","NEANDPFB_03811","GEPIEMCB_04513","FCMCIBEK_03684","HAJGLMEJ_03246","BONMBINM_02776","GIBMOCCN_01510","IEMKGCAE_04191","KNJLKBEO_03878","NHCEEELK_03915","DLEGJOHP_03142","PEJBPJLM_03789","KJDDDPDM_02757"
"prmA","","Ribosomal protein L11 methyltransferase",581,581,1,1,1971,NA,NA,"",713,881,880,"ANCOLAMI_04562","JNEDFIJH_03246","OBCHFKCE_04171","NEANDPFB_04505","GEPIEMCB_04546","FCMCIBEK_04564","HAJGLMEJ_04234","BONMBINM_04384","GIBMOCCN_04302","IEMKGCAE_04417","KNJLKBEO_04160","NHCEEELK_04456","DLEGJOHP_04333","PEJBPJLM_04511","KJDDDPDM_04413"
"aaeB_2","","p-hydroxybenzoic acid efflux pump subunit AaeB",581,581,1,1,1952,NA,NA,"",272,1967,1964,"ANCOLAMI_04543","JNEDFIJH_03227","OBCHFKCE_04190","NEANDPFB_04486","GEPIEMCB_04565","FCMCIBEK_04545","HAJGLMEJ_04253","BONMBINM_04365","GIBMOCCN_04321","IEMKGCAE_04398","KNJLKBEO_04141","NHCEEELK_04437","DLEGJOHP_04314","PEJBPJLM_04492","KJDDDPDM_04432"
"sdcS","","Sodium-dependent dicarboxylate transporter SdcS",581,581,1,1,1944,NA,NA,"",1220,1268,1267,"ANCOLAMI_04535","JNEDFIJH_03219","OBCHFKCE_04198","NEANDPFB_04478","GEPIEMCB_04573","FCMCIBEK_04537","HAJGLMEJ_04261","BONMBINM_04357","GIBMOCCN_04329","IEMKGCAE_04390","KNJLKBEO_04133","NHCEEELK_04429","DLEGJOHP_04306","PEJBPJLM_04484","KJDDDPDM_04440"
"sodC1","","Superoxide dismutase [Cu-Zn] 1",581,581,1,1,3642,NA,NA,"",266,533,532,"ANCOLAMI_04488","JNEDFIJH_03270","OBCHFKCE_03946","NEANDPFB_00736","GEPIEMCB_04616","FCMCIBEK_04491","HAJGLMEJ_04093","BONMBINM_03051","GIBMOCCN_03905","IEMKGCAE_04376","KNJLKBEO_04119","NHCEEELK_04510","DLEGJOHP_04401","PEJBPJLM_04565","KJDDDPDM_04497"
"group_1701","","hypothetical protein",581,581,1,1,3641,NA,NA,"",635,695,694,"ANCOLAMI_04487","JNEDFIJH_03269","OBCHFKCE_03945","NEANDPFB_00735","GEPIEMCB_04617","FCMCIBEK_04490","HAJGLMEJ_04092","BONMBINM_03052","GIBMOCCN_03906","IEMKGCAE_04377","KNJLKBEO_04120","NHCEEELK_04511","DLEGJOHP_04400","PEJBPJLM_04566","KJDDDPDM_04496"
"group_1702","","hypothetical protein",581,581,1,1,3637,NA,NA,"",1217,1367,1366,"ANCOLAMI_04483","JNEDFIJH_03265","OBCHFKCE_03941","NEANDPFB_00731","GEPIEMCB_04621","FCMCIBEK_04486","HAJGLMEJ_04088","BONMBINM_03056","GIBMOCCN_03910","IEMKGCAE_04381","KNJLKBEO_04124","NHCEEELK_04515","DLEGJOHP_04396","PEJBPJLM_04570","KJDDDPDM_04492"
"thiG","","Thiazole synthase",581,581,1,1,1537,NA,NA,"",632,770,769,"ANCOLAMI_04588","JNEDFIJH_04329","OBCHFKCE_04525","NEANDPFB_04627","GEPIEMCB_04733","FCMCIBEK_04594","HAJGLMEJ_04386","BONMBINM_04414","GIBMOCCN_04344","IEMKGCAE_04490","KNJLKBEO_04594","NHCEEELK_04623","DLEGJOHP_04502","PEJBPJLM_04589","KJDDDPDM_04598"
"rpoB","","DNA-directed RNA polymerase subunit beta",581,581,1,1,1543,NA,NA,"",1370,4028,4023,"ANCOLAMI_04582","JNEDFIJH_04460","OBCHFKCE_04605","NEANDPFB_04633","GEPIEMCB_04739","FCMCIBEK_04600","HAJGLMEJ_04392","BONMBINM_04420","GIBMOCCN_04338","IEMKGCAE_04484","KNJLKBEO_04622","NHCEEELK_04617","DLEGJOHP_04508","PEJBPJLM_04583","KJDDDPDM_04604"
"hscC","","Chaperone protein HscC",581,581,1,1,338,NA,NA,"",194,1697,1676,"ANCOLAMI_03995","JNEDFIJH_01926","OBCHFKCE_02378","NEANDPFB_04083","GEPIEMCB_01884","FCMCIBEK_03958","HAJGLMEJ_02338","BONMBINM_03156","GIBMOCCN_02892","IEMKGCAE_03146","KNJLKBEO_02029","NHCEEELK_04037","DLEGJOHP_03408","PEJBPJLM_03917","KJDDDPDM_03029"
"ttdA_1","","L(+)-tartrate dehydratase subunit alpha",581,581,1,1,258,NA,NA,"",758,854,844,"ANCOLAMI_04084","JNEDFIJH_04305","OBCHFKCE_04476","NEANDPFB_04172","GEPIEMCB_01972","FCMCIBEK_04047","HAJGLMEJ_04304","BONMBINM_03067","GIBMOCCN_02803","IEMKGCAE_03057","KNJLKBEO_04573","NHCEEELK_04126","DLEGJOHP_03497","PEJBPJLM_04006","KJDDDPDM_03118"
"malE","","Maltose/maltodextrin-binding periplasmic protein",581,581,1,1,2034,NA,NA,"",1139,1196,1189,"ANCOLAMI_02312","JNEDFIJH_03362","OBCHFKCE_03344","NEANDPFB_02350","GEPIEMCB_02391","FCMCIBEK_01885","HAJGLMEJ_04009","BONMBINM_03980","GIBMOCCN_04284","IEMKGCAE_02299","KNJLKBEO_03828","NHCEEELK_01568","DLEGJOHP_01829","PEJBPJLM_01185","KJDDDPDM_01761"
"group_1849","","hypothetical protein",581,581,1,1,3076,NA,NA,"",1004,1160,1153,"ANCOLAMI_00803","JNEDFIJH_00407","OBCHFKCE_00947","NEANDPFB_01874","GEPIEMCB_00804","FCMCIBEK_01352","HAJGLMEJ_01754","BONMBINM_03396","GIBMOCCN_01958","IEMKGCAE_00061","KNJLKBEO_01560","NHCEEELK_00608","DLEGJOHP_00807","PEJBPJLM_00609","KJDDDPDM_04276"
"cpxP","","Periplasmic protein CpxP",581,581,1,1,2279,NA,NA,"",194,500,497,"ANCOLAMI_04162","JNEDFIJH_01579","OBCHFKCE_02821","NEANDPFB_04250","GEPIEMCB_04074","FCMCIBEK_04121","HAJGLMEJ_02221","BONMBINM_04196","GIBMOCCN_04152","IEMKGCAE_03935","KNJLKBEO_02335","NHCEEELK_04200","DLEGJOHP_03946","PEJBPJLM_04084","KJDDDPDM_03696"
"group_221","","hypothetical protein",581,581,1,1,1638,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",5006,5804,5736,"ANCOLAMI_02675","JNEDFIJH_00001","OBCHFKCE_00239","NEANDPFB_02713","GEPIEMCB_02754","FCMCIBEK_02334","HAJGLMEJ_00701","BONMBINM_00080","GIBMOCCN_01308","IEMKGCAE_01004","KNJLKBEO_00733","NHCEEELK_01931","DLEGJOHP_01890","PEJBPJLM_02038","KJDDDPDM_01822"
