"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR7010294","SRR5905016","SRR14766362","SRR18233382","SRR2911768","SRR14766451","SRR9017024","SRR14766433","SRR5905275","SRR14766368","SRR18233388","SRR1461785","NDSU16","SRR6308366","SRR14766393"
"group_4809","","hypothetical protein",581,581,1,1,1976,NA,NA,"",164,164,164,"FNDKDPDO_03509","BIBHBEME_03552","ADMPKBAP_04403","GMDHGEDP_04173","HFBCCMPJ_03882","JKFJINKE_03425","HFHLPAEB_04474","JOCLDNKJ_04169","MIPDHJCF_04577","DLDIJGFH_04391","ACOJFAEA_04532","JAFODMFN_04434","PJHKJHDN_04409","ABOIEABI_04284","FFKIDJGC_02756"
"yfcS_2","","putative fimbrial chaperone YfcS",581,581,1,1,2394,NA,NA,"",752,752,752,"FNDKDPDO_03077","BIBHBEME_03086","ADMPKBAP_04224","GMDHGEDP_03871","HFBCCMPJ_03419","JKFJINKE_01997","HFHLPAEB_02825","JOCLDNKJ_03978","MIPDHJCF_04461","DLDIJGFH_04279","ACOJFAEA_03768","JAFODMFN_04397","PJHKJHDN_03662","ABOIEABI_03935","FFKIDJGC_01724"
"erpA","","Iron-sulfur cluster insertion protein ErpA",581,581,1,1,2387,NA,NA,"",344,344,344,"FNDKDPDO_03084","BIBHBEME_03093","ADMPKBAP_04217","GMDHGEDP_03878","HFBCCMPJ_03412","JKFJINKE_02004","HFHLPAEB_02818","JOCLDNKJ_03985","MIPDHJCF_04454","DLDIJGFH_04286","ACOJFAEA_03775","JAFODMFN_04390","PJHKJHDN_03655","ABOIEABI_03942","FFKIDJGC_01717"
"grxA","","Glutaredoxin 1",581,581,1,1,4310,NA,NA,"",263,263,263,"FNDKDPDO_02730","BIBHBEME_02081","ADMPKBAP_03499","GMDHGEDP_01931","HFBCCMPJ_01364","JKFJINKE_03819","HFHLPAEB_00445","JOCLDNKJ_03503","MIPDHJCF_03926","DLDIJGFH_00821","ACOJFAEA_00736","JAFODMFN_01046","PJHKJHDN_03996","ABOIEABI_00743","FFKIDJGC_03700"
"fabG","","3-oxoacyl-[acyl-carrier-protein] reductase FabG",581,581,1,1,5462,NA,NA,"",734,734,734,"FNDKDPDO_01886","BIBHBEME_01428","ADMPKBAP_02226","GMDHGEDP_00375","HFBCCMPJ_03133","JKFJINKE_03115","HFHLPAEB_02197","JOCLDNKJ_02605","MIPDHJCF_01776","DLDIJGFH_02400","ACOJFAEA_03290","JAFODMFN_03936","PJHKJHDN_00066","ABOIEABI_00830","FFKIDJGC_01136"
"ydgA","","Protein YdgA",581,581,1,1,5169,NA,NA,"",1508,1508,1508,"FNDKDPDO_01838","BIBHBEME_03401","ADMPKBAP_04656","GMDHGEDP_04609","HFBCCMPJ_02433","JKFJINKE_02705","HFHLPAEB_00404","JOCLDNKJ_00810","MIPDHJCF_00403","DLDIJGFH_00862","ACOJFAEA_01959","JAFODMFN_01996","PJHKJHDN_00344","ABOIEABI_02795","FFKIDJGC_01042"
"nanR","","HTH-type transcriptional repressor NanR",581,581,1,1,2556,NA,NA,"",782,782,782,"FNDKDPDO_02197","BIBHBEME_01363","ADMPKBAP_00657","GMDHGEDP_00310","HFBCCMPJ_00720","JKFJINKE_00635","HFHLPAEB_00833","JOCLDNKJ_02096","MIPDHJCF_00798","DLDIJGFH_02686","ACOJFAEA_00012","JAFODMFN_00012","PJHKJHDN_01402","ABOIEABI_02428","FFKIDJGC_01977"
"group_4816","","hypothetical protein",581,581,1,1,34,NA,NA,"",845,845,845,"FNDKDPDO_03410","BIBHBEME_04542","ADMPKBAP_00696","GMDHGEDP_03786","HFBCCMPJ_04143","JKFJINKE_03459","HFHLPAEB_03378","JOCLDNKJ_02394","MIPDHJCF_03138","DLDIJGFH_00417","ACOJFAEA_01140","JAFODMFN_01572","PJHKJHDN_03251","ABOIEABI_03096","FFKIDJGC_00539"
"puuP","","Putrescine importer PuuP",581,581,1,1,5263,NA,NA,"",1343,1343,1343,"FNDKDPDO_00574","BIBHBEME_00654","ADMPKBAP_02415","GMDHGEDP_00563","HFBCCMPJ_03525","JKFJINKE_01853","HFHLPAEB_02008","JOCLDNKJ_01404","MIPDHJCF_01587","DLDIJGFH_02589","ACOJFAEA_03101","JAFODMFN_03804","PJHKJHDN_00255","ABOIEABI_01020","FFKIDJGC_03998"
"dgcE","","putative diguanylate cyclase DgcE",581,581,1,1,5792,NA,NA,"",371,371,371,"FNDKDPDO_01347","BIBHBEME_03067","ADMPKBAP_02890","GMDHGEDP_02004","HFBCCMPJ_02271","JKFJINKE_00619","HFHLPAEB_02655","JOCLDNKJ_01607","MIPDHJCF_03399","DLDIJGFH_03113","ACOJFAEA_03473","JAFODMFN_02921","PJHKJHDN_03113","ABOIEABI_02979","FFKIDJGC_01486"
"ileS","","Isoleucine--tRNA ligase",581,581,1,1,15,NA,NA,"",2834,2834,2834,"FNDKDPDO_03391","BIBHBEME_04240","ADMPKBAP_00677","GMDHGEDP_03805","HFBCCMPJ_04162","JKFJINKE_03801","HFHLPAEB_03359","JOCLDNKJ_04352","MIPDHJCF_03119","DLDIJGFH_00436","ACOJFAEA_01121","JAFODMFN_01591","PJHKJHDN_03232","ABOIEABI_03077","FFKIDJGC_03894"
"yqhD","","Alcohol dehydrogenase YqhD",581,581,1,1,2737,NA,NA,"",1163,1163,1163,"FNDKDPDO_03706","BIBHBEME_02826","ADMPKBAP_00483","GMDHGEDP_00136","HFBCCMPJ_01816","JKFJINKE_01966","HFHLPAEB_01007","JOCLDNKJ_03889","MIPDHJCF_00625","DLDIJGFH_02860","ACOJFAEA_00186","JAFODMFN_00187","PJHKJHDN_01229","ABOIEABI_02603","FFKIDJGC_00881"
"yibF","","putative GST-like protein YibF",581,581,1,1,1859,NA,NA,"",608,608,608,"FNDKDPDO_00182","BIBHBEME_00227","ADMPKBAP_01587","GMDHGEDP_02931","HFBCCMPJ_01319","JKFJINKE_02603","HFHLPAEB_01353","JOCLDNKJ_00034","MIPDHJCF_01294","DLDIJGFH_01503","ACOJFAEA_02203","JAFODMFN_02126","PJHKJHDN_01652","ABOIEABI_00127","FFKIDJGC_02451"
"msrC","","Free methionine-R-sulfoxide reductase",581,581,1,1,4748,NA,NA,"",569,569,569,"FNDKDPDO_00404","BIBHBEME_02697","ADMPKBAP_01138","GMDHGEDP_03523","HFBCCMPJ_00464","JKFJINKE_01662","HFHLPAEB_00027","JOCLDNKJ_02514","MIPDHJCF_00026","DLDIJGFH_01238","ACOJFAEA_01582","JAFODMFN_01625","PJHKJHDN_00719","ABOIEABI_02390","FFKIDJGC_04223"
"yhaJ_2","","HTH-type transcriptional regulator YhaJ",581,581,1,1,5734,NA,NA,"",914,914,914,"FNDKDPDO_03549","BIBHBEME_04292","ADMPKBAP_02945","GMDHGEDP_03445","HFBCCMPJ_02801","JKFJINKE_03971","HFHLPAEB_02600","JOCLDNKJ_03134","MIPDHJCF_03871","DLDIJGFH_03168","ACOJFAEA_03528","JAFODMFN_02866","PJHKJHDN_03168","ABOIEABI_03530","FFKIDJGC_03948"
"yohF","","putative oxidoreductase YohF",581,581,1,1,5896,NA,NA,"",761,761,761,"FNDKDPDO_01296","BIBHBEME_02279","ADMPKBAP_02839","GMDHGEDP_02055","HFBCCMPJ_02322","JKFJINKE_00568","HFHLPAEB_02706","JOCLDNKJ_01556","MIPDHJCF_03348","DLDIJGFH_03062","ACOJFAEA_03422","JAFODMFN_02972","PJHKJHDN_03062","ABOIEABI_03030","FFKIDJGC_01537"
"btuF","","Vitamin B12-binding protein",581,581,1,1,2385,NA,NA,"",800,800,800,"FNDKDPDO_03086","BIBHBEME_03095","ADMPKBAP_04215","GMDHGEDP_03880","HFBCCMPJ_03410","JKFJINKE_02006","HFHLPAEB_02816","JOCLDNKJ_03987","MIPDHJCF_04452","DLDIJGFH_04288","ACOJFAEA_03777","JAFODMFN_04388","PJHKJHDN_03653","ABOIEABI_03944","FFKIDJGC_01715"
"glmS_2","","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]",581,581,1,1,1390,NA,NA,"",1829,1829,1829,"FNDKDPDO_02864","BIBHBEME_02206","ADMPKBAP_04060","GMDHGEDP_03588","HFBCCMPJ_02946","JKFJINKE_01356","HFHLPAEB_04216","JOCLDNKJ_03622","MIPDHJCF_04137","DLDIJGFH_04084","ACOJFAEA_04275","JAFODMFN_04219","PJHKJHDN_04160","ABOIEABI_03834","FFKIDJGC_02067"
"qseC_2","","Sensor protein QseC",581,581,1,1,2719,NA,NA,"",1349,1349,1349,"FNDKDPDO_04078","BIBHBEME_02811","ADMPKBAP_00498","GMDHGEDP_00151","HFBCCMPJ_00878","JKFJINKE_01981","HFHLPAEB_00992","JOCLDNKJ_03874","MIPDHJCF_00640","DLDIJGFH_02845","ACOJFAEA_00171","JAFODMFN_00172","PJHKJHDN_01244","ABOIEABI_02588","FFKIDJGC_02853"
"ybiU","","putative protein YbiU",581,581,1,1,4272,NA,NA,"",1265,1265,1265,"FNDKDPDO_04195","BIBHBEME_04484","ADMPKBAP_03533","GMDHGEDP_01965","HFBCCMPJ_04502","JKFJINKE_04249","HFHLPAEB_00411","JOCLDNKJ_04550","MIPDHJCF_03892","DLDIJGFH_00855","ACOJFAEA_00702","JAFODMFN_01080","PJHKJHDN_04030","ABOIEABI_04606","FFKIDJGC_04074"
"dsbL","","Thiol:disulfide interchange protein DsbL",581,581,1,1,2704,NA,NA,"",671,671,671,"FNDKDPDO_03018","BIBHBEME_02796","ADMPKBAP_00513","GMDHGEDP_00166","HFBCCMPJ_00863","JKFJINKE_02506","HFHLPAEB_00977","JOCLDNKJ_01953","MIPDHJCF_00655","DLDIJGFH_02830","ACOJFAEA_00156","JAFODMFN_00157","PJHKJHDN_01259","ABOIEABI_02573","FFKIDJGC_02868"
"hslR","","Heat shock protein 15",581,581,1,1,1658,NA,NA,"",401,401,401,"FNDKDPDO_02393","BIBHBEME_01744","ADMPKBAP_01777","GMDHGEDP_01453","HFBCCMPJ_02653","JKFJINKE_00051","HFHLPAEB_01543","JOCLDNKJ_00225","MIPDHJCF_01483","DLDIJGFH_01314","ACOJFAEA_02013","JAFODMFN_02316","PJHKJHDN_01463","ABOIEABI_00316","FFKIDJGC_00516"
"group_4831","","hypothetical protein",581,581,1,1,1918,NA,NA,"",617,617,617,"FNDKDPDO_03583","BIBHBEME_03710","ADMPKBAP_01532","GMDHGEDP_02876","HFBCCMPJ_01264","JKFJINKE_03209","HFHLPAEB_01298","JOCLDNKJ_03096","MIPDHJCF_01239","DLDIJGFH_01558","ACOJFAEA_02258","JAFODMFN_02071","PJHKJHDN_01707","ABOIEABI_00072","FFKIDJGC_03090"
"hisH","","Imidazole glycerol phosphate synthase subunit HisH",581,581,1,1,5740,NA,NA,"",590,590,590,"FNDKDPDO_03555","BIBHBEME_04286","ADMPKBAP_02939","GMDHGEDP_03451","HFBCCMPJ_02807","JKFJINKE_03977","HFHLPAEB_02606","JOCLDNKJ_03128","MIPDHJCF_03877","DLDIJGFH_03162","ACOJFAEA_03522","JAFODMFN_02872","PJHKJHDN_03162","ABOIEABI_03536","FFKIDJGC_03954"
"sfmC_1","","putative fimbrial chaperone SfmC",581,581,1,1,41,NA,NA,"",686,686,686,"FNDKDPDO_03416","BIBHBEME_04536","ADMPKBAP_00702","GMDHGEDP_03780","HFBCCMPJ_02158","JKFJINKE_03453","HFHLPAEB_03384","JOCLDNKJ_02388","MIPDHJCF_03144","DLDIJGFH_00411","ACOJFAEA_01146","JAFODMFN_01566","PJHKJHDN_03257","ABOIEABI_03102","FFKIDJGC_00545"
"rssB","","Regulator of RpoS",581,581,1,1,4843,NA,NA,"",1013,1013,1013,"FNDKDPDO_01226","BIBHBEME_01681","ADMPKBAP_01231","GMDHGEDP_02246","HFBCCMPJ_00372","JKFJINKE_02198","HFHLPAEB_00120","JOCLDNKJ_02422","MIPDHJCF_00119","DLDIJGFH_01146","ACOJFAEA_01675","JAFODMFN_01718","PJHKJHDN_00627","ABOIEABI_02298","FFKIDJGC_02998"
"mngR","","Mannosyl-D-glycerate transport/metabolism system repressor MngR",581,581,1,1,2289,NA,NA,"",722,722,722,"FNDKDPDO_02274","BIBHBEME_00474","ADMPKBAP_03386","GMDHGEDP_02506","HFBCCMPJ_01526","JKFJINKE_02991","HFHLPAEB_03594","JOCLDNKJ_02173","MIPDHJCF_03641","DLDIJGFH_03758","ACOJFAEA_04095","JAFODMFN_03693","PJHKJHDN_03834","ABOIEABI_03613","FFKIDJGC_02718"
"dinG","","ATP-dependent DNA helicase DinG",581,581,1,1,4250,NA,NA,"",2144,2144,2144,"FNDKDPDO_02963","BIBHBEME_02425","ADMPKBAP_03554","GMDHGEDP_03669","HFBCCMPJ_03908","JKFJINKE_01478","HFHLPAEB_04272","JOCLDNKJ_03678","MIPDHJCF_04272","DLDIJGFH_04176","ACOJFAEA_00681","JAFODMFN_01101","PJHKJHDN_04240","ABOIEABI_03915","FFKIDJGC_01218"
"fixA_1","","Protein FixA",581,581,1,1,5288,NA,NA,"",764,764,764,"FNDKDPDO_00598","BIBHBEME_00630","ADMPKBAP_02391","GMDHGEDP_00539","HFBCCMPJ_03501","JKFJINKE_01877","HFHLPAEB_02032","JOCLDNKJ_01380","MIPDHJCF_01611","DLDIJGFH_02565","ACOJFAEA_03125","JAFODMFN_03780","PJHKJHDN_00231","ABOIEABI_00996","FFKIDJGC_00937"
"group_4838","","hypothetical protein",581,581,1,1,3093,NA,NA,"",803,803,803,"FNDKDPDO_00203","BIBHBEME_03463","ADMPKBAP_00076","GMDHGEDP_01110","HFBCCMPJ_02142","JKFJINKE_00379","HFHLPAEB_04113","JOCLDNKJ_01007","MIPDHJCF_02480","DLDIJGFH_02063","ACOJFAEA_00593","JAFODMFN_00594","PJHKJHDN_00820","ABOIEABI_01986","FFKIDJGC_01555"
"yohD","","Inner membrane protein YohD",581,581,1,1,5895,NA,NA,"",569,569,569,"FNDKDPDO_01297","BIBHBEME_02278","ADMPKBAP_02840","GMDHGEDP_02054","HFBCCMPJ_02321","JKFJINKE_00569","HFHLPAEB_02705","JOCLDNKJ_01557","MIPDHJCF_03349","DLDIJGFH_03063","ACOJFAEA_03423","JAFODMFN_02971","PJHKJHDN_03063","ABOIEABI_03029","FFKIDJGC_01536"
"yfcR_2","","putative fimbrial-like protein YfcR",581,581,1,1,2393,NA,NA,"",512,512,512,"FNDKDPDO_03078","BIBHBEME_03087","ADMPKBAP_04223","GMDHGEDP_03872","HFBCCMPJ_03418","JKFJINKE_01998","HFHLPAEB_02824","JOCLDNKJ_03979","MIPDHJCF_04460","DLDIJGFH_04280","ACOJFAEA_03769","JAFODMFN_04396","PJHKJHDN_03661","ABOIEABI_03936","FFKIDJGC_01723"
"group_4841","","hypothetical protein",581,581,1,1,3048,NA,NA,"",527,527,527,"FNDKDPDO_03660","BIBHBEME_03335","ADMPKBAP_00039","GMDHGEDP_01147","HFBCCMPJ_03691","JKFJINKE_03484","HFHLPAEB_04150","JOCLDNKJ_01044","MIPDHJCF_02443","DLDIJGFH_02026","ACOJFAEA_04403","JAFODMFN_00631","PJHKJHDN_00783","ABOIEABI_01949","FFKIDJGC_03824"
"rsfS","","Ribosomal silencing factor RsfS",581,581,1,1,356,NA,NA,"",317,317,317,"FNDKDPDO_01045","BIBHBEME_00887","ADMPKBAP_03692","GMDHGEDP_02767","HFBCCMPJ_01995","JKFJINKE_03904","HFHLPAEB_03051","JOCLDNKJ_01701","MIPDHJCF_03026","DLDIJGFH_03908","ACOJFAEA_03906","JAFODMFN_03365","PJHKJHDN_03497","ABOIEABI_02883","FFKIDJGC_01409"
"nanK","","N-acetylmannosamine kinase",581,581,1,1,2560,NA,NA,"",875,875,875,"FNDKDPDO_02193","BIBHBEME_01359","ADMPKBAP_00653","GMDHGEDP_00306","HFBCCMPJ_00724","JKFJINKE_00639","HFHLPAEB_00837","JOCLDNKJ_02092","MIPDHJCF_00794","DLDIJGFH_02690","ACOJFAEA_00016","JAFODMFN_00016","PJHKJHDN_01398","ABOIEABI_02432","FFKIDJGC_01981"
"group_4844","","hypothetical protein",581,581,1,1,3092,NA,NA,"",593,593,593,"FNDKDPDO_00202","BIBHBEME_03462","ADMPKBAP_00075","GMDHGEDP_01111","HFBCCMPJ_02143","JKFJINKE_00380","HFHLPAEB_04114","JOCLDNKJ_01008","MIPDHJCF_02479","DLDIJGFH_02062","ACOJFAEA_00594","JAFODMFN_00595","PJHKJHDN_00819","ABOIEABI_01985","FFKIDJGC_01554"
"yabI","","Inner membrane protein YabI",581,581,1,1,2494,NA,NA,"",767,767,767,"FNDKDPDO_01592","BIBHBEME_00972","ADMPKBAP_03799","GMDHGEDP_03970","HFBCCMPJ_00934","JKFJINKE_01888","HFHLPAEB_02922","JOCLDNKJ_01857","MIPDHJCF_03481","DLDIJGFH_03636","ACOJFAEA_03671","JAFODMFN_03570","PJHKJHDN_04329","ABOIEABI_04051","FFKIDJGC_02318"
"group_4846","","hypothetical protein",581,581,1,1,1622,NA,NA,"",218,218,218,"FNDKDPDO_02427","BIBHBEME_01778","ADMPKBAP_01811","GMDHGEDP_01419","HFBCCMPJ_04187","JKFJINKE_00017","HFHLPAEB_01577","JOCLDNKJ_00259","MIPDHJCF_04479","DLDIJGFH_01280","ACOJFAEA_01979","JAFODMFN_02350","PJHKJHDN_01429","ABOIEABI_00350","FFKIDJGC_03558"
"lapB","","Lipopolysaccharide assembly protein B",581,581,1,1,4892,NA,NA,"",1169,1169,1169,"FNDKDPDO_01180","BIBHBEME_01727","ADMPKBAP_01277","GMDHGEDP_02200","HFBCCMPJ_00326","JKFJINKE_01308","HFHLPAEB_00166","JOCLDNKJ_00573","MIPDHJCF_00165","DLDIJGFH_01100","ACOJFAEA_01721","JAFODMFN_01764","PJHKJHDN_00581","ABOIEABI_02252","FFKIDJGC_01829"
"laaA","","L-amino acid amidase",581,581,1,1,5261,NA,NA,"",893,893,893,"FNDKDPDO_00573","BIBHBEME_00655","ADMPKBAP_02416","GMDHGEDP_00564","HFBCCMPJ_03526","JKFJINKE_01852","HFHLPAEB_02007","JOCLDNKJ_01405","MIPDHJCF_01586","DLDIJGFH_02590","ACOJFAEA_03100","JAFODMFN_03805","PJHKJHDN_00256","ABOIEABI_01021","FFKIDJGC_03999"
"group_4849","","hypothetical protein",581,581,1,1,5886,NA,NA,"",107,107,107,"FNDKDPDO_01306","BIBHBEME_02269","ADMPKBAP_02849","GMDHGEDP_02045","HFBCCMPJ_02312","JKFJINKE_00578","HFHLPAEB_02696","JOCLDNKJ_01566","MIPDHJCF_03358","DLDIJGFH_03072","ACOJFAEA_03432","JAFODMFN_02962","PJHKJHDN_03072","ABOIEABI_03020","FFKIDJGC_01527"
"minC","","Septum site-determining protein MinC",581,581,1,1,4782,NA,NA,"",707,707,707,"FNDKDPDO_03318","BIBHBEME_02666","ADMPKBAP_01170","GMDHGEDP_03492","HFBCCMPJ_00433","JKFJINKE_01631","HFHLPAEB_00059","JOCLDNKJ_02483","MIPDHJCF_00058","DLDIJGFH_01207","ACOJFAEA_01614","JAFODMFN_01657","PJHKJHDN_00688","ABOIEABI_02359","FFKIDJGC_02517"
"selA","","L-seryl-tRNA(Sec) selenium transferase",581,581,1,1,1858,NA,NA,"",1391,1391,1391,"FNDKDPDO_00181","BIBHBEME_00228","ADMPKBAP_01588","GMDHGEDP_02932","HFBCCMPJ_01320","JKFJINKE_02602","HFHLPAEB_01354","JOCLDNKJ_00035","MIPDHJCF_01295","DLDIJGFH_01502","ACOJFAEA_02202","JAFODMFN_02127","PJHKJHDN_01651","ABOIEABI_00128","FFKIDJGC_02450"
"zapC","","Cell division protein ZapC",581,581,1,1,4478,NA,NA,"",542,542,542,"FNDKDPDO_02606","BIBHBEME_03249","ADMPKBAP_02056","GMDHGEDP_03281","HFBCCMPJ_03986","JKFJINKE_03631","HFHLPAEB_00594","JOCLDNKJ_03857","MIPDHJCF_02177","DLDIJGFH_00672","ACOJFAEA_00885","JAFODMFN_00897","PJHKJHDN_02941","ABOIEABI_00594","FFKIDJGC_03290"
"csgC","","Curli assembly protein CsgC",581,581,1,1,5517,NA,NA,"",326,326,326,"FNDKDPDO_01937","BIBHBEME_01377","ADMPKBAP_02175","GMDHGEDP_00324","HFBCCMPJ_03184","JKFJINKE_04397","HFHLPAEB_02248","JOCLDNKJ_02656","MIPDHJCF_01827","DLDIJGFH_02349","ACOJFAEA_03341","JAFODMFN_03987","PJHKJHDN_00015","ABOIEABI_00779","FFKIDJGC_01187"
"pal_2","","Peptidoglycan-associated lipoprotein",581,581,1,1,266,NA,NA,"",524,524,524,"FNDKDPDO_04373","BIBHBEME_04432","ADMPKBAP_04288","GMDHGEDP_04042","HFBCCMPJ_03778","JKFJINKE_04331","HFHLPAEB_03146","JOCLDNKJ_01796","MIPDHJCF_02931","DLDIJGFH_04366","ACOJFAEA_04001","JAFODMFN_03460","PJHKJHDN_03592","ABOIEABI_04558","FFKIDJGC_04096"
"yfcQ_2","","putative fimbrial-like protein YfcQ",581,581,1,1,2392,NA,NA,"",476,476,476,"FNDKDPDO_03079","BIBHBEME_03088","ADMPKBAP_04222","GMDHGEDP_03873","HFBCCMPJ_03417","JKFJINKE_01999","HFHLPAEB_02823","JOCLDNKJ_03980","MIPDHJCF_04459","DLDIJGFH_04281","ACOJFAEA_03770","JAFODMFN_04395","PJHKJHDN_03660","ABOIEABI_03937","FFKIDJGC_01722"
"ulaE_2","","L-ribulose-5-phosphate 3-epimerase UlaE",581,581,1,1,1851,NA,NA,"",860,860,860,"FNDKDPDO_00174","BIBHBEME_00235","ADMPKBAP_01595","GMDHGEDP_02939","HFBCCMPJ_01327","JKFJINKE_02595","HFHLPAEB_01361","JOCLDNKJ_00042","MIPDHJCF_01302","DLDIJGFH_01495","ACOJFAEA_02195","JAFODMFN_02134","PJHKJHDN_01644","ABOIEABI_00135","FFKIDJGC_02443"
"osmE","","Osmotically-inducible putative lipoprotein OsmE",581,581,1,1,5335,NA,NA,"",341,341,341,"FNDKDPDO_00639","BIBHBEME_00588","ADMPKBAP_02349","GMDHGEDP_00498","HFBCCMPJ_03095","JKFJINKE_01113","HFHLPAEB_02074","JOCLDNKJ_01339","MIPDHJCF_01653","DLDIJGFH_02523","ACOJFAEA_03167","JAFODMFN_04085","PJHKJHDN_00189","ABOIEABI_00953","FFKIDJGC_00895"
"argC","","N-acetyl-gamma-glutamyl-phosphate reductase",581,581,1,1,2154,NA,NA,"",1004,1004,1004,"FNDKDPDO_02218","BIBHBEME_00418","ADMPKBAP_03330","GMDHGEDP_02562","HFBCCMPJ_01470","JKFJINKE_03073","HFHLPAEB_03538","JOCLDNKJ_02117","MIPDHJCF_03585","DLDIJGFH_03814","ACOJFAEA_04151","JAFODMFN_03749","PJHKJHDN_03890","ABOIEABI_03557","FFKIDJGC_03066"
"ftsX","","Cell division protein FtsX",581,581,1,1,1732,NA,NA,"",1055,1055,1055,"FNDKDPDO_00064","BIBHBEME_00345","ADMPKBAP_01706","GMDHGEDP_01524","HFBCCMPJ_02857","JKFJINKE_00122","HFHLPAEB_01472","JOCLDNKJ_00154","MIPDHJCF_01412","DLDIJGFH_01384","ACOJFAEA_02084","JAFODMFN_02245","PJHKJHDN_01534","ABOIEABI_00245","FFKIDJGC_00794"
"gatB_2","","PTS system galactitol-specific EIIB component",581,581,1,1,2641,NA,NA,"",284,284,284,"FNDKDPDO_02114","BIBHBEME_01280","ADMPKBAP_00574","GMDHGEDP_00227","HFBCCMPJ_00802","JKFJINKE_00718","HFHLPAEB_00916","JOCLDNKJ_02014","MIPDHJCF_00716","DLDIJGFH_02769","ACOJFAEA_00095","JAFODMFN_00096","PJHKJHDN_01320","ABOIEABI_02511","FFKIDJGC_03013"
"pduU","","Propanediol utilization protein PduU",581,581,1,1,5719,NA,NA,"",350,350,350,"FNDKDPDO_03535","BIBHBEME_02915","ADMPKBAP_02959","GMDHGEDP_03431","HFBCCMPJ_02787","JKFJINKE_02113","HFHLPAEB_02586","JOCLDNKJ_03148","MIPDHJCF_03857","DLDIJGFH_03182","ACOJFAEA_03542","JAFODMFN_02852","PJHKJHDN_03182","ABOIEABI_03516","FFKIDJGC_01955"
"aldB","","Aldehyde dehydrogenase B",581,581,1,1,1855,NA,NA,"",1538,1538,1538,"FNDKDPDO_00178","BIBHBEME_00231","ADMPKBAP_01591","GMDHGEDP_02935","HFBCCMPJ_01323","JKFJINKE_02599","HFHLPAEB_01357","JOCLDNKJ_00038","MIPDHJCF_01298","DLDIJGFH_01499","ACOJFAEA_02199","JAFODMFN_02130","PJHKJHDN_01648","ABOIEABI_00131","FFKIDJGC_02447"
"group_4863","","ISNCY family transposase ISRor2",581,581,1,1,6163,NA,NA,"",764,764,764,"FNDKDPDO_03799","BIBHBEME_03845","ADMPKBAP_00808","GMDHGEDP_04274","HFBCCMPJ_03970","JKFJINKE_04119","HFHLPAEB_03491","JOCLDNKJ_02282","MIPDHJCF_03250","DLDIJGFH_00305","ACOJFAEA_01252","JAFODMFN_01459","PJHKJHDN_03361","ABOIEABI_04382","FFKIDJGC_02930"
"group_4864","","hypothetical protein",581,581,1,1,2058,NA,NA,"",338,338,338,"FNDKDPDO_03607","BIBHBEME_03800","ADMPKBAP_01061","GMDHGEDP_03865","HFBCCMPJ_03317","JKFJINKE_03387","HFHLPAEB_03886","JOCLDNKJ_03437","MIPDHJCF_02061","DLDIJGFH_00052","ACOJFAEA_01505","JAFODMFN_01206","PJHKJHDN_02518","ABOIEABI_01859","FFKIDJGC_03516"
"gpr","","L-glyceraldehyde 3-phosphate reductase",581,581,1,1,3978,NA,NA,"",998,998,998,"FNDKDPDO_00870","BIBHBEME_00810","ADMPKBAP_02613","GMDHGEDP_01202","HFBCCMPJ_00582","JKFJINKE_02774","HFHLPAEB_02418","JOCLDNKJ_00352","MIPDHJCF_01009","DLDIJGFH_01829","ACOJFAEA_02529","JAFODMFN_02566","PJHKJHDN_01978","ABOIEABI_01218","FFKIDJGC_00304"
"sigE","","Chaperone protein SigE",581,581,1,1,4507,NA,NA,"",341,341,341,"FNDKDPDO_04534","BIBHBEME_03278","ADMPKBAP_02027","GMDHGEDP_03252","HFBCCMPJ_04015","JKFJINKE_04196","HFHLPAEB_00623","JOCLDNKJ_03828","MIPDHJCF_02206","DLDIJGFH_00643","ACOJFAEA_00914","JAFODMFN_00868","PJHKJHDN_02912","ABOIEABI_00565","FFKIDJGC_04369"
"degQ","","Periplasmic pH-dependent serine endoprotease DegQ",581,581,1,1,2546,NA,NA,"",1367,1367,1367,"FNDKDPDO_02205","BIBHBEME_01371","ADMPKBAP_00665","GMDHGEDP_00318","HFBCCMPJ_00712","JKFJINKE_00627","HFHLPAEB_00825","JOCLDNKJ_02104","MIPDHJCF_00806","DLDIJGFH_02678","ACOJFAEA_00004","JAFODMFN_00004","PJHKJHDN_01410","ABOIEABI_02420","FFKIDJGC_01969"
"group_4868","","hypothetical protein",581,581,1,1,4856,NA,NA,"",836,836,836,"FNDKDPDO_01215","BIBHBEME_01692","ADMPKBAP_01242","GMDHGEDP_02235","HFBCCMPJ_00361","JKFJINKE_02209","HFHLPAEB_00131","JOCLDNKJ_02411","MIPDHJCF_00130","DLDIJGFH_01135","ACOJFAEA_01686","JAFODMFN_01729","PJHKJHDN_00616","ABOIEABI_02287","FFKIDJGC_02987"
