"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU8","SRR13643357","SRR5905013","SRR5350414","SRR3000883","SRR16297813","SRR14766377","SRR14766364","SRR1556977","SRR28412144","NDSU12","SRR13641927","SRR19397116","SRR14766330","SRR14766433"
"cobQ","","Cobyric acid synthase",581,581,1,1,5678,NA,NA,"",1520,1520,1520,"CDDPGOFG_01381","MCHABJHI_03480","PNLCLONJ_02924","ILNMAOIA_03956","PHBHKDKN_03208","GDLLMNMD_03470","JHIODDIP_01941","KBJJGPAO_00771","KLKGDDID_03502","GLCMENJN_03518","KMJDPIGG_03251","KCFKLOLI_03319","KKIADDGI_03347","POPOBFCK_02845","JOCLDNKJ_03185"
"group_5669","","hypothetical protein",581,581,1,1,3636,NA,NA,"",716,716,716,"CDDPGOFG_04194","MCHABJHI_04520","PNLCLONJ_04165","ILNMAOIA_00757","PHBHKDKN_04575","GDLLMNMD_04486","JHIODDIP_04485","KBJJGPAO_01865","KLKGDDID_04426","GLCMENJN_04448","KMJDPIGG_04498","KCFKLOLI_04579","KKIADDGI_00754","POPOBFCK_04465","JOCLDNKJ_04227"
"lpxB","","Lipid-A-disaccharide synthase",581,581,1,1,2360,NA,NA,"",1148,1148,1148,"CDDPGOFG_01799","MCHABJHI_03722","PNLCLONJ_03853","ILNMAOIA_04272","PHBHKDKN_03317","GDLLMNMD_03867","JHIODDIP_03876","KBJJGPAO_03886","KLKGDDID_03755","GLCMENJN_03740","KMJDPIGG_03723","KCFKLOLI_03662","KKIADDGI_03853","POPOBFCK_04180","JOCLDNKJ_04012"
"fabA","","3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase",581,581,1,1,4485,NA,NA,"",518,518,518,"CDDPGOFG_03412","MCHABJHI_01634","PNLCLONJ_02444","ILNMAOIA_00486","PHBHKDKN_00665","GDLLMNMD_00266","JHIODDIP_01354","KBJJGPAO_04194","KLKGDDID_02534","GLCMENJN_01620","KMJDPIGG_03667","KCFKLOLI_00934","KKIADDGI_01026","POPOBFCK_00265","JOCLDNKJ_03850"
"nagD","","Ribonucleotide monophosphatase NagD",581,581,1,1,323,NA,NA,"",752,752,752,"CDDPGOFG_01187","MCHABJHI_04015","PNLCLONJ_01960","ILNMAOIA_03577","PHBHKDKN_03988","GDLLMNMD_03959","JHIODDIP_02754","KBJJGPAO_02625","KLKGDDID_03892","GLCMENJN_03832","KMJDPIGG_02004","KCFKLOLI_03910","KKIADDGI_03993","POPOBFCK_03885","JOCLDNKJ_01740"
"yjiA","","P-loop guanosine triphosphatase YjiA",581,581,1,1,6181,NA,NA,"",956,956,956,"CDDPGOFG_04084","MCHABJHI_02022","PNLCLONJ_02250","ILNMAOIA_02775","PHBHKDKN_00322","GDLLMNMD_00609","JHIODDIP_03153","KBJJGPAO_03563","KLKGDDID_01734","GLCMENJN_01963","KMJDPIGG_02200","KCFKLOLI_01278","KKIADDGI_02281","POPOBFCK_00608","JOCLDNKJ_02299"
"group_5674","","hypothetical protein",581,581,1,1,6214,NA,NA,"",161,161,161,"CDDPGOFG_03718","MCHABJHI_01990","PNLCLONJ_02282","ILNMAOIA_02743","PHBHKDKN_00354","GDLLMNMD_00577","JHIODDIP_03121","KBJJGPAO_03531","KLKGDDID_01766","GLCMENJN_01931","KMJDPIGG_02168","KCFKLOLI_01246","KKIADDGI_02313","POPOBFCK_00576","JOCLDNKJ_02331"
"higB","","mRNA interferase HigB",581,581,1,1,2245,NA,NA,"",311,311,311,"CDDPGOFG_03997","MCHABJHI_04193","PNLCLONJ_01731","ILNMAOIA_03449","PHBHKDKN_03827","GDLLMNMD_04188","JHIODDIP_02575","KBJJGPAO_01976","KLKGDDID_04002","GLCMENJN_03987","KMJDPIGG_04119","KCFKLOLI_04134","KKIADDGI_04103","POPOBFCK_03757","JOCLDNKJ_02213"
"flgN","","Flagella synthesis protein FlgN",581,581,1,1,5488,NA,NA,"",422,422,422,"CDDPGOFG_01104","MCHABJHI_00707","PNLCLONJ_01109","ILNMAOIA_03858","PHBHKDKN_04051","GDLLMNMD_03094","JHIODDIP_03233","KBJJGPAO_02863","KLKGDDID_00042","GLCMENJN_00045","KMJDPIGG_00706","KCFKLOLI_02797","KKIADDGI_00041","POPOBFCK_02728","JOCLDNKJ_02630"
"pdxH","","Pyridoxine/pyridoxamine 5'-phosphate oxidase",581,581,1,1,5189,NA,NA,"",656,656,656,"CDDPGOFG_00597","MCHABJHI_00421","PNLCLONJ_03887","ILNMAOIA_02638","PHBHKDKN_03707","GDLLMNMD_03379","JHIODDIP_02227","KBJJGPAO_01368","KLKGDDID_00327","GLCMENJN_00330","KMJDPIGG_00421","KCFKLOLI_03081","KKIADDGI_00326","POPOBFCK_02443","JOCLDNKJ_01475"
"yehX","","Glycine betaine uptake system ATP-binding protein YehX",581,581,1,1,5888,NA,NA,"",947,947,947,"CDDPGOFG_01530","MCHABJHI_03629","PNLCLONJ_02809","ILNMAOIA_02903","PHBHKDKN_03059","GDLLMNMD_03619","JHIODDIP_01792","KBJJGPAO_00920","KLKGDDID_03353","GLCMENJN_03368","KMJDPIGG_03400","KCFKLOLI_03170","KKIADDGI_03198","POPOBFCK_02994","JOCLDNKJ_01564"
"cysA","","Sulfate/thiosulfate import ATP-binding protein CysA",581,581,1,1,4009,NA,NA,"",1097,1097,1097,"CDDPGOFG_00164","MCHABJHI_02872","PNLCLONJ_00439","ILNMAOIA_01047","PHBHKDKN_01793","GDLLMNMD_01897","JHIODDIP_02140","KBJJGPAO_03124","KLKGDDID_02787","GLCMENJN_02447","KMJDPIGG_03052","KCFKLOLI_02536","KKIADDGI_02935","POPOBFCK_01935","JOCLDNKJ_00388"
"dsbA","","Thiol:disulfide interchange protein DsbA",581,581,1,1,2211,NA,NA,"",623,623,623,"CDDPGOFG_04030","MCHABJHI_04226","PNLCLONJ_01698","ILNMAOIA_03416","PHBHKDKN_03860","GDLLMNMD_04221","JHIODDIP_02542","KBJJGPAO_02009","KLKGDDID_03969","GLCMENJN_03954","KMJDPIGG_04086","KCFKLOLI_04167","KKIADDGI_04070","POPOBFCK_03724","JOCLDNKJ_02246"
"adhE_3","","Aldehyde-alcohol dehydrogenase",581,581,1,1,5715,NA,NA,"",1394,1394,1394,"CDDPGOFG_01414","MCHABJHI_03513","PNLCLONJ_02891","ILNMAOIA_03989","PHBHKDKN_03175","GDLLMNMD_03503","JHIODDIP_01908","KBJJGPAO_00804","KLKGDDID_03469","GLCMENJN_03485","KMJDPIGG_03284","KCFKLOLI_03286","KKIADDGI_03314","POPOBFCK_02878","JOCLDNKJ_03152"
"group_5682","","hypothetical protein",581,581,1,1,5339,NA,NA,"",215,215,215,"CDDPGOFG_00960","MCHABJHI_00563","PNLCLONJ_00965","ILNMAOIA_02497","PHBHKDKN_03566","GDLLMNMD_03238","JHIODDIP_02367","KBJJGPAO_01508","KLKGDDID_00186","GLCMENJN_00189","KMJDPIGG_00562","KCFKLOLI_02940","KKIADDGI_00185","POPOBFCK_02584","JOCLDNKJ_01335"
"zraR","","Transcriptional regulatory protein ZraR",581,581,1,1,1523,NA,NA,"",1325,1325,1325,"CDDPGOFG_04493","MCHABJHI_04569","PNLCLONJ_04610","ILNMAOIA_04576","PHBHKDKN_04607","GDLLMNMD_04561","JHIODDIP_04343","KBJJGPAO_04273","KLKGDDID_04617","GLCMENJN_04524","KMJDPIGG_04547","KCFKLOLI_04587","KKIADDGI_04555","POPOBFCK_04560","JOCLDNKJ_04317"
"dkgA","","2,5-diketo-D-gluconic acid reductase A",581,581,1,1,2736,NA,NA,"",827,827,827,"CDDPGOFG_02442","MCHABJHI_00929","PNLCLONJ_02010","ILNMAOIA_01966","PHBHKDKN_02800","GDLLMNMD_02874","JHIODDIP_00488","KBJJGPAO_03832","KLKGDDID_01227","GLCMENJN_00935","KMJDPIGG_01027","KCFKLOLI_00186","KKIADDGI_01475","POPOBFCK_01521","JOCLDNKJ_03888"
"prpR_2","","Propionate catabolism operon regulatory protein",581,581,1,1,757,NA,NA,"",557,557,557,"CDDPGOFG_00682","MCHABJHI_03278","PNLCLONJ_00752","ILNMAOIA_02231","PHBHKDKN_02538","GDLLMNMD_02518","JHIODDIP_00749","KBJJGPAO_02271","KLKGDDID_03161","GLCMENJN_03082","KMJDPIGG_01628","KCFKLOLI_03525","KKIADDGI_03557","POPOBFCK_02217","JOCLDNKJ_02930"
"pdxY_1","","Pyridoxal kinase PdxY",581,581,1,1,5187,NA,NA,"",293,293,293,"CDDPGOFG_00595","MCHABJHI_00419","PNLCLONJ_03885","ILNMAOIA_02640","PHBHKDKN_03709","GDLLMNMD_03381","JHIODDIP_02225","KBJJGPAO_01366","KLKGDDID_00329","GLCMENJN_00332","KMJDPIGG_00419","KCFKLOLI_03083","KKIADDGI_00328","POPOBFCK_02441","JOCLDNKJ_01477"
"hns_1","","DNA-binding protein H-NS",581,581,1,1,4845,NA,NA,"",413,413,413,"CDDPGOFG_01660","MCHABJHI_00121","PNLCLONJ_03251","ILNMAOIA_03147","PHBHKDKN_01144","GDLLMNMD_01052","JHIODDIP_03716","KBJJGPAO_02413","KLKGDDID_00622","GLCMENJN_00630","KMJDPIGG_00121","KCFKLOLI_01720","KKIADDGI_00627","POPOBFCK_01051","JOCLDNKJ_02420"
"ychF","","Ribosome-binding ATPase YchF",581,581,1,1,4815,NA,NA,"",1091,1091,1091,"CDDPGOFG_01692","MCHABJHI_00089","PNLCLONJ_03219","ILNMAOIA_03115","PHBHKDKN_01176","GDLLMNMD_01020","JHIODDIP_04572","KBJJGPAO_02381","KLKGDDID_00654","GLCMENJN_00662","KMJDPIGG_00089","KCFKLOLI_01688","KKIADDGI_00659","POPOBFCK_01019","JOCLDNKJ_02452"
"group_5689","","hypothetical protein",581,581,1,1,1491,NA,NA,"",347,347,347,"CDDPGOFG_03164","MCHABJHI_02396","PNLCLONJ_00003","ILNMAOIA_00361","PHBHKDKN_01317","GDLLMNMD_01649","JHIODDIP_03355","KBJJGPAO_03032","KLKGDDID_01910","GLCMENJN_02695","KMJDPIGG_02835","KCFKLOLI_02059","KKIADDGI_02457","POPOBFCK_03666","JOCLDNKJ_03078"
"lon_1","","Lon protease",581,581,1,1,4486,NA,NA,"",965,1760,1758,"CDDPGOFG_03411","MCHABJHI_01633","PNLCLONJ_02445","ILNMAOIA_00487","PHBHKDKN_00664","GDLLMNMD_00267","JHIODDIP_01355","KBJJGPAO_04193","KLKGDDID_02535","GLCMENJN_01621","KMJDPIGG_03668","KCFKLOLI_00935","KKIADDGI_01025","POPOBFCK_00266","JOCLDNKJ_03849"
"mtlR","","Mannitol operon repressor",581,581,1,1,1862,NA,NA,"",590,590,590,"CDDPGOFG_03083","MCHABJHI_02466","PNLCLONJ_00073","ILNMAOIA_00291","PHBHKDKN_01387","GDLLMNMD_01579","JHIODDIP_01158","KBJJGPAO_04236","KLKGDDID_01980","GLCMENJN_02765","KMJDPIGG_02765","KCFKLOLI_02129","KKIADDGI_02527","POPOBFCK_03596","JOCLDNKJ_00031"
"cspD","","Cold shock-like protein CspD",581,581,1,1,4347,NA,NA,"",221,221,221,"CDDPGOFG_02747","MCHABJHI_01758","PNLCLONJ_02193","ILNMAOIA_03765","PHBHKDKN_00788","GDLLMNMD_00142","JHIODDIP_01231","KBJJGPAO_00380","KLKGDDID_02411","GLCMENJN_01497","KMJDPIGG_03544","KCFKLOLI_00811","KKIADDGI_01149","POPOBFCK_00142","JOCLDNKJ_03470"
"group_5692","","hypothetical protein",581,581,1,1,3127,NA,NA,"",158,158,158,"CDDPGOFG_02877","MCHABJHI_01308","PNLCLONJ_01463","ILNMAOIA_01316","PHBHKDKN_02223","GDLLMNMD_02296","JHIODDIP_00105","KBJJGPAO_00641","KLKGDDID_00848","GLCMENJN_01314","KMJDPIGG_01406","KCFKLOLI_00565","KKIADDGI_01855","POPOBFCK_03172","JOCLDNKJ_00978"
"soxR","","Redox-sensitive transcriptional activator SoxR",581,581,1,1,2072,NA,NA,"",458,458,458,"CDDPGOFG_04233","MCHABJHI_02278","PNLCLONJ_03631","ILNMAOIA_01790","PHBHKDKN_00065","GDLLMNMD_00866","JHIODDIP_01511","KBJJGPAO_03170","KLKGDDID_01477","GLCMENJN_02220","KMJDPIGG_02457","KCFKLOLI_01535","KKIADDGI_02024","POPOBFCK_00866","JOCLDNKJ_03972"
"topB_1","","DNA topoisomerase 3",581,581,1,1,5349,NA,NA,"",1949,1949,1949,"CDDPGOFG_00970","MCHABJHI_00573","PNLCLONJ_00975","ILNMAOIA_02487","PHBHKDKN_03556","GDLLMNMD_03228","JHIODDIP_02377","KBJJGPAO_01518","KLKGDDID_00176","GLCMENJN_00179","KMJDPIGG_00572","KCFKLOLI_02930","KKIADDGI_00175","POPOBFCK_02594","JOCLDNKJ_01325"
"rtcA_2","","RNA 3'-terminal phosphate cyclase",581,581,1,1,1681,NA,NA,"",434,434,434,"CDDPGOFG_03539","MCHABJHI_02637","PNLCLONJ_00244","ILNMAOIA_00119","PHBHKDKN_01558","GDLLMNMD_01408","JHIODDIP_00986","KBJJGPAO_01092","KLKGDDID_02151","GLCMENJN_02937","KMJDPIGG_02593","KCFKLOLI_02301","KKIADDGI_02700","POPOBFCK_03430","JOCLDNKJ_00204"
"iscS","","Cysteine desulfurase IscS",581,581,1,1,4112,NA,NA,"",1214,1214,1214,"CDDPGOFG_00059","MCHABJHI_02767","PNLCLONJ_03076","ILNMAOIA_01153","PHBHKDKN_01688","GDLLMNMD_02002","JHIODDIP_04256","KBJJGPAO_02920","KLKGDDID_02893","GLCMENJN_02342","KMJDPIGG_02947","KCFKLOLI_02431","KKIADDGI_02830","POPOBFCK_02041","JOCLDNKJ_00494"
"tusE","","Sulfurtransferase TusE",581,581,1,1,4502,NA,NA,"",329,329,329,"CDDPGOFG_03395","MCHABJHI_01617","PNLCLONJ_02461","ILNMAOIA_00503","PHBHKDKN_00648","GDLLMNMD_00283","JHIODDIP_01371","KBJJGPAO_04177","KLKGDDID_02551","GLCMENJN_01637","KMJDPIGG_03684","KCFKLOLI_00951","KKIADDGI_01009","POPOBFCK_00282","JOCLDNKJ_03833"
"rnhA","","Ribonuclease HI",581,581,1,1,138,NA,NA,"",467,467,467,"CDDPGOFG_03909","MCHABJHI_03387","PNLCLONJ_00643","ILNMAOIA_04431","PHBHKDKN_02647","GDLLMNMD_02410","JHIODDIP_00858","KBJJGPAO_02163","KLKGDDID_03269","GLCMENJN_02973","KMJDPIGG_01520","KCFKLOLI_03633","KKIADDGI_03666","POPOBFCK_02109","JOCLDNKJ_04533"
"sdaA_2","","L-serine dehydratase 1",581,581,1,1,5922,NA,NA,"",1367,1367,1367,"CDDPGOFG_01564","MCHABJHI_03663","PNLCLONJ_02843","ILNMAOIA_02937","PHBHKDKN_03025","GDLLMNMD_03653","JHIODDIP_01758","KBJJGPAO_00954","KLKGDDID_03319","GLCMENJN_03334","KMJDPIGG_03434","KCFKLOLI_03136","KKIADDGI_03164","POPOBFCK_03028","JOCLDNKJ_01530"
"slyA","","Transcriptional regulator SlyA",581,581,1,1,5193,NA,NA,"",434,434,434,"CDDPGOFG_00601","MCHABJHI_00425","PNLCLONJ_03891","ILNMAOIA_02634","PHBHKDKN_03703","GDLLMNMD_03375","JHIODDIP_02231","KBJJGPAO_01372","KLKGDDID_00323","GLCMENJN_00326","KMJDPIGG_00425","KCFKLOLI_03077","KKIADDGI_00322","POPOBFCK_02447","JOCLDNKJ_01471"
"arfB","","Peptidyl-tRNA hydrolase ArfB",581,581,1,1,2348,NA,NA,"",422,422,422,"CDDPGOFG_01788","MCHABJHI_03711","PNLCLONJ_03864","ILNMAOIA_04261","PHBHKDKN_03306","GDLLMNMD_03878","JHIODDIP_03887","KBJJGPAO_03875","KLKGDDID_03766","GLCMENJN_03751","KMJDPIGG_03712","KCFKLOLI_03651","KKIADDGI_03864","POPOBFCK_04191","JOCLDNKJ_04023"
"djlA","","Co-chaperone protein DjlA",581,581,1,1,2507,NA,NA,"",812,812,812,"CDDPGOFG_03742","MCHABJHI_03864","PNLCLONJ_03783","ILNMAOIA_03081","PHBHKDKN_03459","GDLLMNMD_03726","JHIODDIP_02504","KBJJGPAO_03648","KLKGDDID_03613","GLCMENJN_03599","KMJDPIGG_03865","KCFKLOLI_03804","KKIADDGI_03709","POPOBFCK_04038","JOCLDNKJ_01846"
"kdpA","","Potassium-transporting ATPase potassium-binding subunit",581,581,1,1,295,NA,NA,"",1679,1679,1679,"CDDPGOFG_01160","MCHABJHI_04042","PNLCLONJ_04056","ILNMAOIA_04478","PHBHKDKN_04481","GDLLMNMD_03932","JHIODDIP_02727","KBJJGPAO_02652","KLKGDDID_03919","GLCMENJN_03805","KMJDPIGG_02031","KCFKLOLI_03883","KKIADDGI_04020","POPOBFCK_04357","JOCLDNKJ_01767"
"yfeX","","Dye-decolorizing peroxidase YfeX",581,581,1,1,4014,NA,NA,"",899,899,899,"CDDPGOFG_00159","MCHABJHI_02867","PNLCLONJ_00434","ILNMAOIA_01052","PHBHKDKN_01788","GDLLMNMD_01902","JHIODDIP_02145","KBJJGPAO_03129","KLKGDDID_02792","GLCMENJN_02442","KMJDPIGG_03047","KCFKLOLI_02531","KKIADDGI_02930","POPOBFCK_01940","JOCLDNKJ_00393"
"yihX","","Alpha-D-glucose 1-phosphate phosphatase YihX",581,581,1,1,2240,NA,NA,"",599,599,599,"CDDPGOFG_04002","MCHABJHI_04198","PNLCLONJ_01726","ILNMAOIA_03444","PHBHKDKN_03832","GDLLMNMD_04193","JHIODDIP_02570","KBJJGPAO_01981","KLKGDDID_03997","GLCMENJN_03982","KMJDPIGG_04114","KCFKLOLI_04139","KKIADDGI_04098","POPOBFCK_03752","JOCLDNKJ_02218"
"sufS","","Cysteine desulfurase",581,581,1,1,5269,NA,NA,"",1220,1220,1220,"CDDPGOFG_00896","MCHABJHI_00498","PNLCLONJ_00901","ILNMAOIA_02561","PHBHKDKN_03630","GDLLMNMD_03302","JHIODDIP_02304","KBJJGPAO_01445","KLKGDDID_00250","GLCMENJN_00253","KMJDPIGG_00498","KCFKLOLI_03004","KKIADDGI_00249","POPOBFCK_02520","JOCLDNKJ_01398"
"group_5707","","hypothetical protein",581,581,1,1,340,NA,NA,"",695,695,695,"CDDPGOFG_01210","MCHABJHI_03992","PNLCLONJ_01937","ILNMAOIA_03600","PHBHKDKN_03965","GDLLMNMD_03982","JHIODDIP_02777","KBJJGPAO_02602","KLKGDDID_03869","GLCMENJN_03855","KMJDPIGG_01981","KCFKLOLI_03933","KKIADDGI_03970","POPOBFCK_03908","JOCLDNKJ_01717"
"group_5708","","hypothetical protein",581,581,1,1,2553,NA,NA,"",794,794,794,"CDDPGOFG_03867","MCHABJHI_00753","PNLCLONJ_01685","ILNMAOIA_02142","PHBHKDKN_02976","GDLLMNMD_03049","JHIODDIP_02839","KBJJGPAO_01549","KLKGDDID_01404","GLCMENJN_00758","KMJDPIGG_00851","KCFKLOLI_00009","KKIADDGI_01299","POPOBFCK_01345","JOCLDNKJ_02099"
"group_5709","","hypothetical protein",581,581,1,1,1483,NA,NA,"",479,479,479,"CDDPGOFG_03156","MCHABJHI_02388","PNLCLONJ_03997","ILNMAOIA_00369","PHBHKDKN_01309","GDLLMNMD_01657","JHIODDIP_03347","KBJJGPAO_03024","KLKGDDID_01902","GLCMENJN_02687","KMJDPIGG_02843","KCFKLOLI_02051","KKIADDGI_02449","POPOBFCK_03674","JOCLDNKJ_03070"
"yghA","","putative oxidoreductase YghA",581,581,1,1,2744,NA,NA,"",884,884,884,"CDDPGOFG_02450","MCHABJHI_00937","PNLCLONJ_02018","ILNMAOIA_01958","PHBHKDKN_02792","GDLLMNMD_02866","JHIODDIP_00480","KBJJGPAO_03840","KLKGDDID_01219","GLCMENJN_00943","KMJDPIGG_01035","KCFKLOLI_00194","KKIADDGI_01483","POPOBFCK_01529","JOCLDNKJ_03896"
"group_5711","","hypothetical protein",581,581,1,1,3073,NA,NA,"",1031,1031,1031,"CDDPGOFG_03244","MCHABJHI_01355","PNLCLONJ_01416","ILNMAOIA_01269","PHBHKDKN_02270","GDLLMNMD_02343","JHIODDIP_00058","KBJJGPAO_00688","KLKGDDID_00800","GLCMENJN_04253","KMJDPIGG_01453","KCFKLOLI_00612","KKIADDGI_01902","POPOBFCK_03125","JOCLDNKJ_01025"
"holA","","DNA polymerase III subunit delta",581,581,1,1,352,NA,NA,"",1031,1031,1031,"CDDPGOFG_01222","MCHABJHI_03980","PNLCLONJ_01925","ILNMAOIA_03612","PHBHKDKN_03953","GDLLMNMD_03994","JHIODDIP_02789","KBJJGPAO_02590","KLKGDDID_03857","GLCMENJN_03867","KMJDPIGG_01969","KCFKLOLI_03945","KKIADDGI_03958","POPOBFCK_03920","JOCLDNKJ_01705"
"chaA","","Sodium-potassium/proton antiporter ChaA",581,581,1,1,4828,NA,NA,"",1100,1100,1100,"CDDPGOFG_01679","MCHABJHI_00102","PNLCLONJ_03232","ILNMAOIA_03128","PHBHKDKN_01163","GDLLMNMD_01033","JHIODDIP_04585","KBJJGPAO_02394","KLKGDDID_00641","GLCMENJN_00649","KMJDPIGG_00102","KCFKLOLI_01701","KKIADDGI_00646","POPOBFCK_01032","JOCLDNKJ_02439"
"rimO","","Ribosomal protein S12 methylthiotransferase RimO",581,581,1,1,4286,NA,NA,"",1325,1325,1325,"CDDPGOFG_02605","MCHABJHI_01814","PNLCLONJ_02137","ILNMAOIA_03709","PHBHKDKN_00844","GDLLMNMD_00086","JHIODDIP_01175","KBJJGPAO_00436","KLKGDDID_02355","GLCMENJN_01441","KMJDPIGG_03488","KCFKLOLI_00755","KKIADDGI_01205","POPOBFCK_00086","JOCLDNKJ_04561"
"lipB","","Octanoyltransferase",581,581,1,1,363,NA,NA,"",641,641,641,"CDDPGOFG_01233","MCHABJHI_03969","PNLCLONJ_01914","ILNMAOIA_03623","PHBHKDKN_03942","GDLLMNMD_04005","JHIODDIP_02800","KBJJGPAO_02579","KLKGDDID_03846","GLCMENJN_03878","KMJDPIGG_01958","KCFKLOLI_03956","KKIADDGI_03947","POPOBFCK_03931","JOCLDNKJ_01694"
"lpxD","","UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase",581,581,1,1,2363,NA,NA,"",1025,1025,1025,"CDDPGOFG_01802","MCHABJHI_03725","PNLCLONJ_03850","ILNMAOIA_04275","PHBHKDKN_03320","GDLLMNMD_03864","JHIODDIP_03873","KBJJGPAO_03889","KLKGDDID_03752","GLCMENJN_03737","KMJDPIGG_03726","KCFKLOLI_03665","KKIADDGI_03850","POPOBFCK_04177","JOCLDNKJ_04009"
"fabD","","Malonyl CoA-acyl carrier protein transacylase",581,581,1,1,5463,NA,NA,"",929,929,929,"CDDPGOFG_01080","MCHABJHI_00683","PNLCLONJ_01085","ILNMAOIA_03882","PHBHKDKN_04075","GDLLMNMD_03118","JHIODDIP_03257","KBJJGPAO_02839","KLKGDDID_00066","GLCMENJN_00069","KMJDPIGG_00682","KCFKLOLI_02821","KKIADDGI_00065","POPOBFCK_02704","JOCLDNKJ_02606"
"nhaB","","Na(+)/H(+) antiporter NhaB",581,581,1,1,4790,NA,NA,"",1544,1544,1544,"CDDPGOFG_01715","MCHABJHI_00066","PNLCLONJ_02740","ILNMAOIA_00830","PHBHKDKN_01199","GDLLMNMD_00997","JHIODDIP_03972","KBJJGPAO_02358","KLKGDDID_00677","GLCMENJN_00685","KMJDPIGG_00066","KCFKLOLI_01665","KKIADDGI_00682","POPOBFCK_00996","JOCLDNKJ_02475"
"yffB","","Protein YffB",581,581,1,1,4181,NA,NA,"",356,356,356,"CDDPGOFG_00124","MCHABJHI_02832","PNLCLONJ_00399","ILNMAOIA_01087","PHBHKDKN_01753","GDLLMNMD_01937","JHIODDIP_02180","KBJJGPAO_00454","KLKGDDID_02827","GLCMENJN_02407","KMJDPIGG_03012","KCFKLOLI_02496","KKIADDGI_02895","POPOBFCK_01975","JOCLDNKJ_00428"
"gapA","","Glyceraldehyde-3-phosphate dehydrogenase A",581,581,1,1,5366,NA,NA,"",995,995,995,"CDDPGOFG_00986","MCHABJHI_00589","PNLCLONJ_00991","ILNMAOIA_02471","PHBHKDKN_03540","GDLLMNMD_03212","JHIODDIP_02393","KBJJGPAO_01534","KLKGDDID_00160","GLCMENJN_00163","KMJDPIGG_00588","KCFKLOLI_02914","KKIADDGI_00159","POPOBFCK_02610","JOCLDNKJ_01309"
"ccmL","","Carbon dioxide concentrating mechanism protein CcmL",581,581,1,1,5713,NA,NA,"",275,275,275,"CDDPGOFG_01412","MCHABJHI_03511","PNLCLONJ_02893","ILNMAOIA_03987","PHBHKDKN_03177","GDLLMNMD_03501","JHIODDIP_01910","KBJJGPAO_00802","KLKGDDID_03471","GLCMENJN_03487","KMJDPIGG_03282","KCFKLOLI_03288","KKIADDGI_03316","POPOBFCK_02876","JOCLDNKJ_03154"
"araB_1","","Ribulokinase",581,581,1,1,2496,NA,NA,"",1229,1229,1229,"CDDPGOFG_03732","MCHABJHI_03855","PNLCLONJ_03773","ILNMAOIA_03072","PHBHKDKN_03450","GDLLMNMD_03735","JHIODDIP_02495","KBJJGPAO_03638","KLKGDDID_03622","GLCMENJN_03608","KMJDPIGG_03856","KCFKLOLI_03795","KKIADDGI_03718","POPOBFCK_04047","JOCLDNKJ_01855"
"fkpA","","FKBP-type peptidyl-prolyl cis-trans isomerase FkpA",581,581,1,1,1613,NA,NA,"",818,818,818,"CDDPGOFG_03602","MCHABJHI_02701","PNLCLONJ_00308","ILNMAOIA_00055","PHBHKDKN_01622","GDLLMNMD_01344","JHIODDIP_00922","KBJJGPAO_01156","KLKGDDID_02215","GLCMENJN_04351","KMJDPIGG_02529","KCFKLOLI_02365","KKIADDGI_02764","POPOBFCK_03494","JOCLDNKJ_00268"
"mazG","","Nucleoside triphosphate pyrophosphohydrolase",581,581,1,1,2958,NA,NA,"",800,800,800,"CDDPGOFG_02993","MCHABJHI_01149","PNLCLONJ_03403","ILNMAOIA_01475","PHBHKDKN_02064","GDLLMNMD_02137","JHIODDIP_00264","KBJJGPAO_02441","KLKGDDID_01007","GLCMENJN_01155","KMJDPIGG_01247","KCFKLOLI_00406","KKIADDGI_01696","POPOBFCK_03329","JOCLDNKJ_00819"
"ltaE","","Low specificity L-threonine aldolase",581,581,1,1,4337,NA,NA,"",1001,1001,1001,"CDDPGOFG_02756","MCHABJHI_01767","PNLCLONJ_02184","ILNMAOIA_03756","PHBHKDKN_00797","GDLLMNMD_00133","JHIODDIP_01222","KBJJGPAO_00389","KLKGDDID_02402","GLCMENJN_01488","KMJDPIGG_03535","KCFKLOLI_00802","KKIADDGI_01158","POPOBFCK_00133","JOCLDNKJ_03479"
"idnO","","5-keto-D-gluconate 5-reductase",581,581,1,1,6113,NA,NA,"",764,764,764,"CDDPGOFG_04258","MCHABJHI_02086","PNLCLONJ_04598","ILNMAOIA_01597","PHBHKDKN_00258","GDLLMNMD_00673","JHIODDIP_01706","KBJJGPAO_03690","KLKGDDID_01669","GLCMENJN_02027","KMJDPIGG_02264","KCFKLOLI_01342","KKIADDGI_02217","POPOBFCK_00673","JOCLDNKJ_04508"
"asrB","","Anaerobic sulfite reductase subunit B",581,581,1,1,4106,NA,NA,"",818,818,818,"CDDPGOFG_00053","MCHABJHI_02761","PNLCLONJ_03082","ILNMAOIA_01159","PHBHKDKN_01682","GDLLMNMD_02008","JHIODDIP_03948","KBJJGPAO_02926","KLKGDDID_02899","GLCMENJN_02336","KMJDPIGG_02941","KCFKLOLI_02425","KKIADDGI_02824","POPOBFCK_02047","JOCLDNKJ_00500"
