"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766369","SRR25097973","SRR27714941","SRR14766372","SRR14766387","SRR15146546","SRR14766349","SRR8297625","SRR14095467","SRR14766450","SRR23043674","SRR1515953","SRR9016861","SRR5905515","NDSU26"
"hldD","","ADP-L-glycero-D-manno-heptose-6-epimerase",581,581,1,1,1886,NA,NA,"",932,932,932,"MDPCJDML_01572","NGHFEAKD_01145","JBHNMEAO_02694","OFPOAPDN_02444","AFLICIDC_00585","NAPOKNNJ_01933","FMNDBGIB_00265","MJBBHCGK_00588","EIKGHHBD_02125","MKNLEGFG_03292","HLOGJBDP_02661","JICBPFCI_00670","DPFOFGOO_00459","AAOLMGCP_01425","CLIIGENJ_02175"
"panM","","PanD regulatory factor",581,581,1,1,1729,NA,NA,"",383,383,383,"MDPCJDML_01719","NGHFEAKD_00997","JBHNMEAO_02913","OFPOAPDN_02591","AFLICIDC_00437","NAPOKNNJ_02080","FMNDBGIB_00118","MJBBHCGK_00735","EIKGHHBD_01977","MKNLEGFG_01438","HLOGJBDP_02514","JICBPFCI_00523","DPFOFGOO_00607","AAOLMGCP_01277","CLIIGENJ_02324"
"group_5050","","hypothetical protein",581,581,1,1,5789,NA,NA,"",1856,1856,1856,"MDPCJDML_02728","NGHFEAKD_02377","JBHNMEAO_01712","OFPOAPDN_03627","AFLICIDC_02280","NAPOKNNJ_02935","FMNDBGIB_02336","MJBBHCGK_02729","EIKGHHBD_03430","MKNLEGFG_01890","HLOGJBDP_03569","JICBPFCI_01327","DPFOFGOO_02850","AAOLMGCP_02773","CLIIGENJ_03493"
"prmC","","Release factor glutamine methyltransferase",581,581,1,1,4824,NA,NA,"",833,833,833,"MDPCJDML_00440","NGHFEAKD_00570","JBHNMEAO_00913","OFPOAPDN_00098","AFLICIDC_00309","NAPOKNNJ_00646","FMNDBGIB_01530","MJBBHCGK_02970","EIKGHHBD_00648","MKNLEGFG_00099","HLOGJBDP_00099","JICBPFCI_03502","DPFOFGOO_00703","AAOLMGCP_04087","CLIIGENJ_01767"
"gloA","","Lactoylglutathione lyase",581,581,1,1,5203,NA,NA,"",407,407,407,"MDPCJDML_00104","NGHFEAKD_01603","JBHNMEAO_01322","OFPOAPDN_00434","AFLICIDC_01365","NAPOKNNJ_00310","FMNDBGIB_01359","MJBBHCGK_01210","EIKGHHBD_00313","MKNLEGFG_03389","HLOGJBDP_00435","JICBPFCI_01972","DPFOFGOO_01370","AAOLMGCP_04165","CLIIGENJ_03109"
"group_5053","","hypothetical protein",581,581,1,1,50,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",140,140,140,"MDPCJDML_02494","NGHFEAKD_03666","JBHNMEAO_03121","OFPOAPDN_02301","AFLICIDC_01720","NAPOKNNJ_04031","FMNDBGIB_02120","MJBBHCGK_03227","EIKGHHBD_01457","MKNLEGFG_02692","HLOGJBDP_02306","JICBPFCI_02128","DPFOFGOO_01054","AAOLMGCP_00712","CLIIGENJ_01627"
"group_5054","","hypothetical protein",581,581,1,1,5407,NA,NA,"",344,344,344,"MDPCJDML_03601","NGHFEAKD_01798","JBHNMEAO_01127","OFPOAPDN_00629","AFLICIDC_01171","NAPOKNNJ_00115","FMNDBGIB_04073","MJBBHCGK_01405","EIKGHHBD_00118","MKNLEGFG_01664","HLOGJBDP_00630","JICBPFCI_03088","DPFOFGOO_01564","AAOLMGCP_03331","CLIIGENJ_02914"
"prc","","Tail-specific protease",581,581,1,1,4750,NA,NA,"",2048,2048,2048,"MDPCJDML_00509","NGHFEAKD_00500","JBHNMEAO_00982","OFPOAPDN_00028","AFLICIDC_04426","NAPOKNNJ_00715","FMNDBGIB_04397","MJBBHCGK_03039","EIKGHHBD_00718","MKNLEGFG_00029","HLOGJBDP_00029","JICBPFCI_04318","DPFOFGOO_03955","AAOLMGCP_04015","CLIIGENJ_01697"
"yecS_3","","L-cystine transport system permease protein YecS",581,581,1,1,4644,NA,NA,"",668,668,668,"MDPCJDML_00945","NGHFEAKD_02889","JBHNMEAO_02523","OFPOAPDN_01492","AFLICIDC_03168","NAPOKNNJ_01424","FMNDBGIB_02203","MJBBHCGK_00077","EIKGHHBD_04162","MKNLEGFG_03519","HLOGJBDP_01828","JICBPFCI_04044","DPFOFGOO_02051","AAOLMGCP_01602","CLIIGENJ_03760"
"psiE","","Protein PsiE",581,581,1,1,2031,NA,NA,"",410,410,410,"MDPCJDML_04032","NGHFEAKD_02172","JBHNMEAO_01571","OFPOAPDN_01926","AFLICIDC_03893","NAPOKNNJ_02789","FMNDBGIB_03825","MJBBHCGK_02121","EIKGHHBD_01833","MKNLEGFG_03862","HLOGJBDP_01930","JICBPFCI_02764","DPFOFGOO_03209","AAOLMGCP_01087","CLIIGENJ_01251"
"group_5058","","hypothetical protein",581,581,1,1,5280,NA,NA,"",359,359,359,"MDPCJDML_00030","NGHFEAKD_01677","JBHNMEAO_01248","OFPOAPDN_00508","AFLICIDC_01291","NAPOKNNJ_00236","FMNDBGIB_01285","MJBBHCGK_01284","EIKGHHBD_00239","MKNLEGFG_03463","HLOGJBDP_00509","JICBPFCI_01898","DPFOFGOO_01444","AAOLMGCP_03452","CLIIGENJ_03035"
"lamB","","Maltoporin",581,581,1,1,2036,NA,NA,"",1358,1358,1358,"MDPCJDML_04037","NGHFEAKD_02167","JBHNMEAO_01566","OFPOAPDN_01931","AFLICIDC_03888","NAPOKNNJ_02784","FMNDBGIB_03830","MJBBHCGK_02126","EIKGHHBD_01828","MKNLEGFG_03857","HLOGJBDP_01935","JICBPFCI_02769","DPFOFGOO_03204","AAOLMGCP_01082","CLIIGENJ_01256"
"group_5060","","hypothetical protein",581,581,1,1,4607,NA,NA,"",185,185,185,"MDPCJDML_00911","NGHFEAKD_02855","JBHNMEAO_02489","OFPOAPDN_01526","AFLICIDC_03134","NAPOKNNJ_01458","FMNDBGIB_02169","MJBBHCGK_00111","EIKGHHBD_04196","MKNLEGFG_03485","HLOGJBDP_01794","JICBPFCI_04079","DPFOFGOO_02085","AAOLMGCP_01636","CLIIGENJ_03726"
"pabC","","Aminodeoxychorismate lyase",581,581,1,1,5459,NA,NA,"",809,809,809,"MDPCJDML_03650","NGHFEAKD_01847","JBHNMEAO_01078","OFPOAPDN_00678","AFLICIDC_03369","NAPOKNNJ_00066","FMNDBGIB_02010","MJBBHCGK_01454","EIKGHHBD_00069","MKNLEGFG_01713","HLOGJBDP_00679","JICBPFCI_03039","DPFOFGOO_01613","AAOLMGCP_03282","CLIIGENJ_02865"
"rhtC_1","","Threonine efflux protein",581,581,1,1,760,NA,NA,"",632,632,632,"MDPCJDML_02962","NGHFEAKD_01361","JBHNMEAO_01921","OFPOAPDN_03182","AFLICIDC_01092","NAPOKNNJ_02413","FMNDBGIB_00891","MJBBHCGK_00968","EIKGHHBD_03066","MKNLEGFG_01289","HLOGJBDP_03334","JICBPFCI_01543","DPFOFGOO_02644","AAOLMGCP_02413","CLIIGENJ_01111"
"group_5063","","hypothetical protein",581,581,1,1,4125,NA,NA,"",164,164,164,"MDPCJDML_01909","NGHFEAKD_03780","JBHNMEAO_02205","OFPOAPDN_02780","AFLICIDC_01834","NAPOKNNJ_03398","FMNDBGIB_03023","MJBBHCGK_03970","EIKGHHBD_02297","MKNLEGFG_02093","HLOGJBDP_02833","JICBPFCI_03428","DPFOFGOO_00072","AAOLMGCP_02012","CLIIGENJ_02514"
"group_5064","","hypothetical protein",581,581,1,1,6204,NA,NA,"",458,458,458,"MDPCJDML_02433","NGHFEAKD_03605","JBHNMEAO_03060","OFPOAPDN_02240","AFLICIDC_01659","NAPOKNNJ_04298","FMNDBGIB_02059","MJBBHCGK_03166","EIKGHHBD_01518","MKNLEGFG_02631","HLOGJBDP_02245","JICBPFCI_02067","DPFOFGOO_01115","AAOLMGCP_00773","CLIIGENJ_01566"
"rlmI","","Ribosomal RNA large subunit methyltransferase I",581,581,1,1,4498,NA,NA,"",1211,1211,1211,"MDPCJDML_00814","NGHFEAKD_02758","JBHNMEAO_02392","OFPOAPDN_01623","AFLICIDC_00802","NAPOKNNJ_01555","FMNDBGIB_00628","MJBBHCGK_00209","EIKGHHBD_02861","MKNLEGFG_02256","HLOGJBDP_01697","JICBPFCI_03328","DPFOFGOO_02182","AAOLMGCP_01733","CLIIGENJ_03629"
"group_5066","fruA_2","PTS system fructose-specific EIIB'BC component",581,581,1,1,1394,NA,NA,"",656,656,656,"MDPCJDML_04228","NGHFEAKD_04234","JBHNMEAO_03987","OFPOAPDN_04353","AFLICIDC_03667","NAPOKNNJ_04195","FMNDBGIB_02819","MJBBHCGK_04246","EIKGHHBD_04321","MKNLEGFG_03710","HLOGJBDP_04399","JICBPFCI_03647","DPFOFGOO_04014","AAOLMGCP_04360","CLIIGENJ_04393"
"argR_1","","Arginine repressor",581,581,1,1,6093,NA,NA,"",488,488,488,"MDPCJDML_02329","NGHFEAKD_01960","JBHNMEAO_01359","OFPOAPDN_02137","AFLICIDC_02527","NAPOKNNJ_02577","FMNDBGIB_02926","MJBBHCGK_02332","EIKGHHBD_01621","MKNLEGFG_03234","HLOGJBDP_02142","JICBPFCI_02711","DPFOFGOO_01218","AAOLMGCP_00876","CLIIGENJ_01462"
"group_5068","","hypothetical protein",581,581,1,1,148,NA,NA,"",1508,1508,1508,"MDPCJDML_02868","NGHFEAKD_01266","JBHNMEAO_04177","OFPOAPDN_03087","AFLICIDC_04440","NAPOKNNJ_02508","FMNDBGIB_04289","MJBBHCGK_00874","EIKGHHBD_02972","MKNLEGFG_04410","HLOGJBDP_03428","JICBPFCI_04161","DPFOFGOO_02550","AAOLMGCP_02318","CLIIGENJ_01205"
"glgX_2","","Glycogen debranching enzyme",581,581,1,1,1700,NA,NA,"",1976,1976,1976,"MDPCJDML_01747","NGHFEAKD_00969","JBHNMEAO_02885","OFPOAPDN_02618","AFLICIDC_00409","NAPOKNNJ_02108","FMNDBGIB_00091","MJBBHCGK_00763","EIKGHHBD_01949","MKNLEGFG_01466","HLOGJBDP_02486","JICBPFCI_00495","DPFOFGOO_00635","AAOLMGCP_01250","CLIIGENJ_02352"
"pepN","","Aminopeptidase N",581,581,1,1,4476,NA,NA,"",2612,2612,2612,"MDPCJDML_00792","NGHFEAKD_02736","JBHNMEAO_02370","OFPOAPDN_01645","AFLICIDC_00780","NAPOKNNJ_01577","FMNDBGIB_00650","MJBBHCGK_00231","EIKGHHBD_02839","MKNLEGFG_02278","HLOGJBDP_01675","JICBPFCI_03350","DPFOFGOO_02204","AAOLMGCP_01755","CLIIGENJ_03607"
"caiE","","Carnitine operon protein CaiE",581,581,1,1,2528,NA,NA,"",596,596,596,"MDPCJDML_03279","NGHFEAKD_03148","JBHNMEAO_04247","OFPOAPDN_03759","AFLICIDC_03325","NAPOKNNJ_03098","FMNDBGIB_03619","MJBBHCGK_04407","EIKGHHBD_03562","MKNLEGFG_03089","HLOGJBDP_03762","JICBPFCI_02183","DPFOFGOO_03612","AAOLMGCP_03465","CLIIGENJ_04020"
"dsrB","","Protein DsrB",581,581,1,1,4611,NA,NA,"",194,194,194,"MDPCJDML_00915","NGHFEAKD_02859","JBHNMEAO_02493","OFPOAPDN_01522","AFLICIDC_03138","NAPOKNNJ_01454","FMNDBGIB_02173","MJBBHCGK_00107","EIKGHHBD_04192","MKNLEGFG_03489","HLOGJBDP_01798","JICBPFCI_04075","DPFOFGOO_02081","AAOLMGCP_01632","CLIIGENJ_03730"
"rseP","","Regulator of sigma-E protease RseP",581,581,1,1,2366,NA,NA,"",1352,1352,1352,"MDPCJDML_03119","NGHFEAKD_02991","JBHNMEAO_03462","OFPOAPDN_03917","AFLICIDC_03949","NAPOKNNJ_03255","FMNDBGIB_03069","MJBBHCGK_03773","EIKGHHBD_03721","MKNLEGFG_03918","HLOGJBDP_03919","JICBPFCI_03941","DPFOFGOO_04145","AAOLMGCP_03622","CLIIGENJ_03862"
"group_5074","","hypothetical protein",581,581,1,1,1620,NA,NA,"",221,221,221,"MDPCJDML_01823","NGHFEAKD_00893","JBHNMEAO_02809","OFPOAPDN_02694","AFLICIDC_00333","NAPOKNNJ_02184","FMNDBGIB_00015","MJBBHCGK_00839","EIKGHHBD_01873","MKNLEGFG_01542","HLOGJBDP_02410","JICBPFCI_00419","DPFOFGOO_04237","AAOLMGCP_01174","CLIIGENJ_02428"
"hisD","","Histidinol dehydrogenase",581,581,1,1,5737,NA,NA,"",1304,1304,1304,"MDPCJDML_02679","NGHFEAKD_02328","JBHNMEAO_01761","OFPOAPDN_03578","AFLICIDC_04107","NAPOKNNJ_02984","FMNDBGIB_04226","MJBBHCGK_02680","EIKGHHBD_03381","MKNLEGFG_01841","HLOGJBDP_03618","JICBPFCI_01376","DPFOFGOO_02899","AAOLMGCP_02822","CLIIGENJ_03542"
"yciB","","putative intracellular septation protein A",581,581,1,1,4863,NA,NA,"",539,539,539,"MDPCJDML_00401","NGHFEAKD_00609","JBHNMEAO_00874","OFPOAPDN_00137","AFLICIDC_00270","NAPOKNNJ_00607","FMNDBGIB_01491","MJBBHCGK_02931","EIKGHHBD_00609","MKNLEGFG_00138","HLOGJBDP_00138","JICBPFCI_03746","DPFOFGOO_00742","AAOLMGCP_04126","CLIIGENJ_01806"
"deoR_1","","Deoxyribose operon repressor",581,581,1,1,4302,NA,NA,"",758,758,758,"MDPCJDML_00637","NGHFEAKD_04008","JBHNMEAO_03193","OFPOAPDN_01800","AFLICIDC_00625","NAPOKNNJ_01732","FMNDBGIB_00806","MJBBHCGK_00387","EIKGHHBD_02684","MKNLEGFG_02467","HLOGJBDP_01520","JICBPFCI_02557","DPFOFGOO_03410","AAOLMGCP_01911","CLIIGENJ_03278"
"yfeZ","","Inner membrane protein YfeZ",581,581,1,1,4016,NA,NA,"",449,449,449,"MDPCJDML_01994","NGHFEAKD_02700","JBHNMEAO_02290","OFPOAPDN_02865","AFLICIDC_02862","NAPOKNNJ_03312","FMNDBGIB_00379","MJBBHCGK_02039","EIKGHHBD_02382","MKNLEGFG_02007","HLOGJBDP_02918","JICBPFCI_00840","DPFOFGOO_00157","AAOLMGCP_02097","CLIIGENJ_02599"
"uvrB","","UvrABC system protein B",581,581,1,1,4226,NA,NA,"",2021,2021,2021,"MDPCJDML_00567","NGHFEAKD_04306","JBHNMEAO_04049","OFPOAPDN_01870","AFLICIDC_03834","NAPOKNNJ_01802","FMNDBGIB_03730","MJBBHCGK_00457","EIKGHHBD_02614","MKNLEGFG_02397","HLOGJBDP_01450","JICBPFCI_03788","DPFOFGOO_04079","AAOLMGCP_04513","CLIIGENJ_03348"
"dmsA_3","","Dimethyl sulfoxide reductase DmsA",581,581,1,1,4129,NA,NA,"",2378,2378,2378,"MDPCJDML_01912","NGHFEAKD_03783","JBHNMEAO_02208","OFPOAPDN_02783","AFLICIDC_01837","NAPOKNNJ_03395","FMNDBGIB_03026","MJBBHCGK_03967","EIKGHHBD_02300","MKNLEGFG_02090","HLOGJBDP_02836","JICBPFCI_03431","DPFOFGOO_00075","AAOLMGCP_02015","CLIIGENJ_02517"
"rluC","","Ribosomal large subunit pseudouridine synthase C",581,581,1,1,5472,NA,NA,"",1043,1043,1043,"MDPCJDML_03663","NGHFEAKD_01860","JBHNMEAO_01065","OFPOAPDN_00691","AFLICIDC_03382","NAPOKNNJ_00053","FMNDBGIB_01997","MJBBHCGK_01467","EIKGHHBD_00056","MKNLEGFG_01726","HLOGJBDP_00692","JICBPFCI_03026","DPFOFGOO_01626","AAOLMGCP_03269","CLIIGENJ_02852"
"ssb_1","","Single-stranded DNA-binding protein",581,581,1,1,2061,NA,NA,"",530,530,530,"MDPCJDML_04060","NGHFEAKD_02143","JBHNMEAO_01542","OFPOAPDN_01955","AFLICIDC_03865","NAPOKNNJ_02760","FMNDBGIB_03854","MJBBHCGK_02150","EIKGHHBD_01804","MKNLEGFG_03833","HLOGJBDP_01959","JICBPFCI_02793","DPFOFGOO_03180","AAOLMGCP_01058","CLIIGENJ_01279"
"yqjC","","Protein YqjC",581,581,1,1,2670,NA,NA,"",368,368,368,"MDPCJDML_03412","NGHFEAKD_03476","JBHNMEAO_00121","OFPOAPDN_01296","AFLICIDC_03109","NAPOKNNJ_01227","FMNDBGIB_02487","MJBBHCGK_01640","EIKGHHBD_00866","MKNLEGFG_00899","HLOGJBDP_01299","JICBPFCI_00284","DPFOFGOO_01798","AAOLMGCP_00122","CLIIGENJ_00120"
"nudC","","NADH pyrophosphatase",581,581,1,1,1531,NA,NA,"",773,773,773,"MDPCJDML_04555","NGHFEAKD_04554","JBHNMEAO_04470","OFPOAPDN_04548","AFLICIDC_04551","NAPOKNNJ_04463","FMNDBGIB_03980","MJBBHCGK_04528","EIKGHHBD_04528","MKNLEGFG_04572","HLOGJBDP_04596","JICBPFCI_04384","DPFOFGOO_04598","AAOLMGCP_04711","CLIIGENJ_04677"
"serS","","Serine--tRNA ligase",581,581,1,1,4366,NA,NA,"",1292,1292,1292,"MDPCJDML_00695","NGHFEAKD_04066","JBHNMEAO_03251","OFPOAPDN_01742","AFLICIDC_00683","NAPOKNNJ_01674","FMNDBGIB_00748","MJBBHCGK_00329","EIKGHHBD_02742","MKNLEGFG_02525","HLOGJBDP_01578","JICBPFCI_02499","DPFOFGOO_03468","AAOLMGCP_01853","CLIIGENJ_03220"
"yqiJ","","Inner membrane protein YqiJ",581,581,1,1,2699,NA,NA,"",620,620,620,"MDPCJDML_03442","NGHFEAKD_03506","JBHNMEAO_00151","OFPOAPDN_01266","AFLICIDC_02229","NAPOKNNJ_01197","FMNDBGIB_02517","MJBBHCGK_01670","EIKGHHBD_00896","MKNLEGFG_00929","HLOGJBDP_01269","JICBPFCI_00254","DPFOFGOO_01828","AAOLMGCP_00152","CLIIGENJ_00150"
"slyB","","Outer membrane lipoprotein SlyB",581,581,1,1,5192,NA,NA,"",467,467,467,"MDPCJDML_00114","NGHFEAKD_01593","JBHNMEAO_01332","OFPOAPDN_00424","AFLICIDC_01375","NAPOKNNJ_00320","FMNDBGIB_01369","MJBBHCGK_01200","EIKGHHBD_00323","MKNLEGFG_03379","HLOGJBDP_00425","JICBPFCI_01982","DPFOFGOO_01360","AAOLMGCP_04155","CLIIGENJ_03119"
"group_5088","","hypothetical protein",581,581,1,1,5712,NA,NA,"",491,491,491,"MDPCJDML_02655","NGHFEAKD_02304","JBHNMEAO_01785","OFPOAPDN_03554","AFLICIDC_04083","NAPOKNNJ_03008","FMNDBGIB_03709","MJBBHCGK_02656","EIKGHHBD_03357","MKNLEGFG_01817","HLOGJBDP_03642","JICBPFCI_01400","DPFOFGOO_02923","AAOLMGCP_02846","CLIIGENJ_03566"
"glgA","","Glycogen synthase",581,581,1,1,1698,NA,NA,"",1433,1433,1433,"MDPCJDML_01749","NGHFEAKD_00967","JBHNMEAO_02883","OFPOAPDN_02620","AFLICIDC_00407","NAPOKNNJ_02110","FMNDBGIB_00089","MJBBHCGK_00765","EIKGHHBD_01947","MKNLEGFG_01468","HLOGJBDP_02484","JICBPFCI_00493","DPFOFGOO_00637","AAOLMGCP_01248","CLIIGENJ_02354"
"glpR","","Glycerol-3-phosphate regulon repressor",581,581,1,1,1686,NA,NA,"",758,758,758,"MDPCJDML_01761","NGHFEAKD_00955","JBHNMEAO_02871","OFPOAPDN_02632","AFLICIDC_00395","NAPOKNNJ_02122","FMNDBGIB_00077","MJBBHCGK_00777","EIKGHHBD_01935","MKNLEGFG_01480","HLOGJBDP_02472","JICBPFCI_00481","DPFOFGOO_00649","AAOLMGCP_01236","CLIIGENJ_02366"
"rlmJ","","Ribosomal RNA large subunit methyltransferase J",581,581,1,1,1761,NA,NA,"",842,842,842,"MDPCJDML_01688","NGHFEAKD_01028","JBHNMEAO_02944","OFPOAPDN_02560","AFLICIDC_00468","NAPOKNNJ_02049","FMNDBGIB_00149","MJBBHCGK_00704","EIKGHHBD_02008","MKNLEGFG_01407","HLOGJBDP_02545","JICBPFCI_00554","DPFOFGOO_00576","AAOLMGCP_01308","CLIIGENJ_02293"
"iscU","","Iron-sulfur cluster assembly scaffold protein IscU",581,581,1,1,4113,NA,NA,"",386,386,386,"MDPCJDML_01897","NGHFEAKD_03768","JBHNMEAO_02193","OFPOAPDN_02768","AFLICIDC_01822","NAPOKNNJ_03410","FMNDBGIB_03011","MJBBHCGK_03982","EIKGHHBD_02285","MKNLEGFG_02105","HLOGJBDP_02821","JICBPFCI_03416","DPFOFGOO_00060","AAOLMGCP_02000","CLIIGENJ_02502"
"pla","","Coagulase/fibrinolysin",581,581,1,1,3960,NA,NA,"",938,938,938,"MDPCJDML_02051","NGHFEAKD_02643","JBHNMEAO_02347","OFPOAPDN_02922","AFLICIDC_02919","NAPOKNNJ_03811","FMNDBGIB_00436","MJBBHCGK_01982","EIKGHHBD_02439","MKNLEGFG_02810","HLOGJBDP_02975","JICBPFCI_00896","DPFOFGOO_00214","AAOLMGCP_02153","CLIIGENJ_02655"
"group_5094","","hypothetical protein",581,581,1,1,286,NA,NA,"",1046,1046,1046,"MDPCJDML_04381","NGHFEAKD_03197","JBHNMEAO_04126","OFPOAPDN_04421","AFLICIDC_04135","NAPOKNNJ_03630","FMNDBGIB_04001","MJBBHCGK_03491","EIKGHHBD_03783","MKNLEGFG_04054","HLOGJBDP_04098","JICBPFCI_01775","DPFOFGOO_04268","AAOLMGCP_03807","CLIIGENJ_00703"
"fur","","Ferric uptake regulation protein",581,581,1,1,310,NA,NA,"",452,452,452,"MDPCJDML_03997","NGHFEAKD_03220","JBHNMEAO_04149","OFPOAPDN_04222","AFLICIDC_02711","NAPOKNNJ_03607","FMNDBGIB_01677","MJBBHCGK_03514","EIKGHHBD_03806","MKNLEGFG_02850","HLOGJBDP_04075","JICBPFCI_01752","DPFOFGOO_03371","AAOLMGCP_03784","CLIIGENJ_00726"
"sutR_2","","HTH-type transcriptional regulator SutR",581,581,1,1,2261,NA,NA,"",548,548,548,"MDPCJDML_03770","NGHFEAKD_03887","JBHNMEAO_03645","OFPOAPDN_03994","AFLICIDC_02650","NAPOKNNJ_03886","FMNDBGIB_04549","MJBBHCGK_03850","EIKGHHBD_04034","MKNLEGFG_04611","HLOGJBDP_04226","JICBPFCI_02401","DPFOFGOO_03070","AAOLMGCP_03935","CLIIGENJ_04084"
"lgt","","Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase",581,581,1,1,2905,NA,NA,"",875,875,875,"MDPCJDML_01152","NGHFEAKD_00154","JBHNMEAO_00350","OFPOAPDN_01067","AFLICIDC_01445","NAPOKNNJ_00998","FMNDBGIB_01145","MJBBHCGK_04097","EIKGHHBD_01095","MKNLEGFG_00726","HLOGJBDP_01070","JICBPFCI_00055","DPFOFGOO_03653","AAOLMGCP_00351","CLIIGENJ_00349"
"xylP_2","","Isoprimeverose transporter",581,581,1,1,19,NA,NA,"",410,410,410,"MDPCJDML_02524","NGHFEAKD_03696","JBHNMEAO_03151","OFPOAPDN_02331","AFLICIDC_01750","NAPOKNNJ_04061","FMNDBGIB_02150","MJBBHCGK_03257","EIKGHHBD_01427","MKNLEGFG_04326","HLOGJBDP_02336","JICBPFCI_02158","DPFOFGOO_01024","AAOLMGCP_00682","CLIIGENJ_01657"
"citE_1","","Citrate lyase subunit beta",581,581,1,1,2536,NA,NA,"",869,869,869,"MDPCJDML_03287","NGHFEAKD_03156","JBHNMEAO_04255","OFPOAPDN_03751","AFLICIDC_04635","NAPOKNNJ_03090","FMNDBGIB_03627","MJBBHCGK_04415","EIKGHHBD_03554","MKNLEGFG_03097","HLOGJBDP_03754","JICBPFCI_02175","DPFOFGOO_03620","AAOLMGCP_03457","CLIIGENJ_04028"
"group_5100","","hypothetical protein",581,581,1,1,2201,NA,NA,"",596,596,596,"MDPCJDML_03809","NGHFEAKD_03926","JBHNMEAO_03684","OFPOAPDN_04033","AFLICIDC_02611","NAPOKNNJ_03925","FMNDBGIB_03231","MJBBHCGK_03889","EIKGHHBD_03995","MKNLEGFG_03648","HLOGJBDP_04187","JICBPFCI_02362","DPFOFGOO_03031","AAOLMGCP_03896","CLIIGENJ_04123"
"sucC","","Succinate--CoA ligase [ADP-forming] subunit beta",581,581,1,1,278,NA,NA,"",1166,1166,1166,"MDPCJDML_04373","NGHFEAKD_03189","JBHNMEAO_04118","OFPOAPDN_04413","AFLICIDC_04143","NAPOKNNJ_03638","FMNDBGIB_03993","MJBBHCGK_03483","EIKGHHBD_03775","MKNLEGFG_04062","HLOGJBDP_04106","JICBPFCI_01783","DPFOFGOO_04276","AAOLMGCP_03815","CLIIGENJ_00695"
"glnP","","Glutamine transport system permease protein GlnP",581,581,1,1,4257,NA,NA,"",659,659,659,"MDPCJDML_00597","NGHFEAKD_04276","JBHNMEAO_04079","OFPOAPDN_01840","AFLICIDC_03804","NAPOKNNJ_01772","FMNDBGIB_03760","MJBBHCGK_00427","EIKGHHBD_02644","MKNLEGFG_02427","HLOGJBDP_01480","JICBPFCI_03818","DPFOFGOO_04109","AAOLMGCP_04543","CLIIGENJ_03318"
"lldR_2","","Putative L-lactate dehydrogenase operon regulatory protein",581,581,1,1,1868,NA,NA,"",776,776,776,"MDPCJDML_01589","NGHFEAKD_01128","JBHNMEAO_02677","OFPOAPDN_02461","AFLICIDC_00568","NAPOKNNJ_01950","FMNDBGIB_00248","MJBBHCGK_00605","EIKGHHBD_02108","MKNLEGFG_03309","HLOGJBDP_02644","JICBPFCI_00653","DPFOFGOO_00476","AAOLMGCP_01408","CLIIGENJ_02192"
"nasD","","Nitrite reductase [NAD(P)H]",581,581,1,1,1634,NA,NA,"",2543,2543,2543,"MDPCJDML_01809","NGHFEAKD_00907","JBHNMEAO_02823","OFPOAPDN_02680","AFLICIDC_00347","NAPOKNNJ_02170","FMNDBGIB_00029","MJBBHCGK_00825","EIKGHHBD_01887","MKNLEGFG_01528","HLOGJBDP_02424","JICBPFCI_00433","DPFOFGOO_04251","AAOLMGCP_01188","CLIIGENJ_02414"
"group_5105","","hypothetical protein",581,581,1,1,6072,NA,NA,"",362,362,362,"MDPCJDML_02308","NGHFEAKD_01981","JBHNMEAO_01380","OFPOAPDN_02116","AFLICIDC_02506","NAPOKNNJ_02598","FMNDBGIB_02905","MJBBHCGK_02311","EIKGHHBD_01642","MKNLEGFG_03213","HLOGJBDP_02121","JICBPFCI_02690","DPFOFGOO_01239","AAOLMGCP_00897","CLIIGENJ_01441"
"group_5106","","hypothetical protein",581,581,1,1,2226,NA,NA,"",875,875,875,"MDPCJDML_03738","NGHFEAKD_03855","JBHNMEAO_04546","OFPOAPDN_03962","AFLICIDC_02682","NAPOKNNJ_03854","FMNDBGIB_03376","MJBBHCGK_03818","EIKGHHBD_04066","MKNLEGFG_04117","HLOGJBDP_04258","JICBPFCI_02433","DPFOFGOO_03102","AAOLMGCP_03967","CLIIGENJ_04052"
"fliJ","","Flagellar FliJ protein",581,581,1,1,4622,NA,NA,"",443,443,443,"MDPCJDML_00925","NGHFEAKD_02869","JBHNMEAO_02503","OFPOAPDN_01512","AFLICIDC_03148","NAPOKNNJ_01444","FMNDBGIB_02183","MJBBHCGK_00097","EIKGHHBD_04182","MKNLEGFG_03499","HLOGJBDP_01808","JICBPFCI_04065","DPFOFGOO_02071","AAOLMGCP_01622","CLIIGENJ_03740"
